Page,Edits,Editors,Views
"House of Cards (Fernsehserie)",0,0,117700
"Tom Hanks",5,5,117288
"Michael Oher",0,0,117116
"Barack Obama",1,1,116686
"Pretty Little Liars",21,16,116356
"Islamischer Staat (Organisation)",51,39,115425
"Götz George",?,?,114987
"Italien",?,?,114812
"Angela Merkel",?,?,114608
"Helmut Lotti",?,?,114054
"Australien",?,?,113985
"Pete Burns",?,?,113714
"Supernatural",?,?,113648
"Recep Tayyip Erdoğan",?,?,113575
"Frankreich",?,?,113228
"Noah (Film)",?,?,113022
"Samu Haber",?,?,112264
"Blind Side – Die große Chance",?,?,112167
"Maha Vajiralongkorn",?,?,112164
"Star Wars: Das Erwachen der Macht",?,?,111159
"Stranger Things",?,?,111032
"Margot Robbie",?,?,110191
"Malta",?,?,110174
"Europäische Union",?,?,109690
"Lupus erythematodes",?,?,109133
"Mila Kunis",?,?,108937
"Belgien",?,?,108385
"Bundespräsident (Deutschland)",?,?,108164
"Uwe Böhnhardt",?,?,107526
"Prison Break",?,?,107147
"Gilmore Girls",?,?,106969
"Konfektionsgröße",?,?,106576
"Liste der IPA-Zeichen",?,?,106365
"The First Avenger: Civil War",?,?,106029
"Doctor Strange (2016)",?,?,105686
"The Voice of Germany",?,?,105668
"Hans Klenk (Unternehmer)",?,?,105537
"Melania Trump",?,?,105418
"Black Mirror (Fernsehserie)",?,?,105333
"Figuren der Harry-Potter-Romane",?,?,105097
"Bares für Rares",?,?,104961
"Illuminati (Film)",?,?,104782
"Berliner Mauer",?,?,104685
"Two and a Half Men",?,?,104451
"Roland Trettl",?,?,103401
"Anneliese Kohlmann",?,?,103228
"Dosenschildkröten",?,?,102560
"München",?,?,102519
"Wallonische Region",?,?,102387
"Leonardo DiCaprio",?,?,102358
"Wien",?,?,102211
"Terror – Ihr Urteil",?,?,102168
"Exodus: Götter und Könige",?,?,101906
"Andorra",?,?,101040
"Rogue One: A Star Wars Story",?,?,100818
"Navy CIS",?,?,100548
"Multiple Sklerose",?,?,100538
"Hells Angels",?,?,100193
"Narcos",?,?,99580
"Verwandtschaftsbeziehung",?,?,99568
"Pietro Lombardi (Sänger)",?,?,99352
"Matrix (Film)",?,?,98907
"Nordrhein-Westfalen",?,?,98790
"Ronald Schill",?,?,98700
"Bill Clinton",?,?,98502
"Containment – Eine Stadt hofft auf Rettung",?,?,98483
"Vampire Diaries",?,?,98301
"Fear the Walking Dead",?,?,97836
"Pansexualität",?,?,97746
"Heath Ledger",?,?,97690
"Vereinigtes Königreich",?,?,97193
"Ironman Hawaii",?,?,96586
"Ferdinand von Schirach",?,?,96561
"Emma Watson",?,?,96495
"Niederlande",?,?,96364
"Marius Müller-Westernhagen",?,?,95969
"Hans Korte",?,?,95893
"Frankfurt am Main",?,?,95424
"Deutsche Bahn",?,?,95376
"Köln",?,?,94753
"Liste der Großstädte in Deutschland",?,?,94744
"Die Tribute von Panem",?,?,94577
"Sex",?,?,94239
"Bruce Darnell",?,?,94002
"Zodiac-Killer",?,?,93732
"Max Giesinger",?,?,93497
"Vikings (Fernsehserie)",?,?,93288
"Türkei",?,?,93192
"The Dark Knight Rises",?,?,93068
"Jordan Belfort",?,?,93025
"Prisoners (2013)",?,?,93017
"Borderline-Persönlichkeitsstörung",?,?,92635
"Andreas Fulterer",?,?,92342
"Indien",?,?,92227
"Schizophrenie",?,?,92037
"Singapur",?,?,91617
"Syrien",?,?,91227
"Shades of Blue",?,?,91208
"Elvis Presley",?,?,91172
"Johann Wolfgang von Goethe",?,?,90870
"Albert Einstein",?,?,90558
"Judith Williams",?,?,90518
"Jeffrey Dean Morgan",?,?,90512
"Bundeskanzler (Deutschland)",?,?,90206
"Andreas Bourani",?,?,89905
"Spanien",?,?,89853
"Inferno (Roman)",?,?,89787
"Eminem",?,?,89580
"Volksrepublik China",?,?,89154
"Joshua Kimmich",?,?,89109
"Breaking Bad",?,?,88885
"Internet Movie Database",?,?,88876
"Harry Potter und der Stein der Weisen (Film)",?,?,88785
"The Da Vinci Code – Sakrileg",?,?,88668
"Arnold Schwarzenegger",?,?,88238
"Jessica Drake",?,?,87958
"Vagina",?,?,87387
"Google",?,?,87363
"Snapchat",?,?,87296
"Napoleon Bonaparte",?,?,87282
"Fall Peggy Knobloch",?,?,87180
"Primzahl",?,?,87122
"Admiral Kusnezow",?,?,86729
"Ina Müller",?,?,86716
"Westworld (Fernsehserie)",?,?,86671
"Polen",?,?,86465
"Dreißigjähriger Krieg",?,?,86256
"Thailand",?,?,86096
"Alan Rickman",?,?,86015
"Renée Zellweger",?,?,85719
"Blair Witch Project",?,?,85577
"Sarah Connor",?,?,85571
"Bipolare Störung",?,?,85548
"DJ BoBo",?,?,85212
"Reiner Calmund",?,?,85069
"Marvel Cinematic Universe",?,?,84984
"Sausage Party – Es geht um die Wurst",?,?,84952
"Google Übersetzer",?,?,84727
"The Purge – Die Säuberung",?,?,84686
"Franka Potente",?,?,84541
"Autismus",?,?,84402
"Die Höhle der Löwen",?,?,84199
"MDMA",?,?,83686
"Criminal Minds",?,?,83669
"Israel",?,?,83661
"Amanda Knox",?,?,83650
"Sia (Sängerin)",?,?,83583
"Bülent Ceylan",?,?,83528
"RB Leipzig",?,?,83310
"257ers",?,?,82948
"Julia Koschitz",?,?,82587
"Rothschild",?,?,82472
"Angelique Kerber",?,?,82246
"Willis Tower",?,?,82150
"Phil Collins",?,?,82134
"Tuberkulose",?,?,82126
"Freiheitsstatue",?,?,82083
"Hand-Fuß-Mund-Krankheit",?,?,81973
"London",?,?,81938
"Baden-Württemberg",?,?,81783
"Leipzig",?,?,81773
"Liste der Länder Europas",?,?,81702
"DS Produkte",?,?,81275
"Stephen Kings Es",?,?,80232
"Weltwunder",?,?,80225
"Mauritius",?,?,80198
"Marvel’s Agents of S.H.I.E.L.D.",?,?,80182
"Irland",?,?,79965
"Adam sucht Eva – Gestrandet im Paradies",?,?,79893
"95 Thesen",?,?,79850
"Präsident der Vereinigten Staaten",?,?,79690
"Kap Verde",?,?,79598
"Bürgerkrieg in Syrien",?,?,79436
"Findet Dorie",?,?,79368
"Griechisches Alphabet",?,?,78980
"Steve Jobs",?,?,78927
"Airbus A380",?,?,78686
"Haiti",?,?,78217
"Hardy Krüger",?,?,78127
"Michael Schumacher",?,?,77906
"Elisabeth II.",?,?,77821
"Brad Pitt",?,?,77766
"Johnny Depp",?,?,77631
"Land (Deutschland)",?,?,77324
"Michael Jackson",?,?,77190
"Fall 39",?,?,77147
"Die Flippers",?,?,77136
"NATO",?,?,77123
"Kroatien",?,?,77110
"Universal Serial Bus",?,?,77093
"Liste mathematischer Symbole",?,?,76970
"Karoline Herfurth",?,?,76967
"Schweden",?,?,76753
"Schtonk!",?,?,76730
"BDSM",?,?,76646
"Münster (Westfalen)",?,?,76600
"Incoterms",?,?,76563
"Dresden",?,?,76308
"Dan Brown",?,?,76272
"Neuseeland",?,?,75985
"FC Bayern München",?,?,75756
"RMS Titanic",?,?,75613
"Jurassic Park",?,?,75552
"Sportfreunde Lotte",?,?,75391
"Tschechien",?,?,75240
"Justin Bieber",?,?,74937
"Wolfgang Amadeus Mozart",?,?,74761
"Liste der 500 reichsten Deutschen",?,?,74571
"Arsen Sergejewitsch Pawlow",?,?,74367
"Eloxal-Verfahren",?,?,74301
"Channing Tatum",?,?,73999
"Suits (Fernsehserie)",?,?,73993
"Angelina Jolie",?,?,73981
"187 Strassenbande",?,?,73951
"Benedict Cumberbatch",?,?,73948
"Christian Bale",?,?,73850
"Amyotrophe Lateralsklerose",?,?,73687
"Daniel Radcliffe",?,?,73674
"Leckbier",?,?,73661
"Norwegen",?,?,73606
"Japan",?,?,73550
"Iran",?,?,73506
"Cyndi Lauper",?,?,73501
"Hurrikan Matthew",?,?,73447
"A4-Format",?,?,73397
"Geschlechtsverkehr",?,?,73279
"Futsal",?,?,73150
"Vulva",?,?,72813
"Dänemark",?,?,72756
"Secrets and Lies",?,?,72690
"Liselotte Pulver",?,?,72545
"Nationalsozialistischer Untergrund",?,?,72505
"Wladimir Wladimirowitsch Putin",?,?,72436
"Luxemburg",?,?,72257
"Stern (Zeitschrift)",?,?,72233
"Ein Käfig voller Helden",?,?,72069
"American Football",?,?,71972
"Downton Abbey",?,?,71826
"Adidas",?,?,71634
"Blindspot",?,?,71550
"Warcraft: The Beginning",?,?,71533
"Empathie",?,?,71309
"Janina Youssefian",?,?,71279
"Niedersachsen",?,?,71269
"Ungarn",?,?,71192
"C&A",?,?,71111
"Sebastian Kurz",?,?,71098
"Klaus Kinski",?,?,71011
"Binomische Formeln",?,?,70842
"Holocaust",?,?,70761
"Jennifer Lopez",?,?,70707
"Juras Požela",?,?,70418
"Deutsche Demokratische Republik",?,?,70251
"Terroranschläge am 11. September 2001",?,?,70177
"Sandra Bullock",?,?,70171
"Contagion (Film)",?,?,70098
"Tim Burton",?,?,69867
"Gossip Girl",?,?,69790
"Schutzart",?,?,69778
"The Mentalist",?,?,69593
"Vereinte Nationen",?,?,69565
"Vietnamkrieg",?,?,69485
"Dienstgrade der Bundeswehr",?,?,69351
"BMW E90",?,?,69338
"Herzensbrecher – Vater von vier Söhnen",?,?,69068
"Nobelpreis",?,?,68863
"Sacha Baron Cohen",?,?,68819
"Ethanol",?,?,68519
"The Walking Dead (Fernsehserie)/Staffel 7",?,?,68482
"Weltkarte",?,?,68462
"Fußball-Weltmeisterschaft 2018/Qualifikation",?,?,68447
"Kerstin Ott",?,?,68416
"Alternative für Deutschland",?,?,68360
"Cookie",?,?,68265
"Carolin Kebekus",?,?,68171
"Disturbed",?,?,68149
"Berlin – Tag & Nacht",?,?,68136
"Claus Theo Gärtner",?,?,67898
"Desperate Housewives",?,?,67856
"Geschwindigkeitsindex",?,?,67837
"Mose",?,?,67829
"Hacker",?,?,67559
"Ingo Zamperoni",?,?,67557
"Bridget Jones – Schokolade zum Frühstück",?,?,67356
"Kaki",?,?,67340
"Spotlight (Film)",?,?,67304
"X-Men (Filmreihe)",?,?,67274
"Osmanisches Reich",?,?,67208
"Tim Oliver Schultz",?,?,67164
"Ländervorwahlliste sortiert nach Nummern",?,?,67123
"YouTube",?,?,67060
"The Amazing Spider-Man 2: Rise of Electro",?,?,67002
"In aller Freundschaft",?,?,66999
"Jan Böhmermann",?,?,66996
"Tatort (Fernsehreihe)",?,?,66892
"Fußball-Weltmeisterschaft 2018/Qualifikation (UEFA)",?,?,66857
"Karl Heinz Richard Fürst von Sayn-Wittgenstein",?,?,66780
"Orange Is the New Black",?,?,66762
"Tom Hardy",?,?,66758
"Star Trek",?,?,66602
"Depression",?,?,66576
"Harley Quinn",?,?,66473
"Homeland (Fernsehserie)",?,?,66451
"Narzissmus",?,?,66360
"Rhein",?,?,66325
"Jason Statham",?,?,66299
"Zehn Plagen",?,?,66285
"Sons of Anarchy",?,?,66262
"Keanu Reeves",?,?,66261
"Die glorreichen Sieben",?,?,66240
"Dschaber al-Bakr",?,?,66218
"Mars (Planet)",?,?,66184
"Afghanistan",?,?,66120
"Germany",?,?,66094
"Braveheart (Film)",?,?,66067
"Romina Power",?,?,66061
"Nordkorea",?,?,66049
"Die Herzogin",?,?,66028
"Ariana Grande",?,?,65950
"Scarlett Johansson",?,?,65927
"Französische Revolution",?,?,65868
"Shades of Grey",?,?,65812
"John Wayne Gacy",?,?,65807
"Fechten",?,?,65791
"Tesla Motors",?,?,65789
"Miranda Leonhardt",?,?,65766
"Rumänien",?,?,65646
"Afrika",?,?,65629
"BMW",?,?,65611
"Edelkastanie",?,?,65540
"Kanarische Inseln",?,?,65538
"Kölner Dom",?,?,65521
"Heiliges Römisches Reich",?,?,65517
"Hawaii",?,?,65362
"H- und P-Sätze",?,?,65328
"Liste der Staaten der Erde",?,?,65222
"Twenty One Pilots",?,?,65202
"Çamsulvara Çamsulvarayev",?,?,65188
"Cristiano Ronaldo",?,?,65170
"Luke Mockridge",?,?,65156
"Osteopathie (Alternativmedizin)",?,?,65141
"Zypern",?,?,65122
"Kontinent",?,?,64780
"Christoph Kolumbus",?,?,64738
"Hessen",?,?,64733
"Gesetzliche Feiertage in Deutschland",?,?,64716
"X-Men: Apocalypse",?,?,64703
"Elon Musk",?,?,64682
"Gotham (Fernsehserie)",?,?,64665
"Liechtenstein",?,?,64649
"Quentin Tarantino",?,?,64582
"Dwayne Johnson",?,?,64543
"Pablo Picasso",?,?,64539
"Frauke Petry",?,?,64479
"Nero",?,?,64470
"Sinus und Kosinus",?,?,64430
"Jesiden",?,?,64351
"Batman",?,?,64271
"Steffen Henssler",?,?,64221
"Liste der Tatort-Folgen",?,?,64219
"Zodiac – Die Spur des Killers",?,?,64203
"Stuttgart",?,?,64050
"Sowjetunion",?,?,63963
"Dieter Bohlen",?,?,63924
"Weimarer Republik",?,?,63623
"Deutsche Nationalhymne",?,?,63616
"PlayStation 4",?,?,63616
"Flügelnuss (Botanik)",?,?,63598
"Pegida",?,?,63549
"Robert De Niro",?,?,63350
"Rag ’n’ Bone Man",?,?,63334
"Liste der Disney-Filme",?,?,63318
"Deutsches Kaiserreich",?,?,62995
"Body-Mass-Index",?,?,62986
"The Magicians",?,?,62808
"Sherlock (Fernsehserie)",?,?,62777
"Scharlach",?,?,62773
"Kosovo",?,?,62626
"Georg Danzer",?,?,62511
"Julian Assange",?,?,62498
"Schottland",?,?,62497
"Instagram",?,?,62394
"Liste von Apfelsorten",?,?,62375
"Rom",?,?,62311
"Litauen",?,?,62299
"Masturbation",?,?,62203
"Lady Gaga",?,?,62173
"Mel Gibson",?,?,62126
"Raspberry Pi",?,?,62099
"Reinhard Häfner",?,?,62087
"Monica Lierhaus",?,?,62056
"Tinder",?,?,62050
"Felicity Jones",?,?,62010
"Eiffelturm",?,?,61785
"Johnny Cash",?,?,61776
"San Marino",?,?,61764
"Fellatio",?,?,61757
"Karl der Große",?,?,61702
"The Beatles",?,?,61691
"Down-Syndrom",?,?,61637
"Lotte (Westfalen)",?,?,61601
"Portugal",?,?,61459
"Android (Betriebssystem)",?,?,61326
"Köln 50667",?,?,61215
"John Lennon",?,?,61197
"Mark Wahlberg",?,?,61178
"Matthias Schweighöfer",?,?,61164
"Liste der Nobelpreisträger für Literatur",?,?,61035
"Jochen Schweizer (Unternehmer)",?,?,60998
"Paris",?,?,60964
"Myanmar",?,?,60934
"Werner Lämmerhirt",?,?,60910
"Kokain",?,?,60856
"Doctor Who",?,?,60832
"Morbus Crohn",?,?,60826
"Syphilis",?,?,60812
"The Dark Knight",?,?,60756
"Transatlantisches Freihandelsabkommen",?,?,60748
"Bundesstaat der Vereinigten Staaten",?,?,60718
"Liste von Pornodarstellerinnen",?,?,60655
"Fargo (Fernsehserie)",?,?,60555
"Apple",?,?,60429
"Erde",?,?,60389
"Lucifer (Fernsehserie)",?,?,60243
"Bruttoinlandsprodukt",?,?,60208
"Zehn Gebote",?,?,60059
"Susan Sarandon",?,?,59926
"Marokko",?,?,59926
"Bundeswehr",?,?,59852
"Standardabweichung",?,?,59741
"Maine-Coon-Katze",?,?,59617
"Islam",?,?,59573
"Kolumbien",?,?,59494
"Dunning-Kruger-Effekt",?,?,59458
"Martin Schulz",?,?,59454
"Griechenland",?,?,59362
"SAP",?,?,59355
"Scrum",?,?,59308
"Tom Cruise",?,?,59288
"Sri Lanka",?,?,59229
"Sachsen",?,?,59224
"Hochzeitstag",?,?,59101
"Bridget Jones’ Baby",?,?,59094
"Watchmen – Die Wächter",?,?,59052
"Prag",?,?,59022
"Norman Reedus",?,?,59018
"Pfeiffer-Drüsenfieber",?,?,59010
"Eva Green",?,?,58859
"Mallorca",?,?,58856
"Hongkong",?,?,58791
"Alexithymie",?,?,58772
"Paul Panzer (Komiker)",?,?,58720
"Albanien",?,?,58702
"Südafrika",?,?,58661
"Mikasa (Prinz)",?,?,58637
"Bruce Lee",?,?,58584
"VW Golf VII",?,?,58579
"Sansibar",?,?,58572
"Emma Stone",?,?,58447
"Eichhörnchen",?,?,58401
"Sarah Joelle Jahnel",?,?,58357
"Ibuprofen",?,?,58305
"Fibonacci-Folge",?,?,58289
"Kuba",?,?,58280
"Aleppo",?,?,58225
"Jan Frodeno",?,?,58207
"Julie Engelbrecht",?,?,58168
"Harry Potter und die Kammer des Schreckens (Film)",?,?,58168
"Carlo Ancelotti",?,?,58149
"Mexiko",?,?,58081
"Tim Wiese",?,?,58079
"Parkinson-Krankheit",?,?,58053
"Römisches Reich",?,?,58009
"Amphetamin",?,?,58002
"Freimaurerei",?,?,57987
"Formel-1-Weltmeisterschaft 2016",?,?,57974
"Blutgruppe",?,?,57897
"Klitoris",?,?,57744
"Goldener Schnitt",?,?,57670
"Faust. Eine Tragödie.",?,?,57646
"Newton (Einheit)",?,?,57571
"Reformation",?,?,57567
"Rheinland-Pfalz",?,?,57474
"Madeira",?,?,57461
"Finnland",?,?,57452
"Figuren im Lied von Eis und Feuer",?,?,57415
"Quantico (Fernsehserie)",?,?,57147
"Mercedes-Benz Baureihe 204",?,?,57129
"Dexter (Fernsehserie)",?,?,56972
"Volkswagen AG",?,?,56960
"Kasachstan",?,?,56950
"Venedig",?,?,56907
"Lufthansa",?,?,56906
"Natalie Portman",?,?,56899
"Thanksgiving",?,?,56888
"Biene Maja",?,?,56796
"Montenegro",?,?,56792
"Fack ju Göhte 2",?,?,56770
"Herpes Zoster",?,?,56743
"Alarm für Cobra 11 – Die Autobahnpolizei",?,?,56717
"Oktoberfest",?,?,56685
"Deutsche Wiedervereinigung",?,?,56681
"Bruce Willis",?,?,56664
"Jake Gyllenhaal",?,?,56645
"Pierce Brosnan",?,?,56607
"YouPorn",?,?,56586
"Indonesien",?,?,56488
"Borussia Dortmund",?,?,56483
"Euro",?,?,56439
"Mount Everest",?,?,56433
"LP (Sängerin)",?,?,56378
"Wolke Hegenbarth",?,?,56353
"Halloween (Filmreihe)",?,?,56298
"Formel 1",?,?,56243
"Sprung in die Freiheit",?,?,56221
"Göttliche Komödie",?,?,56201
"Eisenbahnfriedhof Uyuni",?,?,56180
"Mossul",?,?,56150
"Ausweisnummer",?,?,56025
"Teneriffa",?,?,56008
"Mordfall Meredith Kercher",?,?,55924
"Simone Thomalla",?,?,55918
"VW Tiguan",?,?,55916
"Jennifer Aniston",?,?,55815
"Vera F. Birkenbihl",?,?,55750
"Freiburg im Breisgau",?,?,55674
"Sonnensystem",?,?,55619
"Stephen King",?,?,55559
"Queensberry (Band)",?,?,55401
"Black Book (Film)",?,?,55394
"Marvel’s Jessica Jones",?,?,55382
"Mount Rushmore National Memorial",?,?,55308
"Star Trek Beyond",?,?,55268
"Fibromyalgie",?,?,55261
"Elisabeth von Österreich-Ungarn",?,?,55177
"Sean Connery",?,?,55156
"Sylvester Stallone",?,?,55131
"Zac Efron",?,?,55108
"Ruth Moschner",?,?,55071
"Mond",?,?,55052
"Brasilien",?,?,55040
"Liste der Flugzeugträger",?,?,54999
"Leonardo da Vinci",?,?,54887
"Bud Spencer",?,?,54839
"Thüringen",?,?,54782
"Hannover",?,?,54715
"Düsseldorf",?,?,54681
"Cro (Rapper)",?,?,54664
"Quitte",?,?,54634
"Deutsche Sprache",?,?,54613
"Christoph Waltz",?,?,54600
"Weltbevölkerung",?,?,54570
"Hämorrhoiden",?,?,54507
"Charlie Sheen",?,?,54459
"Girl on the Train (Roman)",?,?,54452
"Buddhismus",?,?,54428
"Weibliche Ejakulation",?,?,54392
"Methamphetamin",?,?,54307
"Harambe (Gorilla)",?,?,54241
"Ludwig van Beethoven",?,?,54203
"Topinambur",?,?,54198
"Super Bowl LI",?,?,54171
"BMW E46",?,?,54165
"Gold",?,?,54161
"Jennifer Lawrence",?,?,54146
"Sturm der Liebe",?,?,54106
"Schloss Neuschwanstein",?,?,54104
"Modern Family",?,?,54063
"Ivanka Trump",?,?,54035
"Annemarie Carpendale",?,?,54001
"Philippinen",?,?,53930
"Dave Franco",?,?,53921
"Kaley Cuoco",?,?,53913
"Sido",?,?,53806
"Nürnberg",?,?,53752
"Til Schweiger",?,?,53737
"Harry Potter und der Gefangene von Askaban (Film)",?,?,53708
"Penis des Menschen",?,?,53701
"Katharina Wackernagel",?,?,53673
"Airbus-A320-Familie",?,?,53664
"Dubai",?,?,53637
"Lily Collins",?,?,53546
"Robbie Williams",?,?,53540
"Silicon Valley",?,?,53539
"The Middle",?,?,53509
"Ludwig XIV.",?,?,53486
"UEFA Champions League",?,?,53412
"Karin Hanczewski",?,?,53408
"Eisbär",?,?,53382
"Deutsche Fußballnationalmannschaft",?,?,53371
"Penis",?,?,53285
"Hitler-Tagebücher",?,?,53262
"Liste in Deutschland vorhandener Dampflokomotiven",?,?,53186
"Magnetresonanztomographie",?,?,53167
"FARC-EP",?,?,53132
"Amazon.com",?,?,53087
"Matt Damon",?,?,53022
"Sahra Wagenknecht",?,?,53015
"Hella von Sinnen",?,?,52959
"John F. Kennedy",?,?,52872
"Büchsenmacher Rosl",?,?,52821
"Kommissar Beck – Die neuen Fälle",?,?,52817
"Barcelona",?,?,52771
"Otto von Bismarck",?,?,52669
"Depeche Mode",?,?,52643
"Harry Potter and the Cursed Child",?,?,52642
"Gzuz",?,?,52634
"Serbien",?,?,52458
"Diabetes mellitus",?,?,52449
"Rammstein",?,?,52436
"Ägypten",?,?,52372
"HTTP-Statuscode",?,?,52362
"The Walking Dead (Fernsehserie)/Staffel 5",?,?,52295
"Der seltsame Fall des Benjamin Button",?,?,52274
"Mannheim",?,?,52216
"Bitcoin",?,?,52213
"Emilia Clarke",?,?,52204
"WTA Championships 2016",?,?,52196
"Charles Brauer",?,?,52154
"Vietnam",?,?,52097
"Der Räuber Hotzenplotz",?,?,52073
"Donau",?,?,52044
"Emily Blunt",?,?,52006
"Sirikit",?,?,51996
"How I Met Your Mother",?,?,51987
"AC/DC",?,?,51972
"Virtual Private Network",?,?,51929
"Lichtgeschwindigkeit",?,?,51880
"Maddie Ziegler",?,?,51777
"Bremen",?,?,51763
"Augsburg",?,?,51761
"G.I. Joe – Geheimauftrag Cobra",?,?,51699
"WhatsApp",?,?,51692
"Marilyn Monroe",?,?,51621
"Brandenburger Tor",?,?,51558
"Jackie Chan",?,?,51516
"Iris Berben",?,?,51507
"Dame, König, As, Spion (2011)",?,?,51498
"Grönland",?,?,51498
"Zustellanweisung",?,?,51448
"Sam Heughan",?,?,51443
"Tim Bendzko",?,?,51417
"Vergleichszeichen",?,?,51391
"Kalter Krieg",?,?,51359
"Liebling Kreuzberg",?,?,51316
"Grill den Henssler",?,?,51268
"Karl Marx",?,?,51266
"Veronica Ferres",?,?,51265
"Mensch",?,?,51265
"Ben Affleck",?,?,51262
"Körpertemperatur",?,?,51253
"Clueso",?,?,51215
"Deutsch",?,?,51173
"White Pearl",?,?,51127
"Nobelpreis für Literatur",?,?,51098
"Hokkaidokürbis",?,?,51093
"Leopard 2",?,?,51068
"Hermann Göring",?,?,51048
"Johnny & Jones",?,?,51039
"Los Angeles",?,?,50938
"England",?,?,50930
"Winona Ryder",?,?,50920
"Birken",?,?,50803
"Kartoffel",?,?,50800
"Zeugen Jehovas",?,?,50799
"Martina Gedeck",?,?,50760
"Heidelberg",?,?,50644
"Hektar",?,?,50644
"James Franco",?,?,50638
"Sardinien",?,?,50627
"Industrie 4.0",?,?,50592
"Schleswig-Holstein",?,?,50589
"Todsünde",?,?,50553
"Hashimoto-Thyreoiditis",?,?,50552
"Diwali",?,?,50518
"Tesla Model S",?,?,50485
"Hauskatze",?,?,50435
"Audi",?,?,50387
"Fluch der Karibik",?,?,50384
"Joule",?,?,50365
"Dr. House",?,?,50356
"IPhone",?,?,50354
"Liste von Android-Versionen",?,?,50272
"Nürnberger Prozess gegen die Hauptkriegsverbrecher",?,?,50225
"Netflix",?,?,50207
"Freddie Mercury",?,?,50097
"The Green Mile (Film)",?,?,50050
"Faber, Bönisch, Dalay und Kossik",?,?,50025
"Cholera",?,?,50023
"The Kelly Family",?,?,49963
"Ralph Fiennes",?,?,49939
"Edeka",?,?,49924
"Walter Schmidt (Journalist)",?,?,49796
"RAID",?,?,49792
"James Bond 007 – Goldeneye",?,?,49772
"Brandenburg",?,?,49768
"Wolf",?,?,49733
"Dominikanische Republik",?,?,49730
"Selena Gomez",?,?,49668
"Whisky",?,?,49663
"Kevin Costner",?,?,49658
"The 100",?,?,49644
