Page,Edits,Editors,Views
"Bradley Cooper",4,4,162586
"Periodensystem",4,3,161987
"Österreich",27,24,161914
"Dinner for One",5,5,161215
"Romy Schneider",20,16,158498
"Weihnachtsbaum",22,11,158226
"Zweiter Weltkrieg",41,13,156745
"Two and a Half Men",9,9,155647
"Marvel’s Jessica Jones",22,14,154889
"Angela Merkel",69,38,152497
"Amazon.com",0,0,151565
"Seitenkrankheit",2,2,148677
"American Horror Story",9,7,147762
"Man of Steel (Film)",9,7,146171
"Johnny Depp",0,0,145762
"High Dynamic Range Image",0,0,145254
"Facebook",3,3,144941
"Die Rückkehr der Jedi-Ritter",12,12,143885
"Figuren in Tolkiens Welt",4,4,142777
"Google",5,4,141914
"Jennifer Lawrence",14,11,141647
"Sons of Anarchy",3,3,141488
"Lionel Messi",12,5,141020
"Figuren aus dem Marvel-Universum",36,17,139940
"Pacific Rim",14,9,138894
"Oskar Schindler",4,3,138429
"Mr. Robot (Fernsehserie)",21,14,138045
"Der Hobbit: Smaugs Einöde",5,5,137434
"Marcus Tullius Cicero",9,5,137424
"Schindlers Liste",1,1,136767
"Tim Oliver Schultz",20,12,135544
"Erster Weltkrieg",18,10,135393
"UN-Klimakonferenz in Paris 2015",?,?,135350
"Das finstere Tal",?,?,135203
"Die fantastische Welt von Oz",?,?,135067
"Stille Nacht, heilige Nacht",?,?,134311
"Mark Zuckerberg",?,?,133797
"Chanukka",?,?,132883
"Panavia Tornado",?,?,132602
"Bud Spencer",?,?,131831
"Sarah Connor",?,?,131763
"Movie 43",?,?,131678
"Burj Khalifa",?,?,131295
"Breaking Bad",?,?,130473
"Weihnachten weltweit",?,?,129972
"Liste erfolgreicher Filme",?,?,129931
"John Boyega",?,?,129810
"Heilige Drei Könige",?,?,129319
"NATO",?,?,128745
"Scharlach",?,?,128550
"Kurt Masur",?,?,128428
"Mitgliedstaaten der Europäischen Union",?,?,128337
"Frankreich",?,?,126772
"YouTube",?,?,126732
"Sex",?,?,126270
"Leonardo DiCaprio",?,?,126265
"Oscar Isaac",?,?,124970
"Asperger-Syndrom",?,?,123758
"Grey’s Anatomy",?,?,122983
"The Fall – Tod in Belfast",?,?,122229
"Advent",?,?,122141
"Quentin Tarantino",?,?,121617
"Beate Zschäpe",?,?,121605
"Türkei",?,?,120406
"New York City",?,?,120261
"Liste der Kfz-Kennzeichen in Deutschland",?,?,120160
"Pfeiffer-Drüsenfieber",?,?,119536
"Elisabeth von Österreich-Ungarn",?,?,119061
"Die Tribute von Panem – Mockingjay Teil 2",?,?,118978
"Konfektionsgröße",?,?,118735
"The Walking Dead (Fernsehserie)/Episodenliste",?,?,118587
"Der Herr der Ringe: Die Gefährten (Film)",?,?,118132
"Woody Allen",?,?,117550
"Libuše Šafránková",?,?,117492
"Liam Neeson",?,?,117459
"Tatsächlich … Liebe",?,?,117321
"Supernatural",?,?,116716
"Wolfgang Amadeus Mozart",?,?,116514
"Syphilis",?,?,115785
"Hamburg",?,?,115718
"Scott Weiland",?,?,115567
"Verwandtschaftsbeziehung",?,?,115461
"Steve Jobs",?,?,115083
"Kaki",?,?,114653
"Bob Marley",?,?,114530
"Terence Hill",?,?,114204
"Elton (Moderator)",?,?,114146
"Europäische Union",?,?,113896
"Liste der Disney-Filme",?,?,113398
"Downton Abbey",?,?,112979
"Australien",?,?,112368
"Kollegah",?,?,112352
"Mila Kunis",?,?,111937
"Multiple Sklerose",?,?,110801
"Harry Potter",?,?,110646
"Kanada",?,?,110422
"J. J. Abrams",?,?,110060
"Dwayne Johnson",?,?,109761
"Dirty Dancing",?,?,109623
"Alec Guinness",?,?,109559
"Internet Movie Database",?,?,108586
"Amyotrophe Lateralsklerose",?,?,107765
"Arnold Schwarzenegger",?,?,107268
"Saudi-Arabien",?,?,107167
"Rauhnacht",?,?,106924
"Das Imperium schlägt zurück",?,?,106825
"Faust. Eine Tragödie.",?,?,106593
"Jan Böhmermann",?,?,106365
"Silvester",?,?,106211
"Indien",?,?,106152
"Star Wars: Episode III – Die Rache der Sith",?,?,106045
"Vagina",?,?,105967
"Polen",?,?,105230
"A4-Format",?,?,104788
"Pretty Little Liars",?,?,104452
"Islam",?,?,104326
"Albert Einstein",?,?,103613
"Andy Serkis",?,?,103572
"Justin Bieber",?,?,103306
"Andreas Bourani",?,?,103167
"Johnny Galecki",?,?,102547
"Ricky Schroder",?,?,101999
"Borderline-Persönlichkeitsstörung",?,?,101269
"Nürnberg",?,?,101104
"Bernsteinzimmer",?,?,100920
"Bipolare Störung",?,?,100644
"Volksrepublik China",?,?,100421
"Feuerzangenbowle",?,?,100163
"Elisabeth II.",?,?,99932
"Sylvester Stallone",?,?,99880
"Klaas Heufer-Umlauf",?,?,99483
"Braveheart (Film)",?,?,99421
"München",?,?,99250
"Julia Roberts",?,?,98988
"Macau",?,?,98421
"Europa",?,?,98419
"Italien",?,?,97996
"Schizophrenie",?,?,97996
"Til Schweiger",?,?,97777
"The Hateful Eight",?,?,97729
"Star Wars: Episode II – Angriff der Klonkrieger",?,?,97715
"Margaret Thatcher",?,?,97633
"Tuberkulose",?,?,97515
"Suits (Fernsehserie)",?,?,97258
"Stephen Hawking",?,?,97180
"Liste der Großstädte in Deutschland",?,?,97058
"Der Nussknacker",?,?,96791
"FC Bayern München",?,?,95994
"Liste der IPA-Zeichen",?,?,95877
"Ayahuasca",?,?,95806
"Der Medicus",?,?,95656
"Christoph Waltz",?,?,95523
"Der Hobbit: Die Schlacht der Fünf Heere",?,?,95088
"Neuseeland",?,?,94909
"Vereinigtes Königreich",?,?,94765
"Natalie Portman",?,?,94755
"Johann Wolfgang von Goethe",?,?,94735
"Israel",?,?,94569
"Die Tribute von Panem – Mockingjay Teil 1",?,?,94364
"George Lucas",?,?,94334
"Bundeskanzler (Deutschland)",?,?,94253
"House of Cards (Fernsehserie)",?,?,94158
"Homeland (Fernsehserie)",?,?,94138
"Vietnamkrieg",?,?,94009
"Die Eiskönigin – Völlig unverfroren",?,?,93992
"Hämorrhoiden",?,?,93866
"Autismus",?,?,93807
"John Lennon",?,?,93803
"White House Down",?,?,93733
"Weltwunder",?,?,93685
"Raclette",?,?,93143
"Island",?,?,93123
"Alexandra Park",?,?,93094
"Tom Hardy",?,?,93090
"Jennifer Grey",?,?,93087
"Snow White and the Huntsman",?,?,92900
"Doctor Who",?,?,92700
"Chris Hemsworth",?,?,92650
"Afghanistan",?,?,92458
"Helmut Schmidt",?,?,92342
"Geschlechtsverkehr",?,?,92292
"Schweden",?,?,92284
"Pep Guardiola",?,?,92213
"Bayern",?,?,92128
"Köln",?,?,91978
"Joko Winterscheidt",?,?,91869
"Sido",?,?,91772
"Spanien",?,?,91662
"Iran",?,?,91619
"Keanu Reeves",?,?,91315
"Melanie Thornton",?,?,91120
"TV total",?,?,91114
"Wendelstein 7-X",?,?,91063
"Gwendoline Christie",?,?,91031
"Schlag den Raab",?,?,90826
"Vampire Diaries",?,?,89689
"Wien",?,?,89518
"Jessica Jones",?,?,89479
"Novak Đoković",?,?,89261
"Daniel Craig",?,?,89130
"Cro (Rapper)",?,?,89056
"Napoleon Bonaparte",?,?,89055
"Channing Tatum",?,?,88999
"Wladimir Wladimirowitsch Putin",?,?,88924
"Nikolaus",?,?,88840
"ICE 4",?,?,88760
"Japan",?,?,88750
"London",?,?,88709
"Jurassic Park",?,?,88607
"Peter Maffay",?,?,88525
"Frankfurt am Main",?,?,88008
"Die Peanuts",?,?,87990
"Der Herr der Ringe",?,?,87801
"Navy CIS",?,?,87549
"Die Chroniken von Narnia",?,?,87375
"Kaley Cuoco",?,?,87290
"AnnenMayKantereit",?,?,87211
"Jana Pallaske",?,?,87078
"Christkind",?,?,87018
"Star Trek",?,?,86535
"Max von Sydow",?,?,86147
"Christopher Lee",?,?,86071
"Niederlande",?,?,85853
"Alternative für Deutschland",?,?,85672
"Sophia Thomalla",?,?,85535
"Elyas M’Barek",?,?,85470
"Whisky",?,?,85210
"Martin Luther",?,?,85157
"Eminem",?,?,85113
"Depression",?,?,85053
"Ein Herz und eine Seele",?,?,85050
"Berlin – Tag & Nacht",?,?,84778
"Hendrikje Fitz",?,?,84666
"Michael Jackson",?,?,84638
"Zumwalt-Klasse",?,?,84599
"Katarina Witt",?,?,84586
"Kim Kardashian",?,?,84563
"Liste der Darsteller und Figuren der Lindenstraße",?,?,84380
"Die Feuerzangenbowle (1944)",?,?,84136
"PlayStation 4",?,?,84131
"Walt Disney",?,?,84096
"Bürgerkrieg in Syrien",?,?,84059
"Dexter (Fernsehserie)",?,?,83785
"Prison Break",?,?,83721
"Malta",?,?,83561
"Charlie Sheen",?,?,83484
"Interstellar",?,?,82987
"Chemtrail",?,?,82912
"Boxing Day",?,?,82867
"Édith Piaf",?,?,82830
"Maine-Coon-Katze",?,?,82773
"Udo Jürgens",?,?,82649
"Barack Obama",?,?,82584
"Wer wird Millionär?",?,?,82400
"David Garrett",?,?,82330
"Riddick (2013)",?,?,82264
"Marine Le Pen",?,?,82198
"Emma Stone",?,?,81975
"Norwegen",?,?,81751
"Vikings (Fernsehserie)",?,?,81355
"Pest",?,?,81303
"Euro",?,?,81078
"Bundeswehr",?,?,80952
"Singapur",?,?,80863
"Jesus von Nazaret",?,?,80847
"Empathie",?,?,80824
"Ingrid van Bergen",?,?,80488
"Harry Potter (Filmreihe)",?,?,80443
"Bruce Lee",?,?,80308
"WhatsApp",?,?,80166
"Tatort (Fernsehreihe)",?,?,79929
"BDSM",?,?,79834
"Barbarazweig",?,?,79771
"Tom Hanks",?,?,79759
"Krätze",?,?,79474
"Liste der Präsidenten der Vereinigten Staaten",?,?,79348
"Bundespräsident (Deutschland)",?,?,79099
"Dark Shadows (2012)",?,?,79075
"Silbermond",?,?,78978
"Vereinte Nationen",?,?,78837
"Oval Office",?,?,78706
"Avengers: Age of Ultron",?,?,78620
"Raspberry Pi",?,?,78615
"Nordrhein-Westfalen",?,?,78304
"Keira Knightley",?,?,78190
"Coldplay",?,?,78132
"Knecht Ruprecht",?,?,78087
"Wladimir Klitschko",?,?,77966
"UEFA Europa League 2015/16",?,?,77653
"Florian Silbereisen",?,?,77648
"Andrea Bocelli",?,?,77598
"Bitcoin",?,?,77581
"Universal Serial Bus",?,?,77578
"USS Zumwalt (DDG-1000)",?,?,77486
"Sibel Kekilli",?,?,77469
"Nora Tschirner",?,?,77430
"Liste der nach Punkten erfolgreichsten NBA-Spieler",?,?,77380
"Philip Seymour Hoffman",?,?,77357
"Teen Wolf (Fernsehserie)",?,?,77334
"Hayden Christensen",?,?,77269
"Vulva",?,?,77183
"Bridge of Spies – Der Unterhändler",?,?,77085
"Hape Kerkeling",?,?,77054
"Brad Pitt",?,?,77050
"Fluch der Karibik",?,?,77044
"Tina Turner",?,?,76966
"Klaus Kinski",?,?,76941
"Jakobsweg",?,?,76788
"Liam Hemsworth",?,?,76543
"Mutter Teresa",?,?,76476
"Honig im Kopf",?,?,76378
"Berliner Mauer",?,?,76236
"Günther Jauch",?,?,75898
"UEFA Champions League",?,?,75519
"Lena Meyer-Landrut",?,?,75500
"Michael Schumacher",?,?,75489
"The Voice of Germany",?,?,75440
"Body-Mass-Index",?,?,75409
"Das Orakel vom Berge",?,?,75154
"The Mentalist",?,?,75131
"Minimundus Bodensee",?,?,75127
"2 Broke Girls",?,?,75090
"Der Herr der Ringe: Die Rückkehr des Königs (Film)",?,?,75061
"Chevy Chase",?,?,74908
"Liste der Staaten der Erde",?,?,74848
"Nikola Tesla",?,?,74844
"Henry Cavill",?,?,74733
"The 100",?,?,74681
"Elvis Presley",?,?,74631
"Domhnall Gleeson",?,?,74432
"Will Smith",?,?,74381
"Heinrich VIII. (England)",?,?,74347
"Luise Befort",?,?,74334
"Peter Mayhew",?,?,74206
"Rammstein",?,?,74146
"Sezessionskrieg",?,?,73962
"Mauritius",?,?,73948
"Kevin – Allein in New York",?,?,73916
"Jeannine Michaelsen",?,?,73719
"Baden-Württemberg",?,?,73709
"Der Zauberer von Oz",?,?,73641
"Xavier Naidoo",?,?,73580
"Irland",?,?,73465
"Adventskranz",?,?,73427
"Darts",?,?,73406
"Alligatoah",?,?,73361
"Michael Fassbender",?,?,73160
"Snitch – Ein riskanter Deal",?,?,73090
"Minions",?,?,73017
"The Big Bang Theory/Episodenliste",?,?,73000
"William Wallace",?,?,72941
"Mohammed",?,?,72818
"Ethanol",?,?,72787
"Lupita Nyong’o",?,?,72761
"Königreich der Himmel",?,?,72756
"Bones – Die Knochenjägerin",?,?,72638
"Parkinson-Krankheit",?,?,72625
"Kuba",?,?,72497
"Köln 50667",?,?,72482
"Liste von Pornodarstellerinnen",?,?,72411
"Eritrea",?,?,72380
"Mary Poppins (Film)",?,?,72342
"Fifty Shades of Grey (Film)",?,?,72078
"Liste der Länder Europas",?,?,71831
"Narzissmus",?,?,71786
"Carsten Maschmeyer",?,?,71674
"Narcos",?,?,71612
"The Beatles",?,?,71611
"Liste der Millionenstädte",?,?,71451
"Masturbation",?,?,71429
"Münster (Westfalen)",?,?,71301
"Jason Statham",?,?,71299
"Fibromyalgie",?,?,71164
"Richard Gere",?,?,71025
"Carolin Kebekus",?,?,71004
"Robert Geiss",?,?,70745
"Dänemark",?,?,70712
"Dirk Nowitzki",?,?,70642
"Marvel Cinematic Universe",?,?,70641
"Brasilien",?,?,70614
"Martin Shkreli",?,?,70582
"Cristiano Ronaldo",?,?,70567
"Präsidentschaftswahl in den Vereinigten Staaten 2016",?,?,70565
"Todsünde",?,?,70457
"Liste der Tatort-Folgen",?,?,70266
"Griechisches Alphabet",?,?,70255
"Land (Deutschland)",?,?,70192
"Mount Everest",?,?,70128
"Ist das Leben nicht schön?",?,?,69828
"Sherlock (Fernsehserie)",?,?,69765
"Hangover 3",?,?,69681
"Anonymous (Kollektiv)",?,?,69664
"Herpes Zoster",?,?,69632
"Jesiden",?,?,69607
"Selena Gomez",?,?,69565
"Rothschild",?,?,69480
"Paul Walker",?,?,69456
"Troja (Film)",?,?,69364
"Die Tribute von Panem – The Hunger Games",?,?,69311
"Erde",?,?,69307
"Shades of Grey",?,?,69219
"Matthias Schweighöfer",?,?,69177
"Android (Betriebssystem)",?,?,69143
"Das Traumschiff",?,?,69115
"Inglourious Basterds",?,?,68936
"Minecraft",?,?,68878
"Paris",?,?,68810
"James Franco",?,?,68799
"Nicolas Cage",?,?,68733
"Nuklearkatastrophe von Tschernobyl",?,?,68731
"Frauke Petry",?,?,68597
"Cate Blanchett",?,?,68587
"El Niño",?,?,68463
"Der kleine Lord",?,?,68440
"Der Hobbit: Eine unerwartete Reise",?,?,68408
"Buddhismus",?,?,68369
"Malediven",?,?,68330
"Instagram",?,?,68293
"Angelina Jolie",?,?,68285
"The Revenant – Der Rückkehrer",?,?,68189
"Dresden",?,?,68160
"Lost (Fernsehserie)",?,?,68149
"Dubai",?,?,68141
"Orlando Bloom",?,?,68081
"Curd Jürgens",?,?,68064
"Troja",?,?,68052
"Palina Rojinski",?,?,67991
"Arrow (Fernsehserie)",?,?,67960
"Belgien",?,?,67829
"Orange Is the New Black",?,?,67770
"Sowjetunion",?,?,67713
"Dienstgrade der Bundeswehr",?,?,67700
"Eva Green",?,?,67682
"Gossip Girl",?,?,67649
"Liste von Weihnachtsfilmen",?,?,67610
"American Football",?,?,67546
"Diabetes mellitus",?,?,67497
"Osmanisches Reich",?,?,67453
"Eurofighter Typhoon",?,?,67434
"Kleiner Waffenschein",?,?,67324
"Rumänien",?,?,67221
"Bushido (Rapper)",?,?,67179
"Andrea Berg",?,?,67164
"Ian McKellen",?,?,67161
"Kasachstan",?,?,67109
"Tom Cruise",?,?,67019
"MDMA",?,?,67017
"Ich heirate eine Familie",?,?,66907
"William Moseley (Schauspieler)",?,?,66871
"Airbus A380",?,?,66812
"Tamme Hanken",?,?,66787
"Penis",?,?,66768
"Zehn Gebote",?,?,66736
"Krampus (2015)",?,?,66703
"Elon Musk",?,?,66677
"Ben Kingsley",?,?,66634
"Sieben (Film)",?,?,66623
"Finnland",?,?,66589
"Wilhelm II. (Deutsches Reich)",?,?,66543
"Eddie Murphy",?,?,66532
"Bertolt Brecht",?,?,66529
"Nationalsozialistischer Untergrund",?,?,66526
"Francis Drake",?,?,66476
"Ant-Man (Film)",?,?,66474
"Blutgruppe",?,?,66452
"Rolf Bossi",?,?,66423
"Terroranschläge am 11. September 2001",?,?,66410
"Zeugen Jehovas",?,?,66405
"Cast Away – Verschollen",?,?,66399
"Björn Höcke",?,?,66387
"Jurassic World",?,?,66337
"Johnny Cash",?,?,66332
"RMS Titanic",?,?,66332
"Lupus erythematodes",?,?,66323
"AIDS",?,?,66282
"Getränk",?,?,66268
"Cosma Shiva Hagen",?,?,66201
"Fibrom",?,?,66175
"Primzahl",?,?,66172
"Vereinigte Arabische Emirate",?,?,66004
"Tschechien",?,?,65890
"Damian Hardung",?,?,65657
"Falco",?,?,65634
"Die Goonies",?,?,65614
"Atkinson-Kreisprozess",?,?,65553
"Kroatien",?,?,65446
"Zara Larsson",?,?,65439
"Anne Frank",?,?,65400
"UEFA Champions League 2015/16",?,?,65363
"Ariana Grande",?,?,65360
"How I Met Your Mother",?,?,65312
"Französische Revolution",?,?,65280
"Guru Josh",?,?,65251
"Ländervorwahlliste sortiert nach Nummern",?,?,65166
"Bruce Darnell",?,?,64921
"Evangeline Lilly",?,?,64840
"Scrubs – Die Anfänger",?,?,64809
"K.I.Z",?,?,64789
"Sansibar",?,?,64789
"Mord mit Aussicht",?,?,64784
"Gute Zeiten, schlechte Zeiten",?,?,64733
"Thailand",?,?,64620
"Vierschanzentournee 2015/16",?,?,64582
"Jamie Lee Curtis",?,?,64531
"Sandra Bullock",?,?,64514
"Mein Kampf",?,?,64513
"Krysten Ritter",?,?,64488
"Verhüllter Reichstag",?,?,64480
"Scarlett Johansson",?,?,64277
"Apple",?,?,64276
"Super Bowl 50",?,?,64245
"Eiffelturm",?,?,64211
"Julia Klöckner",?,?,64185
"Les Misérables (2012)",?,?,64156
"Halāl",?,?,64155
"Sinus und Kosinus",?,?,63976
"AC/DC",?,?,63920
"Rea Garvey",?,?,63875
"Amphetamin",?,?,63870
"Area 51",?,?,63835
"Römisches Reich",?,?,63711
"Abu Ali al-Anbari",?,?,63686
"Willy Brandt",?,?,63539
"Weimarer Republik",?,?,63468
"Pegida",?,?,63381
"YouPorn",?,?,63360
"Dreißigjähriger Krieg",?,?,63335
"Yvonne Catterfeld",?,?,63280
"Papierformat",?,?,63276
"Liste der 500 reichsten Deutschen",?,?,63269
"Appendizitis",?,?,63241
"Ewan McGregor",?,?,63231
"Person of the Year",?,?,63226
"Leipzig",?,?,63157
"Dieter Hallervorden",?,?,63059
"Hashimoto-Thyreoiditis",?,?,63036
"Down-Syndrom",?,?,62981
"Simon Pegg",?,?,62980
"Kosovo",?,?,62960
"Grönland",?,?,62900
"Namika",?,?,62863
"Johann Sebastian Bach",?,?,62845
"Charlize Theron",?,?,62804
"John Wick",?,?,62783
"Regionalwahlen in Frankreich 2015",?,?,62781
"England",?,?,62547
"Merritt Patterson",?,?,62522
"Tinder",?,?,62491
"Ludwig XIV.",?,?,62307
"Borussia Dortmund",?,?,62305
"Hildegard Knef",?,?,62303
"Diether Krebs",?,?,62279
"Terroranschläge am 13. November 2015 in Paris",?,?,62271
"Front National",?,?,62253
"Mond",?,?,62245
"Sri Lanka",?,?,62235
"Lindenstraße",?,?,62192
"Guten Rutsch",?,?,62155
"Django Unchained",?,?,62134
"Liste deutschsprachiger Weihnachtslieder",?,?,62127
"Lichtgeschwindigkeit",?,?,62095
"Robert De Niro",?,?,62070
"Pretty Woman",?,?,61989
"Freimaurerei",?,?,61934
"IPad",?,?,61847
"Schutzart",?,?,61667
"Schottland",?,?,61456
"Stuttgart",?,?,61383
"Batman v Superman: Dawn of Justice",?,?,61316
"Amon Göth",?,?,61299
"Gold",?,?,61298
"BMW",?,?,61298
"Klitoris",?,?,61239
"Heiliger Abend",?,?,61198
"Phil Taylor (Dartspieler)",?,?,61142
"Gicht",?,?,61062
"Madeira",?,?,61060
"A Christmas Carol",?,?,61046
"Morbus Crohn",?,?,61002
"Otto von Bismarck",?,?,61002
"Alf (Fernsehserie)",?,?,60970
"Marokko",?,?,60933
"Mexiko",?,?,60762
"Cookie",?,?,60733
"Michel aus Lönneberga",?,?,60699
"Jamie Dornan",?,?,60687
"BMW E90",?,?,60579
"Fear the Walking Dead",?,?,60579
"Hugh Grant",?,?,60523
"Jim Parsons",?,?,60520
"Südafrika",?,?,60442
"Abu Bakr al-Baghdadi",?,?,60440
"In aller Freundschaft",?,?,60398
"PDC World Darts Championship 2016",?,?,60345
"Marilyn Monroe",?,?,60332
"Kölner Dom",?,?,60323
"Sexualpraktik",?,?,60305
"Sunniten",?,?,60301
"Ägypten",?,?,60190
"Luxemburg",?,?,60140
"X-Men (Filmreihe)",?,?,60115
"Incoterms",?,?,60080
"Albanien",?,?,59984
"M (1931)",?,?,59954
"Gin",?,?,59772
"The Kelly Family",?,?,59750
"Vierschanzentournee",?,?,59716
"Kontinent",?,?,59645
"Biathlon-Weltcup 2015/16",?,?,59515
"Figuren im Lied von Eis und Feuer",?,?,59452
"Marion Maréchal-Le Pen",?,?,59452
"Vietnam",?,?,59392
"Volkswagen AG",?,?,59387
"Pomelo",?,?,59356
"Sonnensystem",?,?,59347
"Bundesrat (Schweiz)",?,?,59343
"Helge Schneider",?,?,59304
"Niedersachsen",?,?,59296
"Bundesstaat der Vereinigten Staaten",?,?,59136
"Ulrich Tukur",?,?,59115
"Wolf",?,?,59099
"Weltbevölkerung",?,?,59078
"Elizabeth Hurley",?,?,59074
"Topinambur",?,?,59068
"Baschar al-Assad",?,?,59056
"Rachel Weisz",?,?,59054
"Afrika",?,?,59025
"Kurden",?,?,59016
"Elisabeth I.",?,?,59003
"Methamphetamin",?,?,58992
"Myanmar",?,?,58933
"Taylor Swift",?,?,58850
"Rote Armee Fraktion",?,?,58764
"Newton (Einheit)",?,?,58750
"Leicester City",?,?,58726
"Salafismus",?,?,58706
"Deutsche Demokratische Republik",?,?,58675
"Guy Parmelin",?,?,58665
"Schengener Abkommen",?,?,58598
"Der Herr der Ringe: Die zwei Türme (Film)",?,?,58544
"Johann Friedrich Struensee",?,?,58412
"Freddie Mercury",?,?,58383
"The Wolf of Wall Street (2013)",?,?,58320
"Hongkong",?,?,58305
"Aufklärung",?,?,58215
"Istanbul",?,?,58088
"Fack ju Göhte",?,?,58048
"Heath Ledger",?,?,58010
"Absinth",?,?,57969
"Bill Murray",?,?,57944
"Adam Sandler",?,?,57907
"Kokain",?,?,57857
"Christoph Kolumbus",?,?,57801
"Leonardo da Vinci",?,?,57755
"Der Grinch",?,?,57753
"Los Angeles",?,?,57712
"Max von der Groeben",?,?,57701
"Andromeda-Milchstraßen-Kollision",?,?,57690
"Holocaust",?,?,57526
"Rachel McAdams",?,?,57523
"Ku-Klux-Klan",?,?,57456
"Mars (Planet)",?,?,57446
"Kieran Culkin",?,?,57403
"Goldener Schnitt",?,?,57183
"Irak",?,?,57159
"Sean Connery",?,?,57126
"True Detective",?,?,57097
"Griechenland",?,?,56958
"Bruttoinlandsprodukt",?,?,56928
"Hans Zimmer",?,?,56892
"Indonesien",?,?,56888
"Kirk Douglas",?,?,56886
"J. R. R. Tolkien",?,?,56829
"Hessen",?,?,56816
"Osteopathie (Alternativmedizin)",?,?,56767
"Herbert Grönemeyer",?,?,56749
"Freiheitsstatue",?,?,56742
"Hawaii",?,?,56723
"Assassin’s Creed",?,?,56701
"Judy Garland",?,?,56631
"Bill Mockridge",?,?,56594
"Jürgen Vogel",?,?,56588
"Samuel L. Jackson",?,?,56444
"Sky du Mont",?,?,56433
"Freikorps Epp",?,?,56345
"2015",?,?,56331
"Diane Kruger",?,?,56089
"Ryan Gosling",?,?,56076
"Philanthropie",?,?,56072
"Fuggerei",?,?,56025
"Kalter Krieg",?,?,55999
"Tyson Fury",?,?,55995
"Der kleine Prinz",?,?,55847
"Franziskus (Papst)",?,?,55804
"Orgasmus",?,?,55782
"Gaius Iulius Caesar",?,?,55750
"Jake Gyllenhaal",?,?,55692
"Agnostizismus",?,?,55667
"Emilia Clarke",?,?,55658
"Baltimore-Klasse",?,?,55640
"Jella Haase",?,?,55630
"John Candy",?,?,55563
"Ungarn",?,?,55538
"Stella Doufexis",?,?,55492
"Milla Jovovich",?,?,55490
"Rom",?,?,55393
"Sahra Wagenknecht",?,?,55363
"Nordkorea",?,?,55237
"Das Adlon. Eine Familiensaga",?,?,55215
"Kenny Baker (Schauspieler)",?,?,55194
"Bill Gates",?,?,55169
"Diese Drombuschs",?,?,55144
"Liste der größten Metropolregionen der Welt",?,?,55131
"Colin Firth",?,?,55066
"Portugal",?,?,55000
"Die Glücksritter (Film)",?,?,54958
"James Bond 007 – Stirb an einem anderen Tag",?,?,54905
"Deutsche Sprache",?,?,54848
"Bürger Lars Dietrich",?,?,54799
"Netflix",?,?,54796
"Liechtenstein",?,?,54750
"Rambo (Film)",?,?,54681
"Pluto",?,?,54636
"Reese Witherspoon",?,?,54631
"Charles Dickens",?,?,54583
"Karl der Große",?,?,54581
"Scientology",?,?,54538
"Heiliges Römisches Reich",?,?,54537
"Sonne",?,?,54513
"Mittelalter",?,?,54508
