Page,Edits,Editors,Views
"Totensonntag",?,?,95495
"Hayden Panettiere",?,?,95395
"Wien",?,?,95391
"Liste der Flugzeugträger",?,?,95196
"Novemberpogrome 1938",?,?,95134
"Neuseeland",?,?,95129
"Wolfgang Amadeus Mozart",?,?,94968
"Bruce Darnell",?,?,94605
"Scientology",?,?,94496
"Bushido (Rapper)",?,?,94315
"Stefan Raab",?,?,94048
"Bruce Lee",?,?,93917
"Bipolare Störung",?,?,93909
"Pretty Little Liars",?,?,93887
"Krampus",?,?,93598
"GSG 9 der Bundespolizei",?,?,93550
"Ralph Fiennes",?,?,92713
"Ruth Moschner",?,?,92660
"Rothschild",?,?,92568
"Ain (Arabischer Buchstabe)",?,?,92414
"Violetta (Fernsehserie)",?,?,91748
"Pierce Brosnan",?,?,91661
"Wirmer-Flagge",?,?,91620
"Eduardo Saverin",?,?,91418
"Denis Cuspert",?,?,90977
"Joko Winterscheidt",?,?,90830
"Scharia",?,?,90754
"Liste der Präsidenten der Vereinigten Staaten",?,?,90181
"Steffen Henssler",?,?,89835
"Hashtag",?,?,89816
"Katniss Everdeen",?,?,89809
"Die Tribute von Panem – Flammender Zorn",?,?,89623
"Sido",?,?,89291
"Dschihad",?,?,89146
"James Bond 007: Casino Royale",?,?,89118
"Homeland (Fernsehserie)",?,?,88945
"Verwandtschaftsbeziehung",?,?,88907
"House of Cards (Fernsehserie)",?,?,88830
"Frankfurt am Main",?,?,88653
"Kaley Cuoco",?,?,88584
"Depression",?,?,88531
"Nordrhein-Westfalen",?,?,88458
"Schengener Abkommen",?,?,88455
"Französische Revolution",?,?,88385
"Al-Qaida",?,?,88272
"Jan Böhmermann",?,?,88213
"Sinus und Kosinus",?,?,88120
"Allerheiligen",?,?,87865
"Interstellar",?,?,87797
"Empathie",?,?,87353
"Volkstrauertag",?,?,87324
"Frack",?,?,86994
"Gruppe der zwanzig wichtigsten Industrie- und Schwellenländer",?,?,86815
"Land (Deutschland)",?,?,86592
"Volkswagen AG",?,?,86555
"Hämorrhoiden",?,?,86534
"Homophobie",?,?,86391
"Singapur",?,?,86320
"Rammstein",?,?,86069
"Japan",?,?,85935
"FC Bayern München",?,?,85450
"Horst Keitel",?,?,85254
"Norwegen",?,?,85137
"Weimarer Republik",?,?,84924
"Darknet",?,?,84710
"Mount Everest",?,?,84682
"Eurofighter Typhoon",?,?,84588
"Bruttoinlandsprodukt",?,?,84367
"Faust. Eine Tragödie.",?,?,84286
"Justin Bieber",?,?,83887
"True Detective",?,?,83732
"Incoterms",?,?,83678
"Berlin – Tag & Nacht",?,?,83313
"Arsène Wenger",?,?,83257
"Griechisches Alphabet",?,?,83081
"Deutsche Fußballnationalmannschaft",?,?,83051
"Geschlechtsverkehr",?,?,82911
"The Social Network",?,?,82512
"X-Men: Zukunft ist Vergangenheit",?,?,82508
"Malta",?,?,82372
"Frauke Petry",?,?,82300
"Eurobanknoten",?,?,82192
"Abdelhamid Abaaoud",?,?,82033
"WhatsApp",?,?,81956
"The Man in the High Castle (Fernsehserie)",?,?,81659
"Figuren aus Star Wars",?,?,81618
"Haushund",?,?,81508
"Michael Jackson",?,?,81310
"Suits (Fernsehserie)",?,?,81233
"PlayStation 4",?,?,81211
"Universal Serial Bus",?,?,81017
"Sibel Kekilli",?,?,80771
"Arnold Schwarzenegger",?,?,80707
"The Wolf of Wall Street (2013)",?,?,80653
"Klaas Heufer-Umlauf",?,?,80635
"Weltwunder",?,?,80542
"Barack Obama",?,?,80496
"Abraham Lincoln",?,?,80384
"X-Men (Film)",?,?,80336
"Elisabeth II.",?,?,80308
"Dwayne Johnson",?,?,80271
"John Gotti",?,?,80022
"Vampire Diaries",?,?,79705
"The Cabin in the Woods",?,?,79698
"Sarah Connor",?,?,79554
"Eritrea",?,?,79494
"Lex Barker",?,?,79324
"Laurent Vidal",?,?,78971
"Morbus Crohn",?,?,78885
"Jacob Sisters",?,?,78880
"Jurassic World",?,?,78771
"Mohammed",?,?,78764
"Irak",?,?,78458
"Ursula von der Leyen",?,?,78245
"Liste der Disney-Filme",?,?,78188
"Christoph Kolumbus",?,?,77990
"Baden-Württemberg",?,?,77956
"Newton (Einheit)",?,?,77893
"Doctor Who",?,?,77768
"Franz Beckenbauer",?,?,77711
"Schuld und Sühne",?,?,77652
"Euro",?,?,77542
"Natalie Dormer",?,?,77508
"Nicholas Hoult",?,?,77494
"Bandscheibenvorfall",?,?,77226
"Michael Schumacher",?,?,77133
"Restorative Justice",?,?,77074
"Raspberry Pi",?,?,76920
"Ethanol",?,?,76788
"Amyotrophe Lateralsklerose",?,?,76547
"Nikolaus von Myra",?,?,76484
"Judi Dench",?,?,76455
"Ägypten",?,?,76414
"Sam Claflin",?,?,76307
"AnnenMayKantereit",?,?,76298
"Figuren der Harry-Potter-Romane",?,?,76273
"Fibromyalgie",?,?,76250
"Daniele Ganser",?,?,76215
"Liste der Staaten der Erde",?,?,76203
"H- und P-Sätze",?,?,76179
"Kroatien",?,?,76117
"Ariana Grande",?,?,76062
"Rumänien",?,?,76061
"HIV",?,?,75966
"Irland",?,?,75899
"Osmanisches Reich",?,?,75842
"How I Met Your Mother",?,?,75765
"Kosovo",?,?,75643
"Dave Batista",?,?,75598
"Donald Trump",?,?,75545
"Elyas M’Barek",?,?,75479
"Liste von Terroranschlägen",?,?,75440
"Prison Break",?,?,75365
"Woody Harrelson",?,?,75337
"Vietnamkrieg",?,?,75325
"Valéry Giscard d’Estaing",?,?,75066
"Brüssel",?,?,74907
"Kalter Krieg",?,?,74838
"Brad Pitt",?,?,74828
"Lemony Snicket – Rätselhafte Ereignisse",?,?,74787
"Till Lindemann",?,?,74697
"Luxemburg",?,?,74614
"House at the End of the Street",?,?,74564
"Münster (Westfalen)",?,?,74495
"Buddhismus",?,?,74479
"American Football",?,?,74398
"Vulva",?,?,74357
"Namika",?,?,74318
"Schutzart",?,?,74281
"11. November",?,?,74270
"Diabetes mellitus",?,?,74200
"Otto Waalkes",?,?,74164
"The Big Bang Theory/Episodenliste",?,?,74149
"Susanne Klatten",?,?,74082
"Brasilien",?,?,73986
"Smudo",?,?,73880
"Michael Clarke Duncan",?,?,73497
"Jason Statham",?,?,73494
"Cristiano Ronaldo",?,?,73282
"Wolverine: Weg des Kriegers",?,?,73205
"Tatort (Fernsehreihe)",?,?,73081
"Tom Hanks",?,?,73075
"Claudia Michelsen",?,?,72712
"Parkinson-Krankheit",?,?,72570
"Flagge der Vereinigten Staaten",?,?,72538
"Julia Klöckner",?,?,72321
"Eminem",?,?,72228
"Kollegah",?,?,72220
"Meret Becker",?,?,72163
"Gasometer Grasbrook",?,?,72031
"Die Bergretter",?,?,72004
"Montenegro",?,?,71884
"Er ist wieder da",?,?,71848
"Liste mathematischer Symbole",?,?,71792
"Standardabweichung",?,?,71744
"Die Fantastischen Vier",?,?,71647
"Ländervorwahlliste sortiert nach Nummern",?,?,71627
"The Fall – Tod in Belfast",?,?,71587
"Til Schweiger",?,?,71569
"Naomie Harris",?,?,71538
"Dexter (Fernsehserie)",?,?,71529
"Gerd Müller",?,?,71452
"The Green Mile (Film)",?,?,71351
"Marokko",?,?,71333
"Osteopathie (Alternativmedizin)",?,?,71321
"Sowjetunion",?,?,71214
"BDSM",?,?,71161
"9. November (Deutschland)",?,?,71043
"Dienstgrade der Bundeswehr",?,?,70934
"Hashimoto-Thyreoiditis",?,?,70857
"Body-Mass-Index",?,?,70819
"Holocaust",?,?,70803
"Non-Hodgkin-Lymphom",?,?,70746
"Pferdetreppe",?,?,70670
"Spectre",?,?,70645
"Schleierfahndung",?,?,70612
"Tupolew Tu-160",?,?,70579
"Deutsche Nationalhymne",?,?,70574
"Franz Josef Strauß",?,?,70508
"Kurden",?,?,70349
"Airbus A380",?,?,70348
"Lichtgeschwindigkeit",?,?,70318
"Charlie und die Schokoladenfabrik (2005)",?,?,70111
"Erde",?,?,70011
"Hawaii Five-0",?,?,69939
"Joyce Ilg",?,?,69899
"Allgemeine Relativitätstheorie",?,?,69750
"June und Jennifer Gibbons",?,?,69651
"YouPorn",?,?,69637
"Apple",?,?,69629
"Dänemark",?,?,69532
"The Impossible",?,?,69507
"Albanien",?,?,69488
"John F. Kennedy",?,?,69344
"Down-Syndrom",?,?,69176
"Narzissmus",?,?,69145
"Pierre Vogel",?,?,69039
"Tschechien",?,?,69035
"Deutsche Demokratische Republik",?,?,68922
"Eichhörnchen",?,?,68836
"Bitcoin",?,?,68814
"Alligatoah",?,?,68806
"Das finstere Tal",?,?,68720
"Terminator: Genisys",?,?,68703
"Altes Geld (Fernsehserie)",?,?,68634
"Afrika",?,?,68556
"Markus Rehm",?,?,68461
"Vereinigte Arabische Emirate",?,?,68418
"Dreißigjähriger Krieg",?,?,68387
"The Undertaker",?,?,68375
"RAID",?,?,68301
"Instagram",?,?,68297
"Otto von Bismarck",?,?,68292
"BMW",?,?,68212
"Donald Sutherland",?,?,68208
"Phil Taylor (Musiker)",?,?,68110
"Masturbation",?,?,67807
"Transatlantisches Freihandelsabkommen",?,?,67601
"Planet der Affen (2001)",?,?,67563
"Bertolt Brecht",?,?,67351
"Bangladesch",?,?,67275
"Arrow (Fernsehserie)",?,?,67243
"Boris Becker",?,?,67213
"Revenge (Fernsehserie)",?,?,67207
"Jena Malone",?,?,67097
"Geschwindigkeitsindex",?,?,67080
"Elvis Presley",?,?,67052
"Mexiko",?,?,66872
"Ben Whishaw",?,?,66823
"Leukämie",?,?,66765
"Römisches Reich",?,?,66736
"Blutgruppe",?,?,66724
"Freitag, der 13.",?,?,66673
"Twilight – Biss zum Morgengrauen",?,?,66603
"RMS Titanic",?,?,66591
"Ku-Klux-Klan",?,?,66513
"Dubai",?,?,66503
"Mark Wahlberg",?,?,66479
"Star Trek",?,?,66459
"Leonardo da Vinci",?,?,66414
"Primzahl",?,?,66389
"2 Broke Girls",?,?,66383
"Niedersachsen",?,?,66294
"Dresden",?,?,66285
"Madeira",?,?,66280
"Hepatitis C",?,?,66180
"Südafrika",?,?,66090
"Papierformat",?,?,66087
"Hannover",?,?,66053
"Joule",?,?,65994
"Liste von Pornodarstellerinnen",?,?,65980
"Gossip Girl",?,?,65957
"Osama bin Laden",?,?,65776
"Die Simpsons",?,?,65748
"Lungenembolie",?,?,65680
"Libanon",?,?,65652
"Kasachstan",?,?,65648
"UEFA Champions League",?,?,65512
"Gigi Hadid",?,?,65505
"Finnland",?,?,65473
"Lupus erythematodes",?,?,65403
"Penis",?,?,65268
"Edward Snowden",?,?,65051
"Kontinent",?,?,65012
"Takbīr",?,?,64919
"Lost (Fernsehserie)",?,?,64872
"Viskosität",?,?,64779
"Liste der Millionenstädte",?,?,64777
"Romy Schneider",?,?,64764
"Vikings (Fernsehserie)",?,?,64760
"Emilia Clarke",?,?,64754
"MDMA",?,?,64661
"Roger Moore",?,?,64661
"Weihnachten",?,?,64628
"Rachel Weisz",?,?,64566
"Liste der Tatort-Folgen",?,?,64545
"Deep Purple",?,?,64543
"Stuttgart",?,?,64474
"Indonesien",?,?,64463
"Magnetresonanztomographie",?,?,64357
"Amphetamin",?,?,64202
"Herpes Zoster",?,?,64191
"Kreuzzug",?,?,64177
"Lena Meyer-Landrut",?,?,64124
"Sean Parker",?,?,64104
"AIDS",?,?,63911
"Regensburg",?,?,63783
"Barock",?,?,63658
"Ludwig van Beethoven",?,?,63653
"Kuba",?,?,63446
"Woody Allen",?,?,63380
"Javier Bardem",?,?,63340
"Android (Betriebssystem)",?,?,63231
"Griechenland",?,?,63176
"Liste erfolgreicher Filme",?,?,63115
"Dassault Rafale",?,?,63082
"Tatort: Borowski und der stille Gast",?,?,63043
"K.I.Z",?,?,63030
"Illuminatenorden",?,?,62899
"Johnny Galecki",?,?,62747
"England",?,?,62714
"Emma Watson",?,?,62664
"Mauritius",?,?,62642
"Rom",?,?,62561
"Angelina Jolie",?,?,62494
"Drei Haselnüsse für Aschenbrödel",?,?,62482
"300 (Film)",?,?,62472
"Portugal",?,?,62462
"Wolf",?,?,62455
"Chronisch obstruktive Lungenerkrankung",?,?,62388
"Sons of Anarchy",?,?,62295
"Wolfgang Niersbach",?,?,62272
"Liste der Formel-1-Weltmeister",?,?,62253
"Istanbul",?,?,62121
"Human Development Index",?,?,62080
"Cro (Rapper)",?,?,62071
"Mustafa Kemal Atatürk",?,?,61924
"Köln 50667",?,?,61853
"Ungarn",?,?,61750
"Hedonismus",?,?,61705
"Hauskatze",?,?,61694
"Narzisstische Persönlichkeitsstörung",?,?,61639
"Maine-Coon-Katze",?,?,61615
"Robin Williams",?,?,61598
"Julianne Moore",?,?,61596
"Wahhabiten",?,?,61527
"Zlatan Ibrahimović",?,?,61467
"Gillian Anderson",?,?,61440
"Faschismus",?,?,61419
"Hessen",?,?,61337
"Daniel Brühl",?,?,61274
"Chris Tall",?,?,61202
"Matthias Schweighöfer",?,?,61124
"Inglourious Basterds",?,?,61112
"The 100/Episodenliste",?,?,60998
"Freimaurerei",?,?,60956
"Cookie",?,?,60884
"Renaissance",?,?,60741
"Relativitätstheorie",?,?,60737
"Flagge Deutschlands",?,?,60722
"Zehn Gebote",?,?,60683
"Kommunismus",?,?,60681
"Johann Sebastian Bach",?,?,60664
"Fallout (Spieleserie)",?,?,60622
"Márton Fülöp",?,?,60615
"Bianca Heinicke",?,?,60544
"Tinder",?,?,60483
"X-Men: Der letzte Widerstand",?,?,60478
"Joseph Goebbels",?,?,60457
"Rhein",?,?,60453
"Maze Runner – Die Auserwählten im Labyrinth",?,?,60421
"Mond",?,?,60406
"Liam Neeson",?,?,60388
"Mittelalter",?,?,60353
"Krysten Ritter",?,?,60305
"BMW E90",?,?,60292
"Suchoi Su-34",?,?,60236
"Leipzig",?,?,60087
"Karl der Große",?,?,60067
"Dustin Moskovitz",?,?,60057
"Narcos",?,?,59964
"Sri Lanka",?,?,59959
"Pelotonfeuer",?,?,59930
"Friedrich Schiller",?,?,59875
"RAL-Farbe",?,?,59870
"Hawaii",?,?,59864
"Sylvester Stallone",?,?,59837
"Peschmerga",?,?,59791
"Aufklärung",?,?,59758
"Martin Luther King",?,?,59742
"Logarithmus",?,?,59717
"NoPhone",?,?,59709
"Harrison Ford",?,?,59699
"Fußball-Europameisterschaft 1984",?,?,59689
"Walter Scheel",?,?,59562
"Falco",?,?,59533
"Irakkrieg",?,?,59530
"Die purpurnen Flüsse (Film)",?,?,59510
"Sherlock (Fernsehserie)",?,?,59462
"Watt (Einheit)",?,?,59328
"The Beatles",?,?,59268
"Goldener Schnitt",?,?,59222
"Pippi Langstrumpf",?,?,59191
"Der Herr der Ringe (Filmtrilogie)",?,?,59114
"Syphilis",?,?,59106
"Recep Tayyip Erdoğan",?,?,59083
"Methamphetamin",?,?,59033
"Internationale Raumstation",?,?,59014
"Matt Damon",?,?,58929
"Inka Bause",?,?,58910
"Frozen Ground",?,?,58806
"Tom Cruise",?,?,58796
"Mensch",?,?,58781
"Norman Reedus",?,?,58749
"Thailand",?,?,58686
"Minecraft",?,?,58671
"Jim Parsons",?,?,58621
"Glucose",?,?,58570
"Légion étrangère",?,?,58453
"Heiliges Römisches Reich",?,?,58418
"Bonanza",?,?,58403
"PH-Wert",?,?,58380
"Molenbeek-Saint-Jean/Sint-Jans-Molenbeek",?,?,58151
"Nürnberg",?,?,58084
"Orange Is the New Black",?,?,58076
"Hongkong",?,?,57935
"Helena Bonham Carter",?,?,57915
"Zionismus",?,?,57871
"Konrad Adenauer",?,?,57814
"Eva Green",?,?,57757
"Freddie Mercury",?,?,57710
"Ruth Maria Kubitschek",?,?,57631
"Krieg der Sterne",?,?,57622
"Matthias Matussek",?,?,57538
"Gaius Iulius Caesar",?,?,57524
"Immanuel Kant",?,?,57491
"Zara Larsson",?,?,57486
"Roger Federer",?,?,57437
"Karl Marx",?,?,57383
"Mars (Planet)",?,?,57351
"Brandenburger Tor",?,?,57306
"Arthrose",?,?,57305
"Deutsche Sprache",?,?,57234
"Liechtenstein",?,?,57215
"Hans Mommsen",?,?,57153
"Borussia Dortmund",?,?,57115
"Ludwig XIV.",?,?,57099
"Saddam Hussein",?,?,57092
"UEFA Champions League 2015/16",?,?,57086
"Topinambur",?,?,57059
"Paul Walker",?,?,56991
"Kate Winslet",?,?,56967
"Er ist wieder da (Film)",?,?,56957
"Ukraine",?,?,56948
"Illuminati",?,?,56930
"Will Smith",?,?,56930
"Assassin’s Creed",?,?,56840
"IPad",?,?,56803
"Serbien",?,?,56737
"Airbus-A320-Familie",?,?,56724
"Jude Law",?,?,56716
"Deutscher Bundestag",?,?,56692
"Sonne",?,?,56625
"Ar-Raqqa",?,?,56599
"Cara Delevingne",?,?,56552
"Gold",?,?,56519
"Granatapfel",?,?,56461
"Formelsammlung Trigonometrie",?,?,56430
"Schottland",?,?,56407
"Bones – Die Knochenjägerin",?,?,56401
"Gicht",?,?,56369
"Deutsches Kaiserreich",?,?,56242
"Der talentierte Mr. Ripley (Film)",?,?,56209
"Klitoris",?,?,56184
"Marie Antoinette",?,?,56144
"Grönland",?,?,56067
"Volkswagen",?,?,56058
"Dystopie",?,?,56056
"Keanu Reeves",?,?,56001
"Hitler – Aufstieg des Bösen",?,?,55999
"Los Angeles",?,?,55991
"Sigmar Gabriel",?,?,55952
"Liste der nach Punkten erfolgreichsten NBA-Spieler",?,?,55946
"Rami Malek",?,?,55919
"Florian Silbereisen",?,?,55849
"Diwali",?,?,55845
"Bridge of Spies – Der Unterhändler",?,?,55835
"Dubliner Übereinkommen",?,?,55828
"Movember",?,?,55807
"Bassel Khartabil",?,?,55748
"James Bond 007 – Casino Royale",?,?,55730
"Aluminium",?,?,55719
"Hacker",?,?,55634
"Call of Duty",?,?,55618
"Dschihadismus",?,?,55611
"Günther Jauch",?,?,55603
"The Mentalist",?,?,55576
"UN-Klimakonferenz in Paris 2015",?,?,55565
"Die Welle (2008)",?,?,55552
"James Bond 007 – Goldeneye",?,?,55515
"Lufthansa",?,?,55454
"Clint Eastwood",?,?,55351
"Kondensator (Elektrotechnik)",?,?,55302
"Bundesstaat der Vereinigten Staaten",?,?,55267
"Figuren im Lied von Eis und Feuer",?,?,55244
"Normalverteilung",?,?,55223
"Zeugen Jehovas",?,?,55192
"Beast Quake",?,?,55173
"Ausweisnummer",?,?,55103
"Leopard 2",?,?,55074
"Alessandra Meyer-Wölden",?,?,54936
"Pascal (Einheit)",?,?,54935
"Stanley Tucci",?,?,54906
"Rheinland-Pfalz",?,?,54875
"Crossing Lines",?,?,54846
"Sexualpraktik",?,?,54794
"Sigmund Freud",?,?,54787
"Deep Web",?,?,54776
"Illuminati (Film)",?,?,54763
"Cholecalciferol",?,?,54756
"Jihadi John",?,?,54693
"Dichte",?,?,54661
"Vorsätze für Maßeinheiten",?,?,54535
"James Bond 007 – Stirb an einem anderen Tag",?,?,54502
"Christoph Hörstel",?,?,54459
"Kim Kardashian",?,?,54422
"Boko Haram",?,?,54419
"Ronald Reagan",?,?,54415
"’O sole mio",?,?,54375
"Bündnisfall",?,?,54335
"Whisky",?,?,54322
"Schia",?,?,54269
"Kohlenstoffdioxid",?,?,54202
"Channing Tatum",?,?,54167
"Aleviten",?,?,54153
"SAP",?,?,54145
"Gute Zeiten, schlechte Zeiten",?,?,54141
"Burnout-Syndrom",?,?,54138
"Winston Churchill",?,?,54104
"Bill Gates",?,?,54060
"Pakistan",?,?,54046
"World Trade Center",?,?,53966
