Page,Edits,Editors,Views
"Multiple Sklerose",?,?,64011
"SAP",?,?,63950
"Autismus",?,?,63943
"Berlin – Tag & Nacht",?,?,63673
"Borussia Dortmund",?,?,63599
"Opel",?,?,63472
"A4-Format",?,?,63445
"Armin Meiwes",?,?,63168
"Mallorca",?,?,63157
"Transgender",?,?,62909
"Belgien",?,?,62846
"Sons of Anarchy",?,?,62693
"Mark Harmon",?,?,62573
"The Originals (Fernsehserie)",?,?,62493
"American Gods (Fernsehserie)",?,?,62427
"Südafrika",?,?,62421
"Griechisches Alphabet",?,?,62372
"Niels Högel",?,?,62354
"USS John S. McCain (DDG-56)",?,?,62320
"Humor",?,?,62299
"Hongkong",?,?,62274
"Finnland",?,?,62206
"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",?,?,62204
"Stranger Things",?,?,62134
"Der Schuh des Manitu",?,?,62127
"Ender’s Game – Das große Spiel",?,?,62081
"Homeland (Fernsehserie)",?,?,61914
"Fipronil-Skandal 2017",?,?,61771
"Modern Family",?,?,61660
"Holocaust",?,?,61651
"Death Note",?,?,61621
"UEFA Champions League",?,?,61615
"Rick and Morty",?,?,61593
"Flughafen Berlin Brandenburg",?,?,61569
"USS Indianapolis (CA-35)",?,?,61545
"Andrea Jürgens",?,?,61396
"Mord mit Aussicht",?,?,61368
"Body-Mass-Index",?,?,61362
"BMW E90",?,?,61125
"Venedig",?,?,60817
"Narzissmus",?,?,60816
"Steve Jobs",?,?,60705
"Echte Wespen",?,?,60676
"Sylvester Stallone",?,?,60527
"Emma Watson",?,?,60513
"Griechenland",?,?,60509
"Pelé",?,?,60461
"Konstanze Klosterhalfen",?,?,60438
"Johannes Vetter",?,?,60083
"Guardians of the Galaxy Vol. 2",?,?,60036
"Tinder",?,?,60019
"Michaela Schaffrath",?,?,60016
"Texas",?,?,60010
"Shadowhunters",?,?,59988
"Michelle Hunziker",?,?,59960
"Kanarische Inseln",?,?,59886
"George R. R. Martin",?,?,59820
"Fargo (Fernsehserie)",?,?,59762
"Hawaii Five-0",?,?,59750
"Bulgarien",?,?,59747
"Hawaii",?,?,59477
"Heinrich VIII. (England)",?,?,59451
"Bibiana Steinhaus",?,?,59419
"Iran",?,?,59382
"Donau",?,?,59262
"Südtirol",?,?,59255
"The Kelly Family",?,?,59233
"Marokko",?,?,59132
"Der Dunkle Turm (Film)",?,?,59128
"Nikolaj Coster-Waldau",?,?,58911
"Ungarn",?,?,58774
"Liste der Länder Europas",?,?,58739
"Battleship (Film)",?,?,58594
"Perseiden",?,?,58588
"Liste der Kfz-Nationalitätszeichen",?,?,58548
"Paris",?,?,58427
"Kosovo",?,?,58307
"Montenegro",?,?,58263
"Liste von Serienmördern",?,?,58242
"Facebook",?,?,58153
"Ina Müller",?,?,58056
"Bonez MC",?,?,57865
"Liste der Städte in den Vereinigten Staaten",?,?,57848
"Boris Becker",?,?,57823
"HTTP-Statuscode",?,?,57710
"Jérôme Golmard",?,?,57553
"Terroranschläge am 11. September 2001",?,?,57548
"Boeing 737",?,?,57533
"Liste von Pornodarstellerinnen",?,?,57391
"Wurstlücke",?,?,57370
"Kreta",?,?,57368
"Charlize Theron",?,?,57324
"Hasan Salihamidžić",?,?,57292
"YouTube",?,?,57229
"Klitoris",?,?,57211
"Kriebelmücken",?,?,57136
"Carlo (Maschinenpistole)",?,?,57118
"Marvel’s Jessica Jones",?,?,57114
"Masturbation",?,?,57075
"Volkswagen AG",?,?,57046
"NATO",?,?,57042
"Brasilien",?,?,57016
"Bundeswehr",?,?,57000
"Roger Federer",?,?,56983
"Zac Efron",?,?,56802
"Dresden",?,?,56733
"Charles, Prince of Wales",?,?,56653
"Heath Ledger",?,?,56595
"Miley Cyrus",?,?,56574
"Madeira",?,?,56521
"Kasachstan",?,?,56328
"Portugal",?,?,56202
"H- und P-Sätze",?,?,56185
"Afghanistan",?,?,56180
"Depression",?,?,56002
"Vietnam",?,?,55929
"Gerhard Schröder",?,?,55843
"Tunnel Rastatt",?,?,55730
"Ethernet",?,?,55726
"MacGyver (2016)",?,?,55726
"Amphetamin",?,?,55682
"Sri Lanka",?,?,55582
"Liste der 500 reichsten Deutschen",?,?,55569
"Korsika",?,?,55551
"Glen Campbell",?,?,55525
"Luzifer",?,?,55463
"Thomas Cromwell, 1. Earl of Essex",?,?,55341
"Kreuzotter",?,?,55292
"Sieben verdammt lange Tage",?,?,55282
"Johnny Depp",?,?,55214
"John Abercrombie (Musiker)",?,?,55214
"Die Schöne und das Biest (2017)",?,?,55160
"Hochsprung",?,?,55091
"Kuba",?,?,55045
"Harry Potter (Filmreihe)",?,?,55040
"Speerwurf",?,?,55016
"Dreißigjähriger Krieg",?,?,55001
"Leonardo da Vinci",?,?,54976
"Weitsprung",?,?,54924
"August 2017",?,?,54859
"Zypern",?,?,54777
"Margos Spuren (Film)",?,?,54719
"Ryan Reynolds",?,?,54703
"Trajan",?,?,54695
"Stuttgart",?,?,54655
"Rick Kavanian",?,?,54650
"Sturm der Liebe/Rollenbesetzung",?,?,54637
"Stephen Hawking",?,?,54635
"Quantico (Fernsehserie)",?,?,54634
"Stephen Kings Es",?,?,54626
"Laura Ludwig",?,?,54620
"Terminator (Film)",?,?,54487
"How to Get Away with Murder",?,?,54440
"Islamisches Opferfest",?,?,54429
"Grießnockerlaffäre",?,?,54367
"Die Linke",?,?,54360
"Universal Serial Bus",?,?,54328
"Jason Momoa",?,?,54204
"Channing Tatum",?,?,54169
"YouPorn",?,?,54091
"Bates Motel (Fernsehserie)",?,?,54074
"Scrum",?,?,54031
"Schottland",?,?,53984
"Frank Busemann",?,?,53951
"Blutgruppe",?,?,53822
"Dominik Bruntner",?,?,53754
"L-8",?,?,53630
"Grimm (Fernsehserie)",?,?,53588
"Marvel Cinematic Universe",?,?,53581
"Albanien",?,?,53575
"Charlie Sheen",?,?,53570
"Bali",?,?,53542
"Dalida",?,?,53493
"Sex",?,?,53269
"Pretty Woman",?,?,53263
"Suicide Squad (Film)",?,?,53254
"Kerstin Ott",?,?,53209
"Planet der Affen: Revolution",?,?,53168
"Arrival (Film)",?,?,53142
"Götz George",?,?,53069
"Hauswinkelspinne",?,?,52959
"Zlatan Ibrahimović",?,?,52958
"Planet der Affen: Prevolution",?,?,52940
"Empathie",?,?,52939
"Boeing 747",?,?,52930
"Taylor Swift",?,?,52744
"Gute Zeiten, schlechte Zeiten",?,?,52698
"Traumfrauen",?,?,52619
"Mario Adorf",?,?,52611
"Sturm der Liebe",?,?,52609
"Indiana Jones",?,?,52580
"Gin",?,?,52574
"Sebastian Bezzel",?,?,52552
"Hessen",?,?,52544
"Anthony Scaramucci",?,?,52535
"Los Angeles",?,?,52498
"Domenico Tedesco",?,?,52473
"Weltbevölkerung",?,?,52468
"Peer Kusmagk",?,?,52413
"Gossip Girl",?,?,52335
"Sowjetunion",?,?,52316
"Tesla Model S",?,?,52269
"Pink (Sängerin)",?,?,52269
"Stechmücken",?,?,52222
"Andorra",?,?,52143
"Heiliges Römisches Reich",?,?,52006
"Downton Abbey",?,?,51793
"Carolin Schäfer",?,?,51785
"Liste der ältesten Menschen",?,?,51698
"Pest",?,?,51679
"Klaus-Michael Kühne",?,?,51650
"Freddie Mercury",?,?,51599
"Hannover",?,?,51584
"Amsterdam",?,?,51532
"Freie Demokratische Partei",?,?,51497
"Pfeiffer-Drüsenfieber",?,?,51490
"Nabucco",?,?,51448
"Rom",?,?,51448
"H&M",?,?,51367
"Stephen Bannon",?,?,51340
"Fußball-Ligasystem in Deutschland",?,?,51307
"Denguefieber",?,?,51223
"Bosnien und Herzegowina",?,?,51191
"Rihanna",?,?,51176
"Bundestagswahl",?,?,51109
"Monaco",?,?,51076
"Nürnberg",?,?,51014
"Litauen",?,?,51012
"Vitali Klitschko",?,?,50992
"Pamela Dutkiewicz",?,?,50946
"Maria Stuart",?,?,50900
"Bones – Die Knochenjägerin",?,?,50823
"Twin Peaks",?,?,50792
"Keanu Reeves",?,?,50775
"Jugend ohne Gott (2017)",?,?,50759
"Despacito",?,?,50715
"P-NP-Problem",?,?,50692
"Weltkarte",?,?,50651
"Prag",?,?,50651
"Elisabeth von Österreich-Ungarn",?,?,50650
"Freimaurerei",?,?,50578
"Serbien",?,?,50533
"Assassin’s Creed",?,?,50532
"BMW",?,?,50528
"Der Soldat James Ryan",?,?,50497
"Tupac Shakur",?,?,50495
"Thailand",?,?,50490
"Afrika",?,?,50452
"Robin Williams",?,?,50444
"Arrow (Fernsehserie)",?,?,50376
"Römisches Reich",?,?,50360
"Lauren German",?,?,50359
"Harrison Ford",?,?,50334
"Ukraine",?,?,50324
"Hashimoto-Thyreoiditis",?,?,50305
"Erzengel",?,?,50288
"Flucht vom Planet der Affen",?,?,50284
"Stabhochsprung",?,?,50243
"Azoren",?,?,50218
"Münster",?,?,50213
"Charlottesville",?,?,50188
"Mother!",?,?,50112
"Boeing 777",?,?,50095
"Life (2017)",?,?,50090
"Bundesstaat der Vereinigten Staaten",?,?,50007
"Koreanische Volksarmee",?,?,49928
"Gzuz",?,?,49852
"Lizzie Borden",?,?,49772
"Methamphetamin",?,?,49755
"Black Mirror (Fernsehserie)",?,?,49753
"Freiburg im Breisgau",?,?,49709
"Ethanol",?,?,49688
"Deutsche Demokratische Republik",?,?,49676
"Nicolas Cage",?,?,49592
"Jay Thomas (Schauspieler)",?,?,49530
"DFB-Pokal 2017/18",?,?,49455
"Washington, D.C.",?,?,49445
"Intersexualität",?,?,49407
"Magnetresonanztomographie",?,?,49335
"Jürgen Klopp",?,?,49333
"Giulia Siegel",?,?,49316
"Vin Diesel",?,?,49275
"Ryan Gosling",?,?,49194
"Dexter (Fernsehserie)",?,?,49177
"Dagmar Berghoff",?,?,49145
"Baywatch – Die Rettungsschwimmer von Malibu",?,?,49130
"Fußball-Weltmeisterschaft 2018",?,?,49119
"Estland",?,?,49113
"Bundesfeiertag",?,?,49108
"Hashtag",?,?,49103
"Ernst Zündel",?,?,49088
"Aydan Özoğuz",?,?,49048
"Kassel",?,?,48972
"Wolf",?,?,48970
"Asiatische Tigermücke",?,?,48906
"Ausschreitungen in Rostock-Lichtenhagen",?,?,48896
"Kap Verde",?,?,48883
"Alien: Covenant",?,?,48867
"Fast & Furious 8",?,?,48843
"Herpes Zoster",?,?,48814
"Mark Wahlberg",?,?,48717
"Der Baader Meinhof Komplex",?,?,48590
"The Mentalist",?,?,48578
"Mount Everest",?,?,48571
"Netflix",?,?,48526
"Index der menschlichen Entwicklung",?,?,48482
"Morbus Crohn",?,?,48472
"Android (Betriebssystem)",?,?,48460
"Eis am Stiel (Filmreihe)",?,?,48457
"Penis",?,?,48358
"Bud Spencer",?,?,48356
"Mazedonien",?,?,48295
"Miranda Leonhardt",?,?,48293
"Stickoxide",?,?,48288
"Georgien",?,?,48249
"Figuren aus Star Wars",?,?,48226
"Doris von Schönthan",?,?,48190
"Vicky Leandros",?,?,48079
"Oxycodon",?,?,48059
"Alice Merton",?,?,48042
"The Flash (Fernsehserie)",?,?,47999
"Kong: Skull Island",?,?,47952
"Lionel Messi",?,?,47928
"Teneriffa",?,?,47895
"Nikola Tesla",?,?,47812
"Swastika",?,?,47673
"Sigmar Gabriel",?,?,47658
"Heidelberg",?,?,47648
"Fußball-Bundesliga",?,?,47627
"Joseph Bologna",?,?,47563
"Trump (Mops)",?,?,47552
"Virtual Private Network",?,?,47455
"Die Insel der besonderen Kinder",?,?,47453
"Nino de Angelo",?,?,47436
"Richard Gere",?,?,47303
"Game of Thrones/Staffel 1",?,?,47293
"Martin Semmelrogge",?,?,47232
"Marxistisch-Leninistische Partei Deutschlands",?,?,47227
"BMW E46",?,?,47192
"Amy Adams",?,?,47137
"David Berkowitz",?,?,47104
"Jeanne Moreau",?,?,47060
"Nasser Al-Khelaifi",?,?,47011
"Helgoland",?,?,46964
"Nico Schwanz",?,?,46950
"Wolfgang Amadeus Mozart",?,?,46919
"Ferragosto",?,?,46918
"Rheinland-Pfalz",?,?,46891
"Beaufortskala",?,?,46877
"Hannah Herzsprung",?,?,46874
"Figuren der Harry-Potter-Romane",?,?,46845
"Mexiko",?,?,46843
"Game of Thrones/Staffel 6",?,?,46839
"Christopher Nolan",?,?,46810
"Bruce Willis",?,?,46770
"Ägypten",?,?,46715
"Hektar",?,?,46696
"Mensch",?,?,46674
"Bremen",?,?,46657
"Buchstabiertafel",?,?,46642
"Hermann Göring",?,?,46624
"Lyme-Borreliose",?,?,46600
"Küchenschabe",?,?,46561
"Deutsche Sprache",?,?,46547
"Doğan Akhanlı",?,?,46536
"Rothschild",?,?,46527
"Preacher (Fernsehserie)",?,?,46503
"Dieselmotor",?,?,46470
"Schallgeschwindigkeit",?,?,46467
"Düsseldorf",?,?,46408
"Raja (Elefant)",?,?,46402
"Osmanisches Reich",?,?,46325
"Fibromyalgie",?,?,46315
"Elisabeth I.",?,?,46278
"Charles Manson",?,?,46239
"The Blacklist",?,?,46229
"Jugoslawien",?,?,46197
"SXTN",?,?,46147
"Volbeat",?,?,46121
"Wladimir Wladimirowitsch Putin",?,?,46074
"Schlacht um Guadalcanal",?,?,46062
"Kevin-Prince Boateng",?,?,46057
"Terroranschlag in Barcelona am 17. August 2017",?,?,46042
"BMW 3er",?,?,46038
"Under the Skin (2013)",?,?,46008
"Kokain",?,?,45955
"Köln 50667",?,?,45915
"Sansibar",?,?,45904
"Jamaika",?,?,45877
"Rammstein",?,?,45839
"1. August",?,?,45838
"Harry Styles",?,?,45835
"Michael Fassbender",?,?,45814
"Übersetzer",?,?,45809
"Sophia Thomalla",?,?,45772
"Alice Cooper",?,?,45752
"4 Blocks",?,?,45704
"The Rolling Stones",?,?,45694
"Augsburg",?,?,45685
"Susan Hoecke",?,?,45684
"Down-Syndrom",?,?,45650
"Eiffelturm",?,?,45621
"Kristen Stewart",?,?,45570
"John Lennon",?,?,45484
"Raspberry Pi",?,?,45475
"Ozelot",?,?,45453
"Nationalratswahl in Österreich 2017",?,?,45452
"Martin Roth",?,?,45387
"Syrien",?,?,45361
"Ludwig II. (Bayern)",?,?,45350
"Chris Norman",?,?,45255
"Liste der größten Metropolregionen der Welt",?,?,45192
"Deutsche Nationalhymne",?,?,45176
"Robert Harting",?,?,45160
"Star-Dust-Absturz",?,?,45143
"Justin Bieber",?,?,45140
"Bull (Fernsehserie, 2016)",?,?,45136
"Ottomotor",?,?,45097
"Emma Stone",?,?,45016
"How I Met Your Mother",?,?,44964
"Selena Gomez",?,?,44963
"Erde",?,?,44936
"Kontinent",?,?,44892
"Lisa und Lena",?,?,44862
"Mercedes-Benz Baureihe 204",?,?,44844
"Julia Engelmann",?,?,44755
"Woodstock-Festival",?,?,44730
"FC Liverpool",?,?,44630
"BMW F30",?,?,44623
"Gesetz der Rache",?,?,44598
"Mannheim",?,?,44589
"Generation Y",?,?,44579
"Top Gun – Sie fürchten weder Tod noch Teufel",?,?,44525
"Bushido (Rapper)",?,?,44508
"Groupe PSA",?,?,44457
"Airbus A350",?,?,44452
"Dienstgrade der Streitkräfte der Vereinigten Staaten",?,?,44435
"Seychellen",?,?,44370
"Wahl-O-Mat",?,?,44359
"Henning Baum",?,?,44358
"Andreas Gabalier",?,?,44314
"Ebolavirus",?,?,44274
"Michael Douglas",?,?,44268
"Bremsen",?,?,44263
"Ebola",?,?,44253
"Zürich",?,?,44239
"Schloss Neuschwanstein",?,?,44235
"The Middle",?,?,44215
"Mohandas Karamchand Gandhi",?,?,44175
