Page,Edits,Editors,Views
"This Is Us – Das ist Leben",12,11,126039
"Europa",5,5,125301
"Elisabeth II.",2,2,124226
"Frankreich",10,9,122302
"Harry Potter (Filmreihe)",3,3,122259
"Erster Weltkrieg",2,2,120951
"Tupac Shakur",7,4,120941
"Peter Bosz",68,36,118342
"Kroatien",10,8,118165
"Sonnenwende",2,1,116924
"Europäische Union",15,13,116850
"Pirates of the Caribbean: Salazars Rache",19,15,116554
"The Walking Dead (Fernsehserie)",4,3,116547
"Gruppe der zwanzig wichtigsten Industrie- und Schwellenländer",10,10,113519
"Deutsche Fußballnationalmannschaft",76,23,110960
"Übereinkommen von Paris",110,43,109634
"Kangal (Hunderasse)",0,0,109408
"Asperger-Syndrom",?,?,109365
"Depeche Mode",?,?,108641
"MacGyver (2016)",?,?,108528
"Parlamentswahl in Frankreich 2017",?,?,108471
"Gianluigi Buffon",?,?,107831
"Emmanuel Macron",?,?,107545
"Mitgliedstaaten der Europäischen Union",?,?,107147
"Hasan Ismaik",?,?,106845
"Transformers (Film)",?,?,106567
"Methadon",?,?,105852
"Let’s Dance (Fernsehsendung)",?,?,105803
"Vereinigtes Königreich",?,?,105798
"Britische Unterhauswahl 2017",?,?,105711
"Saudi-Arabien",?,?,105205
"Rock am Ring",?,?,104964
"Aserbaidschan",?,?,104914
"Fargo (Fernsehserie)",?,?,104477
"München",?,?,104314
"UEFA Champions League 2017/18",?,?,104284
"Liste der IPA-Zeichen",?,?,103544
"Emilia Clarke",?,?,102959
"McMillan Tac-50",?,?,102914
"Abi Ofarim",?,?,102889
"The Best of Me – Mein Weg zu dir",?,?,102880
"Fußball-Weltmeisterschaft",?,?,102764
"Anita Pallenberg",?,?,102424
"Sechstagekrieg",?,?,102315
"Malta",?,?,102004
"Dwayne Johnson",?,?,101698
"Victoria Swarovski",?,?,100903
"Die Mumie (2017)",?,?,100010
"Kanada",?,?,99341
"Ethereum",?,?,99334
"Sichelzellenanämie",?,?,99201
"Wien",?,?,98849
"Ed Sheeran",?,?,98744
"Puerto Rico",?,?,97599
"Twin Peaks",?,?,97518
"Martin Luther",?,?,97151
"Deutsche Bahn",?,?,97136
"The Big Bang Theory",?,?,96955
"Alexandra Daddario",?,?,96839
"Transformers: The Last Knight",?,?,96349
"Christian Polanc",?,?,96051
"Stefan Kuntz",?,?,95943
"Theresa May",?,?,95801
"Google Übersetzer",?,?,95540
"Iran",?,?,95075
"NATO",?,?,94873
"Coldplay",?,?,94516
"Australien",?,?,94449
"Fluch der Karibik",?,?,94061
"Nordkorea",?,?,93903
"Baywatch – Die Rettungsschwimmer von Malibu",?,?,93814
"Montenegro",?,?,93340
"Baywatch (Film)",?,?,93085
"Niederlande",?,?,93069
"Bundespräsident (Deutschland)",?,?,92616
"Vampire Diaries",?,?,92281
"Israel",?,?,92227
"UEFA Europa League 2017/18",?,?,92065
"Bayern",?,?,92059
"Die Toten Hosen",?,?,91860
"Blockchain",?,?,91182
"Türkei",?,?,90632
"Johnny Depp",?,?,90553
"Nordrhein-Westfalen",?,?,90406
"Dean Martin",?,?,90185
"Indien",?,?,89992
"Figuren aus dem Marvel-Universum",?,?,89827
"Verwandtschaftsbeziehung",?,?,89271
"Volksrepublik China",?,?,89079
"New York City",?,?,88892
"Bares für Rares",?,?,88790
"Cary Grant",?,?,88678
"Josephine Baker",?,?,88462
"Rammstein",?,?,88455
"Stan Wawrinka",?,?,88352
"Amin Younes",?,?,88241
"Blauhai",?,?,87411
"Island",?,?,87160
"Spanien",?,?,87038
"London",?,?,86998
"Sandro Wagner",?,?,86974
"Cheik Tioté",?,?,86879
"Albert Einstein",?,?,86688
"Maikäfer",?,?,86600
"Jeļena Ostapenko",?,?,86562
"Sibel Kekilli",?,?,86431
"Zac Efron",?,?,86295
"Autismus",?,?,86009
"Fest des Fastenbrechens",?,?,85805
"Hochzeitstag",?,?,85647
"Liste der Großstädte in Deutschland",?,?,85558
"Tom Cruise",?,?,85083
"Michael Jackson",?,?,84758
"Köln",?,?,84311
"TSV 1860 München",?,?,84245
"Google",?,?,84030
"Vereinigte Arabische Emirate",?,?,84002
"Ludwig XIV.",?,?,83929
"Vikings (Fernsehserie)",?,?,83890
"Weltwunder",?,?,83804
"24-Stunden-Rennen von Le Mans",?,?,83701
"Who Am I – Kein System ist sicher",?,?,83339
"Borderline-Persönlichkeitsstörung",?,?,83333
"Konfektionsgröße",?,?,83301
"Zinédine Zidane",?,?,83036
"Periodensystem",?,?,82861
"Campino",?,?,82438
"Polen",?,?,82314
"America’s Cup",?,?,82297
"Schweden",?,?,82108
"Justin Bieber",?,?,82099
"All Is Lost",?,?,81909
"Sebastian Münster (Schauspieler)",?,?,81859
"Nirvana (US-amerikanische Band)",?,?,81691
"Norwegen",?,?,81230
"Schwesta Ewa",?,?,81185
"Suits (Fernsehserie)",?,?,80856
"Frankfurt am Main",?,?,80798
"Napoleon Bonaparte",?,?,80702
"Ländervorwahlliste sortiert nach Nummern",?,?,80597
"Irland",?,?,80523
"Singapur",?,?,80469
"Elon Musk",?,?,80448
"USS Fitzgerald (DDG-62)",?,?,80244
"Pablo Escobar",?,?,80163
"Siebenschläfertag",?,?,80029
"Vagina",?,?,79971
"Riesen-Bärenklau",?,?,79876
"Guns n’ Roses",?,?,79442
"Alien: Covenant",?,?,79254
"Arnold Schwarzenegger",?,?,79086
"Doc meets Dorf",?,?,79059
"Liste von Terroranschlägen",?,?,78774
"Hantaviren",?,?,78465
"Gleichgeschlechtliche Ehe",?,?,78450
"Davie Selke",?,?,78301
"Phil Collins",?,?,78299
"Bud Spencer",?,?,78131
"Helmut Schmidt",?,?,78095
"Steffi Martin",?,?,78086
"Mark Forster",?,?,76970
"Hand-Fuß-Mund-Krankheit",?,?,76883
"Broilers",?,?,76853
"Leon Goretzka",?,?,76787
"Mulholland Drive – Straße der Finsternis",?,?,76498
"Better Call Saul",?,?,76363
"Oliver Pocher",?,?,76356
"Dänemark",?,?,76316
"Keanu Reeves",?,?,76291
"Sahra Wagenknecht",?,?,76167
"Eichen-Prozessionsspinner",?,?,76163
"Incoterms",?,?,75745
"Eminem",?,?,75673
"Odin",?,?,75522
"Breaking Bad",?,?,75491
"Mission: Impossible – Rogue Nation",?,?,75175
"Johann Wolfgang von Goethe",?,?,75024
"Tuberkulose",?,?,75016
"FC Bayern München",?,?,74758
"Liste der Präsidenten der Vereinigten Staaten",?,?,74744
"Mia Julia Brückner",?,?,74408
"Oskar Fischinger",?,?,74346
"Dominic Thiem",?,?,74305
"Body-Mass-Index",?,?,74232
"Abgasnorm",?,?,74182
"BDSM",?,?,73986
"Leuchtkäfer",?,?,73657
"Gerhard Schröder",?,?,73551
"Real Madrid",?,?,73361
"Ringelnatter",?,?,73244
"Deutsche Fußballnationalmannschaft (U-21-Männer)",?,?,73204
"Lost (Fernsehserie)",?,?,73019
"Dienstgrade der Bundeswehr",?,?,72899
"Joaquín Guzmán",?,?,72894
"Benno Ohnesorg",?,?,72859
"Schizophrenie",?,?,72687
"Neuseeland",?,?,72687
"Hartmut Neugebauer",?,?,72680
"Victoria (Vereinigtes Königreich)",?,?,72255
"Julian Pollersbeck",?,?,72249
"Facebook",?,?,72003
"James Bond",?,?,71999
"Stephen Hawking",?,?,71795
"0-Euro-Schein",?,?,71408
"Berliner Mauer",?,?,71309
"Bodensee",?,?,71268
"Watergate-Affäre",?,?,71249
"Toni Kroos",?,?,71197
"René Monse",?,?,71119
"Figuren der Harry-Potter-Romane",?,?,70971
"Japan",?,?,70822
"The Last Kingdom (Fernsehserie)",?,?,70748
"Two and a Half Men",?,?,70725
"Frohnleichnam",?,?,70544
"Sardinien",?,?,70358
"Leonardo DiCaprio",?,?,70213
"American Horror Story",?,?,70061
"Griechisches Alphabet",?,?,69938
"Lionel Messi",?,?,69785
"Portugal",?,?,69742
"Mount Everest",?,?,69643
"Internet Movie Database",?,?,69497
"Islam",?,?,69460
"Geschlechtsverkehr",?,?,69432
"Freimaurerei",?,?,69378
"Chile",?,?,69372
"Gardasee",?,?,69231
"Liste der Staaten der Erde",?,?,68884
"Riverdale (Fernsehserie)",?,?,68876
"Terence Hill",?,?,68832
"Kraftklub",?,?,68402
"Bundestagswahl 2017",?,?,68310
"Ingrid Bergman",?,?,68301
"Marteria",?,?,68074
"Benedict Cumberbatch",?,?,68014
"Paris",?,?,67930
"Griechenland",?,?,67916
"Rosalie (Künstlerin)",?,?,67909
"Airbus A380",?,?,67883
"Elyas M’Barek",?,?,67841
"Juventus Turin",?,?,67838
"Bipolare Störung",?,?,67746
"Apollo 13",?,?,67740
"YouTube",?,?,67567
"Motsi Mabuse",?,?,67554
"Split (Film)",?,?,67488
"Schutzart",?,?,67420
"Mauritius",?,?,67286
"Maria Stuart",?,?,67245
"Fußball-Ligasystem in Deutschland",?,?,67220
"Liechtenstein",?,?,67198
"Domenico Tedesco",?,?,67135
"Alwara Höfels",?,?,67115
"Baden-Württemberg",?,?,66957
"Luxemburg",?,?,66800
"Heiko Herrlich",?,?,66797
"Shameless (US-amerikanische Fernsehserie)",?,?,66728
"Designated Survivor (Fernsehserie)",?,?,66601
"Leipzig",?,?,66329
"H- und P-Sätze",?,?,66280
"Belgien",?,?,66232
"Fußball-Europameisterschaft 2016",?,?,66200
"Mexiko",?,?,66023
"Miley Cyrus",?,?,65989
"Land (Deutschland)",?,?,65803
"Liste in Deutschland vorhandener Dampflokomotiven",?,?,65802
"One Love Manchester",?,?,65793
"Star Wars",?,?,65746
"Chris Martin",?,?,65523
"Michael Schumacher",?,?,65324
"Assassin’s Creed",?,?,65184
"Vietnamkrieg",?,?,65127
"Fear the Walking Dead",?,?,64956
"Kosovo",?,?,64933
"Rumänien",?,?,64930
"Antonio Rüdiger",?,?,64907
"Tote Mädchen lügen nicht",?,?,64664
"Tschechien",?,?,64656
"VW Golf VII",?,?,64645
"Marek Lieberberg",?,?,64375
"Gesetzliche Feiertage in Deutschland",?,?,64336
"Novak Đoković",?,?,64321
"Jana Pallaske",?,?,64254
"Sowjetunion",?,?,64200
"Departed – Unter Feinden",?,?,64128
"Palina Rojinski",?,?,64102
"U-21-Fußball-Europameisterschaft",?,?,63979
"Amsel",?,?,63947
"Supernatural",?,?,63929
"Multiple Sklerose",?,?,63827
"Bill Cosby",?,?,63545
"Der Lehrer (Fernsehserie)",?,?,63462
"Vulva",?,?,63442
"Fußball-Weltmeisterschaft 2014",?,?,63246
"Rote Armee Fraktion",?,?,63158
"Empathie",?,?,62934
"Färöer",?,?,62914
"Mallorca",?,?,62805
"Holocaust",?,?,62778
"George Clooney",?,?,62699
"Wonder Woman",?,?,62668
"Rhein",?,?,62465
"Max Heinzelmann",?,?,62412
"Peaky Blinders – Gangs of Birmingham",?,?,62405
"Dreißigjähriger Krieg",?,?,62396
"Junikäfer",?,?,62350
"The Beatles",?,?,62277
"Narzissmus",?,?,62102
"Matrix (Film)",?,?,61742
"Dave Gahan",?,?,61712
"MDMA",?,?,61691
"A4-Format",?,?,61665
"Alexander Zverev",?,?,61630
"Vereinte Nationen",?,?,61535
"Niki Luftfahrt",?,?,61530
"Weibliche Ejakulation",?,?,61475
"Wolfgang Amadeus Mozart",?,?,61312
"Fußball-Weltmeisterschaft 2018/Qualifikation",?,?,61212
"Megan Fox",?,?,61162
"Parkinson-Krankheit",?,?,61030
"SXTN",?,?,60868
"RMS Titanic",?,?,60732
"Lyme-Borreliose",?,?,60623
"Brigitte Macron",?,?,60555
"Sons of Anarchy",?,?,60302
"Liste von Pornodarstellerinnen",?,?,60223
"Afghanistan",?,?,60223
"Stuttgart",?,?,60209
"Albanien",?,?,60101
"Niedersachsen",?,?,60074
"Willy Brandt",?,?,60073
"Johannistag",?,?,60043
"French Open 2017",?,?,59998
"Ethanol",?,?,59679
"Terminator (Film)",?,?,59674
"Alice Merton",?,?,59598
"Margaret Rutherford",?,?,59506
"Instagram",?,?,59412
"187 Strassenbande",?,?,59330
"Hornisse",?,?,59309
"Schleierfahndung",?,?,59302
"Alessandra Meyer-Wölden",?,?,59274
"Zecken",?,?,59250
"Emma Watson",?,?,59225
"Brasilien",?,?,59223
"Liste der Länder Europas",?,?,59223
"Spongebozz",?,?,58950
"Sandra Bullock",?,?,58750
"Kriebelmücken",?,?,58732
"Rimac Concept One",?,?,58700
"Ägypten",?,?,58683
"Slowenien",?,?,58620
"Beaufortskala",?,?,58493
"Deutsche Demokratische Republik",?,?,58358
"Liste der größten Metropolregionen der Welt",?,?,58277
"Hummeln",?,?,58274
"Masturbation",?,?,58206
"Figuren im Lied von Eis und Feuer",?,?,58080
"Robin Wright",?,?,58010
"Supergirl (Fernsehserie)",?,?,57993
"Scarlett Johansson",?,?,57903
"Anne Gesthuysen",?,?,57848
"YouPorn",?,?,57764
"Amour fou",?,?,57754
"Indonesien",?,?,57589
"Elisabeth von Österreich-Ungarn",?,?,57583
"Siebenschläfer",?,?,57532
"Abu Bakr al-Baghdadi",?,?,57361
"Michail Sergejewitsch Gorbatschow",?,?,57296
"Katarina Barley",?,?,57288
"BMW E90",?,?,57239
"Marc-André ter Stegen",?,?,57146
"United States Army Special Forces Command (Airborne)",?,?,57082
"Airbus-A320-Familie",?,?,57045
"Terroranschläge am 11. September 2001",?,?,56960
"Kreuzotter",?,?,56933
"Kasachstan",?,?,56901
"Hashimoto-Thyreoiditis",?,?,56809
"Syrien",?,?,56738
"John F. Kennedy",?,?,56720
"Französische Revolution",?,?,56628
"Bruttoinlandsprodukt",?,?,56594
"Finnland",?,?,56583
"Ekaterina Leonova",?,?,56559
"Erdbeeren",?,?,56402
"Blutgruppe",?,?,56390
"Klitoris",?,?,56335
"Elvis Presley",?,?,56309
"Marokko",?,?,56298
"Marienkäfer",?,?,56229
"Schallgeschwindigkeit",?,?,56210
"Angelina Kirsch",?,?,56207
"Kelly Rohrbach",?,?,56139
"Zeugen Jehovas",?,?,55974
"Die Rosenheim-Cops",?,?,55959
"Scrum",?,?,55896
"AC/DC",?,?,55860
"Mittsommerfest",?,?,55853
"Chorea Huntington",?,?,55802
"Rom",?,?,55781
"Pirates of the Caribbean",?,?,55774
"Axl Rose",?,?,55764
"Depression",?,?,55720
"Ungarn",?,?,55700
"Sarah Morrow",?,?,55639
"Dresden",?,?,55605
"Bulgarien",?,?,55500
"Sex",?,?,55433
"Elbphilharmonie",?,?,55418
"Jason Statham",?,?,55380
"Südafrika",?,?,55347
"Amphetamin",?,?,55341
"BMW",?,?,55219
"Buddhismus",?,?,55170
"Los Angeles",?,?,55167
"Kreta",?,?,55104
"Dubai",?,?,55076
"Julian Draxler",?,?,54992
"Manuel Neuer",?,?,54936
"Shakira",?,?,54928
"Hawaii",?,?,54797
"Bundeswehr",?,?,54734
"Donau",?,?,54731
"Death in Paradise",?,?,54667
"Methamphetamin",?,?,54650
"Tom Hardy",?,?,54647
"Venedig",?,?,54612
"Gilmore Girls",?,?,54519
"Jackie Chan",?,?,54451
"Myanmar",?,?,54362
"Aylin Tezel",?,?,54354
"Deutscher Bundestag",?,?,54282
"Borussia Dortmund",?,?,54267
"Hans Zimmer",?,?,54260
"Katy Perry",?,?,54238
"SAP",?,?,54126
"Massimo Sinató",?,?,54112
"Schottland",?,?,54079
"Star Trek",?,?,54013
"Mensch",?,?,53959
"James B. Comey",?,?,53856
"Wentworth Miller",?,?,53774
"MacGyver",?,?,53773
"Eiffelturm",?,?,53754
"Weimarer Republik",?,?,53752
"Nürnberg",?,?,53741
"Hongkong",?,?,53737
"Dexter (Fernsehserie)",?,?,53711
"Klaas Heufer-Umlauf",?,?,53704
"Römisches Reich",?,?,53698
"Hessen",?,?,53641
"Berlin – Tag & Nacht",?,?,53569
"Audrey Hepburn",?,?,53441
"Konrad Adenauer",?,?,53433
"Alois Mock",?,?,53233
"Serbien",?,?,53131
"Josef Mengele",?,?,52992
"Joko Winterscheidt",?,?,52962
"Jayne Mansfield",?,?,52918
"Sinus und Kosinus",?,?,52770
"Ehe",?,?,52690
"Kevin Kurányi",?,?,52689
"Universal Serial Bus",?,?,52645
"Weltbevölkerung",?,?,52632
"The Middle",?,?,52607
"Conor McGregor",?,?,52589
"Die glorreichen Sieben (2016)",?,?,52568
"Kokain",?,?,52447
"Sing meinen Song – Das Tauschkonzert",?,?,52406
"Blade Runner",?,?,52370
"Prag",?,?,52313
"Morbus Crohn",?,?,52276
"Selena Gomez",?,?,52153
"England",?,?,52127
"Hacksaw Ridge – Die Entscheidung",?,?,52113
"Vatertag",?,?,52076
"Quentin Tarantino",?,?,51991
"Liste mathematischer Symbole",?,?,51964
"Alexander der Große",?,?,51889
"Schuppenflechte",?,?,51881
"PH-Wert",?,?,51831
"Homeland (Fernsehserie)",?,?,51830
"Martin Luther King",?,?,51815
"Hasendraht",?,?,51810
"Kanarische Inseln",?,?,51720
"Düsseldorf",?,?,51700
"American Gods",?,?,51672
"Penis",?,?,51646
"Hawaii Five-0",?,?,51603
"Magnetresonanztomographie",?,?,51592
"Natalie Portman",?,?,51585
"Bahrain",?,?,51511
"Rheinland-Pfalz",?,?,51490
"Timo Werner",?,?,51471
"Regensburg",?,?,51464
"Star Trek Beyond",?,?,51454
"System of a Down",?,?,51292
"Jennifer Aniston",?,?,51283
"Schlacht bei Messines",?,?,51255
"Ukraine",?,?,51246
"Newton (Einheit)",?,?,51226
"Pfeiffer-Drüsenfieber",?,?,51226
"Marder",?,?,51210
"Doctor Who",?,?,51196
"Liste der UEFA-Champions-League-Endspiele",?,?,51173
"Serge Gnabry",?,?,51165
"Korsika",?,?,51155
"Sense8",?,?,51133
"Götz George",?,?,51110
"Eckart von Hirschhausen",?,?,51095
"Kontinent",?,?,51024
"Deutsche Nationalhymne",?,?,51015
"Meryl Streep",?,?,50959
"Zypern",?,?,50948
"Inez Bjørg David",?,?,50900
"Michael Fassbender",?,?,50865
"Taboo (Fernsehserie)",?,?,50834
"Normalverteilung",?,?,50830
"Elisabeth I.",?,?,50775
"Identitäre Bewegung",?,?,50678
"Kuba",?,?,50641
"Gemeine Nachtkerze",?,?,50609
"Vera F. Birkenbihl",?,?,50597
"Weltumwelttag",?,?,50591
"Amistad (Film)",?,?,50574
"Südtirol",?,?,50546
"Würfelzoll",?,?,50525
"Kalifornien",?,?,50519
"Heiliges Römisches Reich",?,?,50462
"Kindertag",?,?,50244
"HTTP-Statuscode",?,?,50106
"Sofia Boutella",?,?,50051
"Philip, Duke of Edinburgh",?,?,49948
"Aufstand vom 17. Juni 1953",?,?,49931
"Bosnien und Herzegowina",?,?,49880
"Wladimir Wladimirowitsch Putin",?,?,49880
"Léon – Der Profi",?,?,49726
"Franz Kafka",?,?,49718
"Syphilis",?,?,49610
"Euro",?,?,49579
"Jurassic Park",?,?,49554
"3. Fußball-Liga 2017/18",?,?,49523
"EU-Austritt des Vereinigten Königreichs",?,?,49481
"Liste der Tatort-Folgen",?,?,49475
"Münster",?,?,49451
"Brad Pitt",?,?,49448
"Leonardo da Vinci",?,?,49430
"Michael Douglas",?,?,49406
"Crawford-Feldzug",?,?,49372
"Sankt Petersburg",?,?,49365
"Kamerun",?,?,49354
"Hannover",?,?,49343
"Diplomat",?,?,49177
"Lethal Weapon (Fernsehserie)",?,?,49132
"Otto von Bismarck",?,?,49065
"Safe Haven – Wie ein Licht in der Nacht",?,?,49055
"Gin",?,?,49040
"Lufthansa",?,?,48982
"Chinesische Mauer",?,?,48962
"Osmanisches Reich",?,?,48871
"Phantastische Tierwesen und wo sie zu finden sind (Film)",?,?,48812
"Grönland",?,?,48795
"Erde",?,?,48712
"Afrika",?,?,48702
"Despacito",?,?,48675
"Watt (Einheit)",?,?,48674
"The Blacklist",?,?,48603
"Dr. Dre",?,?,48590
"Rothschild",?,?,48554
"Lars Stindl",?,?,48538
"Marvel Cinematic Universe",?,?,48506
"Lichtgeschwindigkeit",?,?,48482
"FIFA-Weltrangliste",?,?,48426
"Mannheim",?,?,48356
"Golden State Warriors",?,?,48348
"Frederick Lau",?,?,48338
"Down-Syndrom",?,?,48326
"Rogue One: A Star Wars Story",?,?,48306
"Dunja Rajter",?,?,48257
"21. Juni",?,?,48246
"Pulp Fiction",?,?,48236
"Joule",?,?,48223
"Daniel Day-Lewis",?,?,48207
"Gotthardtunnel",?,?,48180
"BMW E46",?,?,48146
"Bürgerkrieg in Syrien",?,?,48097
"Goldener Schnitt",?,?,48096
"Madeira",?,?,48081
"Agnostizismus",?,?,48064
"Navy CIS",?,?,48022
"Herpes Zoster",?,?,47987
"Steffi Graf",?,?,47814
"Hektar",?,?,47809
"Karl-Heinz Kurras",?,?,47793
"Freiburg im Breisgau",?,?,47788
"Democratic Unionist Party",?,?,47770
"Barcelona",?,?,47730
"Boeing 737",?,?,47710
"Rebecca Ferguson (Schauspielerin)",?,?,47691
"Cardiff",?,?,47684
"Eiskalte Engel",?,?,47664
"Matthias Schweighöfer",?,?,47618
"Schleswig-Holstein",?,?,47596
"Heidelberg",?,?,47564
"The Black Eyed Peas",?,?,47559
"Volkswagen AG",?,?,47536
"Martin Freeman",?,?,47518
"Sri Lanka",?,?,47497
"Mark Wahlberg",?,?,47449
"Viskosität",?,?,47167
"Jesiden",?,?,47155
"French Open",?,?,47114
"C&A",?,?,46980
"Reinhard Heydrich",?,?,46980
"Gaius Iulius Caesar",?,?,46947
"Lucas Till",?,?,46860
"Scharnhorst (Schiff, 1936)",?,?,46823
"Generation Y",?,?,46687
"Zehn Gebote",?,?,46677
"Bruce Lee",?,?,46660
"Reign",?,?,46651
"Diabetes mellitus",?,?,46641
"Kassel",?,?,46602
"Burj Khalifa",?,?,46575
"Joachim Löw",?,?,46571
"Harry Styles",?,?,46568
"Esther Ofarim",?,?,46538
"Game of Thrones/Staffel 7",?,?,46441
"Circus HalliGalli",?,?,46421
"Nikola Tesla",?,?,46413
"Die Verwandlung",?,?,46369
"Philippinen",?,?,46366
"Kölner Dom",?,?,46356
"Christoph Kolumbus",?,?,46332
"Liste der Hauptstädte der Erde",?,?,46285
"Melania Trump",?,?,46282
"Frauke Petry",?,?,46220
"Jakobsweg",?,?,46214
"Rock im Park",?,?,46140
"Deutsches Kaiserreich",?,?,46139
"Frank Plasberg",?,?,46126
"Index der menschlichen Entwicklung",?,?,46091
"Litauen",?,?,46091
"Marilyn Monroe",?,?,46085
"John Wick",?,?,46083
"Kalter Krieg",?,?,46062
"Metrisches ISO-Gewinde",?,?,46028
"Sophia Wollersheim",?,?,45963
"Wilhelm II. (Deutsches Reich)",?,?,45924
"FIFA",?,?,45881
"Robert De Niro",?,?,45865
"Endometriose",?,?,45845
"Ludwig II. (Bayern)",?,?,45840
"Anne Frank",?,?,45801
"Lilienthaler Heerstraße",?,?,45788
"Mario Galla",?,?,45783
"Andrea Berg",?,?,45776
"Mazedonien",?,?,45759
"The BossHoss",?,?,45754
"CDU-Spendenaffäre",?,?,45737
"Clint Eastwood",?,?,45687
"John Wick: Kapitel 2",?,?,45669
"Bilderberg-Konferenz",?,?,45660
"Mukoviszidose",?,?,45640
"Charles Manson",?,?,45612
"Sherlock Holmes",?,?,45592
"Sonne",?,?,45580
"Liste der Länder nach Bruttoinlandsprodukt",?,?,45496
"Till Lindemann",?,?,45478
"Liste von Kryptowährungen",?,?,45452
"Diana, Princess of Wales",?,?,45434
"Bundesstaat der Vereinigten Staaten",?,?,45404
"Lisa und Lena",?,?,45369
"Ibuprofen",?,?,45333
"Joshua Kimmich",?,?,45316
"Martin Schulz",?,?,45296
"Identität (Film)",?,?,45292
"VW Arteon",?,?,45273
"Figuren aus Star Wars",?,?,45253
"X-Men (Filmreihe)",?,?,45167
"Kim Jong-un",?,?,45162
"Salvador Dalí",?,?,45140
"Thailand",?,?,45122
"Amsterdam",?,?,45002
"Mercedes-Benz Baureihe 204",?,?,44984
"Ford Mustang",?,?,44957
"BMW 3er",?,?,44943
"Deutsche Sprache",?,?,44927
"24-Stunden-Rennen von Le Mans 2017",?,?,44926
"Andreas Gabalier",?,?,44900
"FIFA-Konföderationen-Pokal 2005",?,?,44900
"Malediven",?,?,44894
"Gwyneth Paltrow",?,?,44889
"Namibia",?,?,44880
"WhatsApp",?,?,44858
"Sonnensystem",?,?,44816
"Aminosäuren",?,?,44751
"Mike Tyson",?,?,44737
"Gossip Girl",?,?,44731
"Downton Abbey",?,?,44722
"Singapore (Michigan)",?,?,44699
"Stephen Furst",?,?,44672
"Cold Creek Manor – Das Haus am Fluss",?,?,44670
"Fibromyalgie",?,?,44666
"Black Mirror (Fernsehserie)",?,?,44641
"Monaco",?,?,44637
"Fußball-Europameisterschaft",?,?,44636
"Mila Kunis",?,?,44619
"Bremen",?,?,44611
"Eritrea",?,?,44527
"50+1-Regel",?,?,44527
"Shadowhunters",?,?,44516
"Andorra",?,?,44444
"Arrow (Fernsehserie)",?,?,44412
"Eazy-E",?,?,44383
