Page,Edits,Editors,Views
"Everest (2015)",?,?,61432
"Kate Winslet",?,?,61384
"Adam Sandler",?,?,61368
"Dettmar Cramer (Fußballtrainer)",?,?,61254
"Figuren im Lied von Eis und Feuer",?,?,61188
"Mormonentum",?,?,61057
"Ariana Grande",?,?,60836
"Hayden Christensen",?,?,60710
"Battleship (Film)",?,?,60667
"Tinder",?,?,60598
"Rotraud Schindler",?,?,60588
"Römisches Reich",?,?,60547
"Human Development Index",?,?,60489
"Südafrika",?,?,60474
"VW EA189",?,?,60402
"Schutzart",?,?,60362
"Fußball-Bundesliga",?,?,60256
"Kindsköpfe 2",?,?,60179
"Criminal Minds",?,?,60076
"Rammstein",?,?,60065
"Falco",?,?,59977
"Finnland",?,?,59964
"Dreißigjähriger Krieg",?,?,59919
"Penis",?,?,59755
"Taylor Swift",?,?,59648
"Gizem Emre",?,?,59603
"Amphetamin",?,?,59482
"Ägypten",?,?,59408
"Diabetes mellitus",?,?,59362
"Weimarer Republik",?,?,59353
"Benedict Cumberbatch",?,?,59350
"Freiheitsstatue",?,?,59297
"Cookie",?,?,59247
"Elvis Presley",?,?,59201
"Alleinstehender",?,?,59061
"Quinoa",?,?,59036
"Rachel McAdams",?,?,58991
"Flandre (Schiff)",?,?,58984
"Mark Hamill",?,?,58886
"Mittelalter",?,?,58838
"Emre Can",?,?,58832
"Kurden",?,?,58788
"Parkinson-Krankheit",?,?,58754
"Instagram",?,?,58749
"Riesenhai",?,?,58567
"Uli Hoeneß",?,?,58530
"Snapchat",?,?,58389
"VW Golf VII",?,?,58323
"Mauritius",?,?,58317
"Thomas de Maizière",?,?,58251
"Jürgen Vogel",?,?,58223
"SAP",?,?,58201
"Dienstgrade der Bundeswehr",?,?,58171
"Serena Williams",?,?,58144
"Bremer Pfefferkorn",?,?,58141
"Tesla Motors",?,?,58065
"Bulgarien",?,?,58065
"Tom Cruise",?,?,58058
"Stuttgart",?,?,58035
"Sebastian Vettel",?,?,57981
"Hessen",?,?,57883
"Mensch",?,?,57809
"Kim Kardashian",?,?,57759
"Kuba",?,?,57747
"Ethanol",?,?,57698
"Mazedonien",?,?,57653
"Buddhismus",?,?,57629
"Portugal",?,?,57601
"Hornisse",?,?,57556
"11. September",?,?,57485
"Bruce Darnell",?,?,57363
"Who Am I – Kein System ist sicher",?,?,57349
"Bundeswehr",?,?,57317
"Liste der 500 reichsten Deutschen",?,?,57313
"Modern Family",?,?,57278
"Bodensee",?,?,57252
"Sarah Connor",?,?,57198
"IPhone",?,?,57090
"Scharlach",?,?,57075
"Grönland",?,?,57041
"Nestlé",?,?,57011
"Star Wars: Episode III – Die Rache der Sith",?,?,56998
"Christoph Kolumbus",?,?,56812
"Gute Zeiten, schlechte Zeiten",?,?,56791
"Vietnamkrieg",?,?,56689
"Iron Maiden",?,?,56645
"Bruce Lee",?,?,56609
"Ukraine",?,?,56600
"Mallorca",?,?,56575
"Helmut Schön",?,?,56566
"Liste der Präsidenten der Vereinigten Staaten",?,?,56560
"Klitoris",?,?,56538
"HK417",?,?,56407
"Lungenembolie",?,?,56360
"Slowakei",?,?,56347
"Marvel’s Agents of S.H.I.E.L.D.",?,?,56253
"Prag",?,?,56239
"Liste der Millionenstädte",?,?,56203
"Gossip Girl",?,?,56158
"Indonesien",?,?,56151
"Basketball",?,?,56125
"Lichtgeschwindigkeit",?,?,56091
"Kreta",?,?,55913
"Marokko",?,?,55804
"Pompeji",?,?,55776
"Karl Kotzenberg",?,?,55766
"Magnetresonanztomographie",?,?,55738
"Hannibal (Fernsehserie)",?,?,55612
"Los Angeles",?,?,55585
"Chronisch obstruktive Lungenerkrankung",?,?,55559
"Liste von Pornodarstellerinnen",?,?,55527
"Montenegro",?,?,55520
"Venedig",?,?,55387
"Rheinland-Pfalz",?,?,55238
"The Beatles",?,?,55234
"Sebastian Kurz",?,?,55230
"Jerry Lee Lewis",?,?,55209
"IPad",?,?,55125
"Emmy-Verleihung 2015",?,?,55102
"Bruce Willis",?,?,55095
"Niki Lauda",?,?,55034
"Charlize Theron",?,?,54993
"Anna Lena Klenke",?,?,54970
"Jonas Hector",?,?,54957
"Viktor Orbán",?,?,54935
"Al-Masdschid al-Harām",?,?,54850
"Griechische Mythologie",?,?,54825
"Fußball-Weltmeisterschaft",?,?,54770
"Robin Williams",?,?,54605
"Hawaii",?,?,54597
"Faschismus",?,?,54577
"Barcelona",?,?,54525
"Leonardo da Vinci",?,?,54525
"Der Räuber Hotzenplotz",?,?,54516
"Bundesstaat der Vereinigten Staaten",?,?,54502
"Newton (Einheit)",?,?,54483
"Rosch ha-Schana",?,?,54444
"Deutsche Sprache",?,?,54407
"Christian Bale",?,?,54394
"Lionel Messi",?,?,54292
"Sonnensystem",?,?,54231
"Empire State Building",?,?,54221
"Kokain",?,?,54212
"Sri Lanka",?,?,54182
"Deutsche Nationalhymne",?,?,54170
"Sowjetunion",?,?,54061
"Gluten",?,?,54013
"Litauen",?,?,54003
"Mayim Bialik",?,?,54001
"Geschwindigkeitsindex",?,?,53955
"Mario Basler",?,?,53900
"Sinus und Kosinus",?,?,53856
"Liste erfolgreicher Filme",?,?,53775
"Nürnberg",?,?,53762
"Raspberry Pi",?,?,53676
"Blutgruppe",?,?,53666
"Istanbul",?,?,53597
"Mexiko",?,?,53549
"Krieg der Sterne",?,?,53525
"Kindertag",?,?,53510
"Minecraft",?,?,53429
"Tatort (Fernsehreihe)",?,?,53345
"CSI: Cyber",?,?,53261
"Heiliges Römisches Reich",?,?,53218
"Till Lindemann",?,?,53115
"Kanarische Inseln",?,?,53089
"Flüchtling",?,?,53060
"Düsseldorf",?,?,52983
"Arthrose",?,?,52782
"US Open 2015",?,?,52766
"Ina Müller",?,?,52761
"Hayden Panettiere",?,?,52754
"Madeira",?,?,52724
"Kolumbien",?,?,52690
"Karl der Große",?,?,52585
"Jakobsweg",?,?,52564
"Rothschild",?,?,52563
"Scarlett Johansson",?,?,52558
"Kontinent",?,?,52547
"H- und P-Sätze",?,?,52543
"Asyl",?,?,52524
"Person of Interest",?,?,52500
"Deutsch",?,?,52442
"Eine schrecklich nette Familie",?,?,52347
"Once Upon a Time – Es war einmal …",?,?,52314
"Lufthansa",?,?,52282
"Ryan Reynolds",?,?,52212
"Evil Dead",?,?,52197
"Landtagswahl in Oberösterreich 2015",?,?,52111
"Priscilla Presley",?,?,52101
"VW-Abgasskandal",?,?,52081
"Keanu Reeves",?,?,52073
"Gregor Gysi",?,?,52073
"Bosnien und Herzegowina",?,?,52051
"Halloween",?,?,51969
"Hannah Herzsprung",?,?,51901
"Sibel Kekilli",?,?,51858
"Natalia Strelchenko",?,?,51833
"Will Smith",?,?,51822
"Zustellanweisung",?,?,51790
"Freddie Mercury",?,?,51734
"RAID",?,?,51704
"Brad Pitt",?,?,51608
"Thüringen",?,?,51582
"Otto von Bismarck",?,?,51557
"Sardinien",?,?,51557
"Roberta Vinci",?,?,51498
"Dan Bilzerian",?,?,51478
"Game of Thrones/Episodenliste",?,?,51418
"Alternative für Deutschland",?,?,51388
"One World Trade Center",?,?,51387
"Bud Spencer",?,?,51365
"Wladimir Wladimirowitsch Putin",?,?,51326
"Dagi Bee",?,?,51324
"Sexualpraktik",?,?,51294
"Donau",?,?,51293
"Liste von Apfelsorten",?,?,51285
"Länderübersicht Steckertypen, Netzspannungen und -frequenzen",?,?,51147
"Sein letztes Rennen",?,?,51118
"Sunniten",?,?,51079
"Standardabweichung",?,?,51075
"Liste der Tatort-Folgen",?,?,51073
"Lupus erythematodes",?,?,51063
"Area 51",?,?,51046
"Weltbevölkerung",?,?,51043
"Freimaurerei",?,?,51024
"Körpertemperatur",?,?,50996
"Bernhard Bettermann",?,?,50814
"Nicolas Cage",?,?,50753
"Maria Kwiatkowsky",?,?,50751
"Hongkong",?,?,50663
"Marvel Cinematic Universe",?,?,50610
"Patriotische Europäer gegen die Islamisierung des Abendlandes",?,?,50589
"VW Golf",?,?,50505
"Ryan Gosling",?,?,50445
"Katja Riemann",?,?,50423
"The Green Mile (Film)",?,?,50377
"Hannover",?,?,50269
"Panzerzug",?,?,50254
"Zelle (Biologie)",?,?,50225
"Greta Garbo",?,?,50191
"Türkisch für Anfänger",?,?,50183
"Liste der größten Schiffe der Welt",?,?,50157
"VW Passat",?,?,50147
"Gardasee",?,?,50124
"Justin Bieber",?,?,50090
"Gemma Arterton",?,?,50032
"Renaissance",?,?,49972
"Osmanisches Reich",?,?,49948
"Monaco",?,?,49904
"Meryl Streep",?,?,49876
"Fußball-Europameisterschaft",?,?,49848
"Lepra",?,?,49677
"Emilia Clarke",?,?,49592
"Barock",?,?,49578
"Ludwig van Beethoven",?,?,49547
"Thrombose",?,?,49511
"Schrei nach Liebe",?,?,49500
"VW Golf VI",?,?,49478
"Europoolpalette",?,?,49428
"Kfz-Kennzeichen (Deutschland)",?,?,49368
"Analverkehr",?,?,49328
"Hauskatze",?,?,49320
"Angelina Jolie",?,?,49244
"Harald Krüger (Manager)",?,?,49180
"Sonne",?,?,49176
"Boxspringbett",?,?,49156
"Lena Meyer-Landrut",?,?,49136
"Mohammed",?,?,49111
"Gibraltar",?,?,49004
"Südtirol",?,?,48971
"Vereinigte Arabische Emirate",?,?,48933
"Andorra",?,?,48910
"Jordanien",?,?,48855
"Taubenschwänzchen",?,?,48758
"Blake Lively",?,?,48743
"Kölner Dom",?,?,48731
"Gicht",?,?,48707
"Buchstabiertafel",?,?,48672
"Präsidentschaftswahl in den Vereinigten Staaten 2016",?,?,48668
"Terence Hill",?,?,48601
"Martina Hingis",?,?,48595
"Gold",?,?,48576
"Medellín-Kartell",?,?,48555
"Syphilis",?,?,48547
"Alles steht Kopf",?,?,48530
"Blochin (Fernsehserie)",?,?,48520
"Maslowsche Bedürfnishierarchie",?,?,48493
"Max Kruse (Autor)",?,?,48446
"Kat Dennings",?,?,48439
"Dubai",?,?,48401
"Sansibar",?,?,48389
"Kalifornien",?,?,48364
"Aufklärung",?,?,48356
"Penis des Menschen",?,?,48333
"Thor (Film)",?,?,48317
"Augsburg",?,?,48315
"Hepatitis C",?,?,48276
"Georgien",?,?,48163
"Swastika",?,?,48130
"Andreas Bourani",?,?,47849
"BMW E46",?,?,47795
"Liste von Android-Versionen",?,?,47725
"Der Patriot (Film)",?,?,47708
"Orgasmus",?,?,47701
"Lucas Reiber",?,?,47692
"Liste mathematischer Symbole",?,?,47674
"Pandorum",?,?,47669
"Goldener Schnitt",?,?,47656
"Namibia",?,?,47610
"Mario Götze",?,?,47576
"Liste von Abkürzungen (Netzjargon)",?,?,47564
"Teneriffa",?,?,47528
"Columbo",?,?,47472
"Wolf",?,?,47451
"Wolfsburg",?,?,47439
"Burnout-Syndrom",?,?,47368
"MC Ren",?,?,47358
"Asien",?,?,47348
"Friedrich Schiller",?,?,47306
"Maine-Coon-Katze",?,?,47302
"Die Rosenheim-Cops",?,?,47302
"Che Guevara",?,?,47299
"Fassbombe",?,?,47265
"Heidelberg",?,?,47230
"Legasthenie",?,?,47179
"Pakistan",?,?,47149
"Islam Jachjajewitsch Timursijew",?,?,47144
"Jugoslawien",?,?,47143
"Cunnilingus",?,?,47075
"Keira Knightley",?,?,47049
"Marvel’s The Avengers",?,?,46980
"Heinz-Christian Strache",?,?,46887
"Amber Heard",?,?,46878
"Mavie Hörbiger",?,?,46728
"Prometheus",?,?,46720
"Rami Malek",?,?,46713
"Deutsches Kaiserreich",?,?,46703
"Concorde",?,?,46701
"Fußball-Weltmeisterschaft 2014",?,?,46697
"Jennifer Lawrence",?,?,46685
"Pascal (Einheit)",?,?,46560
"Thailand",?,?,46560
"Daniel Radcliffe",?,?,46473
"Schleswig-Holstein",?,?,46461
"Vorsätze für Maßeinheiten",?,?,46438
"Chris Kyle",?,?,46405
"Jurassic World",?,?,46390
"Aluminium",?,?,46378
"Cornelia Poletto",?,?,46362
"Bill Gates",?,?,46358
"Blow (Film)",?,?,46341
"Gilmore Girls",?,?,46320
"Chris Pine",?,?,46318
"Tutanchamun",?,?,46234
"Airbus-A320-Familie",?,?,46217
"Bremen",?,?,46194
"Michael Fassbender",?,?,46184
"Bachelor",?,?,46165
"Heckler & Koch",?,?,46163
"Bernsteinzimmer",?,?,46148
"Krampus",?,?,46121
"Viskosität",?,?,46115
"BMW 3er",?,?,46097
"Mercedes-Benz",?,?,46078
"Franz Kafka",?,?,46078
"In aller Freundschaft",?,?,45938
"Reese Witherspoon",?,?,45911
"Armenien",?,?,45885
"Brandenburg",?,?,45863
"Viola Davis",?,?,45855
"Sigmund Freud",?,?,45829
"Metal Gear",?,?,45784
"Ibuprofen",?,?,45734
"Holocaust",?,?,45684
"Sachsen",?,?,45669
"Chris Hemsworth",?,?,45663
"Zeugen Jehovas",?,?,45646
"Korsika",?,?,45636
"Hort auf St Ninian’s Isle",?,?,45634
