Page,Edits,Editors,Views
"RIAS-Prozess",?,?,45599
"Lyme-Borreliose",?,?,45562
"Violetta (Fernsehserie)",?,?,45541
"Cunnilingus",?,?,45541
"Plünderung Roms (410)",?,?,45502
"Kos",?,?,45477
"Prämenstruelles Syndrom",?,?,45477
"Straight Outta Compton (Film)",?,?,45374
"Margot Robbie",?,?,45305
"Römisches Reich",?,?,45257
"Karlsruhe",?,?,45225
"Mettler-Toledo",?,?,45208
"Aluminium",?,?,45185
"Tom Hardy",?,?,45169
"Charlize Theron",?,?,45150
"Quandt (Familie)",?,?,45101
"Miroslav Klose",?,?,45053
"Islam",?,?,45011
"Ludwig XIV.",?,?,44973
"Sturm der Liebe/Rollenbesetzung",?,?,44958
"Dortmund",?,?,44934
"Dan Bilzerian",?,?,44933
"Vietnam",?,?,44856
"Spiegelmans Monster",?,?,44837
"Freimaurerei",?,?,44820
"Thüringen",?,?,44801
"Schallgeschwindigkeit",?,?,44758
"Human Development Index",?,?,44723
"Georgien",?,?,44719
"RAID",?,?,44682
"Peter Kern (Schauspieler)",?,?,44680
"Main Page",?,?,44679
"Schleswig-Holstein",?,?,44663
"Jugoslawien",?,?,44659
"Colin Farrell",?,?,44628
"Schwimmabzeichen",?,?,44589
"Monaco",?,?,44580
"Ehrenlegion",?,?,44575
"Person of Interest",?,?,44561
"Jane the Virgin",?,?,44560
"Pompeji",?,?,44554
"Kokain",?,?,44537
"Caipirinha",?,?,44527
"Saudi-Arabien",?,?,44521
"Sonne",?,?,44461
"Grönland",?,?,44416
"Kirsten Dunst",?,?,44379
"21 Jump Street (Film)",?,?,44372
"Samenerguss",?,?,44369
"VW Golf",?,?,44334
"Lettland",?,?,44293
"Sandra Bullock",?,?,44286
"Kurt Cobain",?,?,44245
"Zeugen Jehovas",?,?,44221
"Osmanisches Reich",?,?,44161
"Vaginalverkehr",?,?,44114
"Figuren aus Star Wars",?,?,44112
"Helge Schneider",?,?,44089
"Robert Downey junior",?,?,44080
"Georg VI. (Vereinigtes Königreich)",?,?,44044
"Rügen",?,?,44043
"Richard Wagner",?,?,44010
"Rosario Dawson",?,?,44008
"Die Bestimmung – Insurgent",?,?,43989
"Willy Brandt",?,?,43985
"The Wolf of Wall Street (2013)",?,?,43948
"Das Lied von Eis und Feuer",?,?,43876
"Fuerteventura",?,?,43789
"Kap Verde",?,?,43774
"Mensch",?,?,43770
"Ludwig II. (Bayern)",?,?,43734
"Gold",?,?,43732
"Bitcoin",?,?,43712
"Frederick Lau",?,?,43621
"Hawker Hunter",?,?,43619
"Matrix (Film)",?,?,43607
"Couscous",?,?,43590
"Janet Parker",?,?,43551
"Johnny Cash",?,?,43531
"Caitlyn Jenner",?,?,43516
"MoTrip",?,?,43509
"Hamburger SV",?,?,43449
"Transatlantisches Freihandelsabkommen",?,?,43444
"Couzinet 70",?,?,43418
"Faschismus",?,?,43414
"Vereinigte Arabische Emirate",?,?,43398
"Marder",?,?,43394
"Scharlach",?,?,43369
"Estland",?,?,43353
"Cindy aus Marzahn",?,?,43324
"Clint Eastwood",?,?,43252
"Switched at Birth (Fernsehserie)",?,?,43249
"HTTP-Statuscode",?,?,43192
"Burj Khalifa",?,?,43182
"Bienen",?,?,43178
"Ibuprofen",?,?,43150
"Standardabweichung",?,?,43023
"Ryan Gosling",?,?,42904
"Bed & Breakfast",?,?,42888
"Nymphs",?,?,42856
"Cameron Diaz",?,?,42844
"Stefanie Heinzmann",?,?,42814
"Melissa Joan Hart",?,?,42807
"Tom Hanks",?,?,42773
"Constantine (Film)",?,?,42758
"Gilmore Girls",?,?,42723
"VfL Wolfsburg",?,?,42706
"Emma Stone",?,?,42693
"Lost in Translation",?,?,42688
"Christina Aguilera",?,?,42671
"Epilepsie",?,?,42653
"FC Schalke 04",?,?,42637
"Hape Kerkeling",?,?,42632
"Das Boot (Film)",?,?,42602
"Elbe",?,?,42531
"Präsidentschaftswahl in der Türkei 2014",?,?,42488
"Virtual Private Network",?,?,42485
"Ford Mustang",?,?,42481
"Ryan Dunn",?,?,42460
"Whisky",?,?,42402
"Harrison Ford",?,?,42365
"Morgan Freeman",?,?,42335
"Prostata",?,?,42300
"Borussia Mönchengladbach",?,?,42299
"Eike Immel",?,?,42298
"Dirk Nowitzki",?,?,42273
"Tierkreiszeichen",?,?,42268
"Gelbe Haarqualle",?,?,42241
"Walhalla",?,?,42208
"Helmut Kohl",?,?,42197
"Ingolstadt",?,?,42197
"Leopard 2",?,?,42171
"Alex Pettyfer",?,?,42170
"Amy Schumer",?,?,42163
"Gina-Lisa Lohfink",?,?,42161
"Leo Frank (Fabrikdirektor)",?,?,42140
"Karl der Große",?,?,42124
"Newton (Einheit)",?,?,42112
"Meteor",?,?,42080
"Marvel’s The Avengers",?,?,42017
"Malcolm mittendrin",?,?,42008
"Weltbevölkerung",?,?,41990
"Flughafen Berlin Brandenburg",?,?,41961
"Al Pacino",?,?,41948
"Zürich",?,?,41929
"Aachen",?,?,41926
"Englische Sprache",?,?,41913
"FC Barcelona",?,?,41899
"Stechmücken",?,?,41823
"Till Lindemann",?,?,41778
"In aller Freundschaft",?,?,41776
"Matt Damon",?,?,41776
"Sherlock Holmes",?,?,41756
"Camille Claudel",?,?,41701
"Swastika",?,?,41698
"Der Herr der Ringe (Filmtrilogie)",?,?,41690
"Simon Pegg",?,?,41657
"Anna Kendrick",?,?,41655
"Würzburg",?,?,41547
"FK Qəbələ",?,?,41537
"Mount Everest",?,?,41517
"Tatort (Fernsehreihe)",?,?,41467
"Patrick Swayze",?,?,41466
"Bianca Heinicke",?,?,41460
"Lübeck",?,?,41457
"Steve McQueen (Schauspieler)",?,?,41424
"Ed Sheeran",?,?,41423
"Buchsbaumzünsler",?,?,41393
"Ignaz Semmelweis",?,?,41383
