Page,Edits,Editors,Views
"Berliner Mauer",?,?,63080
"BMW E90",?,?,63050
"Lockheed Martin F-22",?,?,63028
"Wacken Open Air",?,?,63015
"Indonesien",?,?,62945
"Liste der Disney-Filme",?,?,62882
"Euro",?,?,62821
"Bob Marley",?,?,62819
"Mayim Bialik",?,?,62596
"Ringelnatter",?,?,62534
"Iris Berben",?,?,62467
"Fußball-Bundesliga",?,?,62373
"Bradley Cooper",?,?,62069
"Magic Mike (Film)",?,?,61905
"Montenegro",?,?,61886
"Marvel’s Agents of S.H.I.E.L.D.",?,?,61833
"Keanu Reeves",?,?,61820
"Heiko Maas",?,?,61783
"Marie Avgeropoulos",?,?,61755
"Heath Ledger",?,?,61754
"Casablanca (Film)",?,?,61688
"Brittany Murphy",?,?,61684
"Michael Schumacher",?,?,61633
"Lionel Messi",?,?,61625
"Niedersachsen",?,?,61559
"Rechnung",?,?,61544
"Osteopathie (Alternativmedizin)",?,?,61519
"Marie Antoinette",?,?,61415
"Wolkenfrei",?,?,61401
"WhatsApp",?,?,61271
"Sean Connery",?,?,61206
"Julianne Hough",?,?,61186
"Lynn Anderson",?,?,61178
"Paris",?,?,60902
"Aufmerksamkeitsdefizit-/Hyperaktivitätsstörung",?,?,60848
"Star Wars: Das Erwachen der Macht",?,?,60657
"Batman & Robin",?,?,60604
"Doctor Who",?,?,60600
"Ich bin Nummer Vier",?,?,60560
"Will Smith",?,?,60418
"From Dusk Till Dawn",?,?,60349
"Slowenien",?,?,60236
"Kasachstan",?,?,60234
"Sri Lanka",?,?,60225
"Fußball-Europameisterschaft 2016",?,?,59959
"Heidenau (Sachsen)",?,?,59783
"Anschlag im Thalys-Zug 9364",?,?,59706
"Thailand",?,?,59665
"Stuttgart",?,?,59652
"Sido",?,?,59629
"American Hustle",?,?,59602
"Universal Serial Bus",?,?,59458
"Anja Reschke",?,?,59392
"Madeira",?,?,59314
"Airbus-A320-Familie",?,?,59275
"Castle (Fernsehserie)",?,?,59188
"Hawaii",?,?,59172
"Rachel McAdams",?,?,59116
"Brasilien",?,?,59070
"DFB-Pokal",?,?,59029
"Liste von Pornodarstellerinnen",?,?,59002
"Vin Diesel",?,?,58889
"Salma Hayek",?,?,58880
"Lukas Podolski",?,?,58851
"Gute Zeiten, schlechte Zeiten",?,?,58835
"Kate Beckinsale",?,?,58824
"Sophia Thomalla",?,?,58742
"Marvel Cinematic Universe",?,?,58633
"Reese Witherspoon",?,?,58627
"Luxemburg",?,?,58600
"Frank Thelen",?,?,58545
"Magic Mike XXL",?,?,58542
"Griechisches Alphabet",?,?,58466
"Daniela Katzenberger",?,?,58452
"Rebecca Ferguson (Schauspielerin)",?,?,58364
"Edersee",?,?,58360
"Johann Wolfgang von Goethe",?,?,58351
"Gotham (Fernsehserie)",?,?,58346
"Kevin Kurányi",?,?,58179
"Kingsman: The Secret Service",?,?,58164
"Tupac Shakur",?,?,58155
"Sarah Connor",?,?,58122
"Minecraft",?,?,57946
"Game of Thrones/Episodenliste",?,?,57888
"Christoph Waltz",?,?,57878
"Californication",?,?,57868
"Lilo & Stitch (Fernsehserie)",?,?,57862
"Terroranschläge am 11. September 2001",?,?,57837
"Helgoland",?,?,57776
"Mond",?,?,57734
"Klitoris",?,?,57714
"Jennifer’s Body – Jungs nach ihrem Geschmack",?,?,57689
"Geisterschlacht",?,?,57680
"Hand-Fuß-Mund-Krankheit",?,?,57636
"Donau",?,?,57582
"Bob Dylan",?,?,57414
"Fantastic Four (2015)",?,?,57404
"Defiance (Fernsehserie)",?,?,57372
"Lupus erythematodes",?,?,57339
"Judith Williams",?,?,57289
"Samuel Koch",?,?,57210
"American Sniper",?,?,57210
"Emily Blunt",?,?,57070
"Dienstgrade der Bundeswehr",?,?,57013
"DFB-Pokal 2015/16",?,?,56886
"Die Chroniken von Narnia",?,?,56883
"Blutgruppe",?,?,56859
"Barack Obama",?,?,56825
"Kuba",?,?,56778
"Jakobsweg",?,?,56740
"Kriebelmücken",?,?,56670
"Natalja Wadimowna Moltschanowa",?,?,56637
"Guardians of the Galaxy",?,?,56616
"Alarm für Cobra 11 – Die Autobahnpolizei",?,?,56567
"Jeremy Renner",?,?,56543
"Venedig",?,?,56543
"Iron Man (Film)",?,?,56411
"Kelly Trump",?,?,56359
"Kanarische Inseln",?,?,56359
"Bulgarien",?,?,56242
"Explosion in Tianjin 2015",?,?,56124
"C&A",?,?,56114
"X-Men: Erste Entscheidung",?,?,56083
"Ethanol",?,?,56060
"DFL-Supercup",?,?,56031
"Kylie Jenner",?,?,55982
"Liste der 500 reichsten Deutschen",?,?,55926
"The Undertaker",?,?,55869
"Peter Dinklage",?,?,55824
"Adriano Celentano",?,?,55815
"Jan Josef Liefers",?,?,55786
"Boeing 747",?,?,55711
"Prag",?,?,55682
"Liam Neeson",?,?,55592
"Julia Jasmin Rühle",?,?,55455
"Denzel Washington",?,?,55413
"Sexualpraktik",?,?,55380
"Leo Trotzki",?,?,55332
"Shades of Grey",?,?,55288
"Rubbeldiekatz",?,?,55288
"Mad Max: Fury Road",?,?,55269
"Chronisch obstruktive Lungenerkrankung",?,?,55250
"Liechtenstein",?,?,55238
"Cookie",?,?,55231
"Marteria",?,?,55181
"Finnland",?,?,55180
"Afghanistan",?,?,55158
"Elton (Moderator)",?,?,55094
"Schutzart",?,?,55070
"Instagram",?,?,55055
"Uruguay",?,?,55054
"Rom",?,?,55029
"White Collar (Fernsehserie)",?,?,54993
"Deutsche Wespe",?,?,54953
"Amphetamin",?,?,54885
"Bushido (Rapper)",?,?,54881
"Syphilis",?,?,54878
"100-Meter-Lauf",?,?,54801
"Pen-&-Paper-Rollenspiel",?,?,54788
"Herbert Quandt",?,?,54725
"Bundesvision Song Contest",?,?,54708
"Heinrich Prinz von Hannover",?,?,54700
"Mark Wahlberg",?,?,54700
"Düsseldorf",?,?,54669
"X-Men (Filmreihe)",?,?,54665
"RB Leipzig",?,?,54650
"Pest",?,?,54605
"Once Upon a Time – Es war einmal …",?,?,54472
"Liste der größten Schiffe der Welt",?,?,54286
"Adam Sandler",?,?,54196
"Panzerzug",?,?,54073
"Diabetes mellitus",?,?,54063
"Hessen",?,?,53981
"Taylor Swift",?,?,53713
"Südtirol",?,?,53685
"Chris Hemsworth",?,?,53559
"Bali",?,?,53539
"Puerto Rico",?,?,53534
"Amsterdam",?,?,53451
"Zac Efron",?,?,53436
"Bundesstaat der Vereinigten Staaten",?,?,53388
"Rammstein",?,?,53369
"Europoolpalette",?,?,53309
"Kay One",?,?,53293
"Istanbul",?,?,53261
"Penis des Menschen",?,?,53155
"Michael Fassbender",?,?,53149
"Orgasmus",?,?,53146
"Gletschermilch",?,?,53122
"Bruce Willis",?,?,53110
"Nürnberg",?,?,53070
"The Affair",?,?,53069
"Tianjin",?,?,53050
"Trance – Gefährliche Erinnerung",?,?,53022
"Die wilden Siebziger",?,?,52908
"Der Räuber Hotzenplotz",?,?,52894
"Sansibar",?,?,52882
"Griechische Mythologie",?,?,52881
"Audi Cup",?,?,52824
"Logan Lerman",?,?,52677
"Länderübersicht Steckertypen, Netzspannungen und -frequenzen",?,?,52594
"Münster (Westfalen)",?,?,52586
"Meryl Streep",?,?,52558
"Heidelberg",?,?,52548
"Rheinland-Pfalz",?,?,52544
"Andreas Gabalier",?,?,52429
"Audi",?,?,52398
"Ukraine",?,?,52355
"Teneriffa",?,?,52333
"Mexikanische Chia",?,?,52294
"Erwin Hagedorn",?,?,52279
"Korsika",?,?,52191
"Tesla Motors",?,?,52167
"Analverkehr",?,?,52141
"Todsünde",?,?,52126
"Slughorn",?,?,52013
"Wolfgang Amadeus Mozart",?,?,52008
"Hannover",?,?,52000
"Victoria (2015)",?,?,51882
"Magnetresonanztomographie",?,?,51836
"Liste der Länder Europas",?,?,51697
"Mergers & Acquisitions",?,?,51675
"Netzpolitik.org",?,?,51647
"Die totale Erinnerung – Total Recall",?,?,51576
"Gicht",?,?,51551
"Lichtgeschwindigkeit",?,?,51543
"Lufthansa",?,?,51530
"Codename U.N.C.L.E.",?,?,51442
"Matthew McConaughey",?,?,51423
"James Franco",?,?,51354
"Portugal",?,?,51350
"The Walking Dead (Fernsehserie)/Episodenliste",?,?,51225
"Schottland",?,?,51199
"Zypern",?,?,51175
"Natalie Portman",?,?,51109
"Room 8",?,?,51100
"Liste von Serienmördern",?,?,51084
"Down-Syndrom",?,?,51037
"Sturm der Liebe",?,?,51014
"Trier",?,?,50945
"Gluten",?,?,50914
"Carolin Kebekus",?,?,50909
"Volkswagen AG",?,?,50862
"Litauen",?,?,50835
"Margos Spuren",?,?,50808
"Angelina Jolie",?,?,50794
"Schengener Abkommen",?,?,50787
"Rasseliste",?,?,50753
"8 Mile (Film)",?,?,50706
"Microsoft Windows 10",?,?,50678
"Sarah Elena Timpe",?,?,50653
"Sylvester Stallone",?,?,50652
"Los Angeles",?,?,50612
"Marokko",?,?,50594
"Kreuzotter",?,?,50522
"Tesla Model S",?,?,50495
"Barcelona",?,?,50457
"Kevin James",?,?,50319
"Erde",?,?,50308
"Sylt",?,?,50298
"Zustellanweisung",?,?,50258
"Jeepomotive",?,?,50254
"AnnenMayKantereit",?,?,50167
"Ostsee",?,?,50165
"Liste der größten Metropolregionen der Welt",?,?,50097
"Warschauer Aufstand",?,?,50084
"Myanmar",?,?,50049
"Amanda Seyfried",?,?,50017
"Maine-Coon-Katze",?,?,49971
"Dating Queen",?,?,49880
"Südafrika",?,?,49876
"Hongkong",?,?,49806
"Batman",?,?,49765
"Tilidin",?,?,49762
"Er ist wieder da",?,?,49749
"Desperate Housewives",?,?,49723
"Papierformat",?,?,49708
"Guppy (Flugzeug)",?,?,49699
"Modern Family",?,?,49675
"Beatrice Egli",?,?,49644
"Terminator (Film)",?,?,49630
"BMW E46",?,?,49630
"Klaas Heufer-Umlauf",?,?,49560
"Mexiko",?,?,49558
"Schloss Neuschwanstein",?,?,49493
"Afrika",?,?,49479
"Bosnien und Herzegowina",?,?,49473
"Asiatische Tigermücke",?,?,49299
"Fußball-Bundesliga 2015/16",?,?,49283
"Tomorrowland",?,?,49245
"Dubai",?,?,49194
"The Originals (Fernsehserie)",?,?,49184
"Skien",?,?,49118
"Malediven",?,?,49094
"Felix Jaehn",?,?,49084
"Palmyra",?,?,49013
"The 100/Episodenliste",?,?,48998
"Thomas Uhl",?,?,48984
"Deichkind",?,?,48977
"Die Toten Hosen",?,?,48901
"Sowjetunion",?,?,48838
"Freiburg im Breisgau",?,?,48820
"Boeing 777",?,?,48796
"Soziopathie",?,?,48769
"Chris Pratt",?,?,48749
"Ägypten",?,?,48743
"Jochen Bendel",?,?,48653
"The Big Bang Theory/Episodenliste",?,?,48630
"Deutsche Sprache",?,?,48622
"Fort Hancock",?,?,48518
"Augsburg",?,?,48487
"Präsidentschaftswahl in den Vereinigten Staaten 2016",?,?,48433
"England",?,?,48420
"Boeing 737",?,?,48391
"NATO",?,?,48366
"Sebastian Kurz",?,?,48341
"Kölner Dom",?,?,48331
"Heiliges Römisches Reich",?,?,48288
"Skoliose",?,?,48257
"Arthrose",?,?,48208
"The Beatles",?,?,48166
"Chemtrail",?,?,48159
"Bayer 04 Leverkusen",?,?,48149
"Fellatio",?,?,48116
"Generalbundesanwalt beim Bundesgerichtshof",?,?,48090
"Slowakei",?,?,48081
"Thrombose",?,?,47883
"El Niño",?,?,47827
"Große Winkelspinne",?,?,47809
"Shailene Woodley",?,?,47765
"Fast verheiratet",?,?,47759
"Melissa McCarthy",?,?,47752
"Projekt Riese",?,?,47656
"Liste der Episoden von Alarm für Cobra 11 – Die Autobahnpolizei",?,?,47633
"Troja (Film)",?,?,47564
"Jumanji",?,?,47551
"Rothschild",?,?,47544
"Friedrich Nietzsche",?,?,47505
"Libellen",?,?,47502
"Matthias Schweighöfer",?,?,47478
"Chloë Grace Moretz",?,?,47474
"Anton Zetterholm",?,?,47468
"Libanon",?,?,47416
"Ashton Kutcher",?,?,47415
"Bachelor",?,?,47413
"Suge Knight",?,?,47350
"John Cena",?,?,47326
"Sachsen",?,?,47271
"Z Nation",?,?,47249
"Dieter Hallervorden",?,?,47208
"Explosionskatastrophe von Tianjin 2015",?,?,47201
"BMW 3er",?,?,47198
"Peter Lustig",?,?,47146
"Buddhismus",?,?,47130
"Watchmen",?,?,47106
"Sense8",?,?,47060
"Fußball-Ligasystem in Deutschland",?,?,47046
"Helmut Schmidt",?,?,47010
"Uli Hoeneß",?,?,47000
"Ryan Phillippe",?,?,46961
"Hauskatze",?,?,46869
"Zöliakie",?,?,46839
"Jesiden",?,?,46820
"Bruce Lee",?,?,46815
"Bundeswehr",?,?,46804
"Emma Watson",?,?,46788
"Christian Bale",?,?,46756
"Liste von Abkürzungen (Netzjargon)",?,?,46749
"Fifty Shades of Grey (Film)",?,?,46704
"Liste von Android-Versionen",?,?,46666
"Hör mal, wer da hämmert",?,?,46647
"Bremen",?,?,46582
"Snapchat",?,?,46521
"Cilla Black",?,?,46514
"Deutsche Demokratische Republik",?,?,46493
"How to Get Away with Murder",?,?,46477
"Kurden",?,?,46460
"Bukkake",?,?,46396
"Eiffelturm",?,?,46367
"Methamphetamin",?,?,46361
"Mannheim",?,?,46353
"Dreißigjähriger Krieg",?,?,46352
"Blitz",?,?,46351
"Roanoke (Kolonie)",?,?,46348
"Elisabeth von Österreich-Ungarn",?,?,46258
"Stieg Larsson",?,?,46246
"Yvonne Catterfeld",?,?,46240
"Raspberry Pi",?,?,46219
"Der Hobbit (Filmtrilogie)",?,?,46206
"UEFA Europa League",?,?,46203
"Pixels",?,?,46183
"Bernsteinzimmer",?,?,46168
"Die Simpsons",?,?,46167
"SAP",?,?,46143
"Thomas Müller (Fußballspieler)",?,?,46038
"Borreliose",?,?,45981
"Lucas Cordalis",?,?,45955
"Liste der Tatort-Folgen",?,?,45931
"King of Queens",?,?,45906
"Miley Cyrus",?,?,45891
"Bundespräsident (Deutschland)",?,?,45877
"Armenien",?,?,45765
"Kalifornien",?,?,45752
"Brandenburg",?,?,45711
"VW Golf VII",?,?,45699
"Che Guevara",?,?,45675
