Page,Edits,Editors,Views
"Lied der Deutschen",1,1,117894
"Gisele Bündchen",12,9,117844
"Hannah Arendt",10,8,117484
"Frankreich",8,7,117004
"Vampire Diaries",17,12,116508
"Stephen Hawking",3,2,116494
"Liste in Deutschland vorhandener Dampflokomotiven",?,?,116440
"Jamie Dornan",?,?,115665
"Frauke Petry",?,?,115375
"Opel",?,?,114498
"Dakota Johnson",?,?,114418
"Biathlon-Weltmeisterschaften 2017",?,?,114348
"Inge Keller",?,?,114054
"Bundeskanzler (Deutschland)",?,?,113136
"Justin Trudeau",?,?,112883
"Marcel Hirscher",?,?,112841
"Lethal Weapon (Fernsehserie)",?,?,112747
"Periodensystem",?,?,112467
"Goldie Hawn",?,?,112129
"Island",?,?,111584
"Präsidentschaftswahl in Frankreich 2017",?,?,110487
"Mitgliedstaaten der Europäischen Union",?,?,110416
"Kurt Cobain",?,?,109741
"Oroville-Staudamm",?,?,109707
"Figuren aus dem Marvel-Universum",?,?,109540
"Liste der Kfz-Kennzeichen in Deutschland",?,?,109253
"Pablo Escobar",?,?,109006
"Liste der IPA-Zeichen",?,?,108262
"Arrival (Film)",?,?,108085
"John Wick",?,?,108064
"Lotte (Westfalen)",?,?,107730
"Matthias Schweighöfer",?,?,107344
"Alpine Skiweltmeisterschaft 2017",?,?,107254
"Indien",?,?,106399
"Grey’s Anatomy",?,?,106184
"Trainspotting – Neue Helden",?,?,106177
"Shameless (US-amerikanische Fernsehserie)",?,?,105875
"Leonardo DiCaprio",?,?,105450
"Joachim Gauck",?,?,104180
"Bayern",?,?,103387
"Tim Bendzko",?,?,102604
"Björn Höcke",?,?,102344
"Die Bestimmung – Divergent",?,?,101845
"Sex",?,?,101788
"Ruby O. Fee",?,?,101625
"New York City",?,?,101078
"RB Leipzig",?,?,100940
"Lena Meyer-Landrut",?,?,100597
"Al Jarreau",?,?,100545
"Stefan Kretzschmar",?,?,99869
"Limitless (Fernsehserie)",?,?,99733
"Israel",?,?,99101
"American Horror Story",?,?,99081
"München",?,?,98886
"Scharlach",?,?,98753
"Nordrhein-Westfalen",?,?,98533
"Vereinigtes Königreich",?,?,98345
"House of Cards (Fernsehserie)",?,?,97880
"Rosamund Pike",?,?,97767
"Türkei",?,?,97335
"Malta",?,?,97068
"Édith Piaf",?,?,96954
"Oscar",?,?,96596
"Supernatural",?,?,96455
"Hidden Figures – Unerkannte Heldinnen",?,?,96378
"Volksrepublik China",?,?,95894
"Wien",?,?,95772
"The Kelly Family",?,?,95478
"Mark Wahlberg",?,?,94807
"BDSM",?,?,94803
"Geschlechtsverkehr",?,?,94518
"Elon Musk",?,?,94404
"Kellyanne Conway",?,?,94247
"Ivanka Trump",?,?,94089
"Rosenmontag",?,?,93938
"Schizophrenie",?,?,93828
"Singapur",?,?,93105
"Suits (Fernsehserie)",?,?,93066
"Niederlande",?,?,92864
"Johnny Depp",?,?,92560
"Hacksaw Ridge – Die Entscheidung",?,?,92226
"Christian Ulmen",?,?,91935
"Multiple Sklerose",?,?,91539
"Barack Obama",?,?,91487
"Narrenruf",?,?,91438
"Beyoncé",?,?,91233
"Borderline-Persönlichkeitsstörung",?,?,90928
"Riverdale (Fernsehserie)",?,?,90856
"Köln",?,?,90825
"FC Bayern München",?,?,90489
"Breaking Bad",?,?,90368
"Suicide Squad (Film)",?,?,90359
"Internet Movie Database",?,?,90110
"Martin Lüttge",?,?,89983
"Modern Family",?,?,89935
"Felix Neureuther",?,?,89519
"Gil Ofarim",?,?,89329
"Narzissmus",?,?,89313
"Levina",?,?,89111
"Vagina",?,?,88778
"Dwayne Johnson",?,?,88242
"Konfektionsgröße",?,?,88152
"Kim Jong-un",?,?,87334
"Autismus",?,?,87241
"Spanien",?,?,87240
"Nordkorea",?,?,87068
"Schweden",?,?,86987
"Bundestagswahl 2017",?,?,86829
"Johann Wolfgang von Goethe",?,?,86677
"Verwandtschaftsbeziehung",?,?,86616
"Germany’s Next Topmodel",?,?,86559
"Incoterms",?,?,86552
"Hawaii Five-0",?,?,86529
"Die Bestimmung – Insurgent",?,?,85624
"Polen",?,?,85371
"Saoirse Ronan",?,?,85344
"Groupe PSA",?,?,85222
"Two and a Half Men",?,?,84990
"Mark Forster",?,?,84925
"Bipolare Störung",?,?,84769
"Japan",?,?,84497
"Pain & Gain",?,?,84462
"Iran",?,?,84121
"Stoffwechselstörung",?,?,84047
"Wolfgang Amadeus Mozart",?,?,84043
"RMS Titanic",?,?,83842
"Fifty Shades of Grey – Gefährliche Liebe",?,?,83815
"Karl der Große",?,?,83788
"Freiheitsstatue",?,?,83306
"Vietnamkrieg",?,?,83032
"Eminem",?,?,82968
"Batman v Superman: Dawn of Justice",?,?,82725
"Albert Einstein",?,?,82718
"Hashimoto-Thyreoiditis",?,?,82567
"James Bond",?,?,82390
"Castle (Fernsehserie)",?,?,82372
"Ole Einar Bjørndalen",?,?,82364
"Lipödem",?,?,82201
"Heidi Klum",?,?,81698
"Empathie",?,?,81549
"Gray-Code",?,?,81537
"Norwegen",?,?,81535
"Frankfurt am Main",?,?,81415
"Mel Gibson",?,?,81298
"Napoleon Bonaparte",?,?,81268
"Deutsche Bahn",?,?,81079
"Blindspot",?,?,81058
"Neuseeland",?,?,80994
"Islamischer Staat (Organisation)",?,?,80953
"Rumänien",?,?,80781
"Mauritius",?,?,80676
"Carsten Mohren",?,?,80467
"Vereinte Nationen",?,?,80196
"George Clooney",?,?,80146
"Gilmore Girls",?,?,80107
"Der Pate (Film)",?,?,80070
"Star Wars",?,?,79827
"Der Lehrer (Fernsehserie)",?,?,79816
"Sahra Wagenknecht",?,?,79770
"Sherlock (Fernsehserie)",?,?,79724
"Keuchhusten",?,?,79688
"London",?,?,79679
"Tim Mälzer",?,?,79458
"Elke Büdenbender",?,?,79417
"Adele (Sängerin)",?,?,79328
"Nora Tschirner",?,?,79327
"Heath Ledger",?,?,79292
"Liste der Großstädte in Deutschland",?,?,79133
"Weibliche Genitalverstümmelung",?,?,79107
"Der Bachelor",?,?,79071
"Alternative für Deutschland",?,?,79024
"Liste der Staaten der Erde",?,?,78987
"Seychellen",?,?,78883
"Harry Potter",?,?,78832
"Dienstgrade der Bundeswehr",?,?,78640
"Präsident der Vereinigten Staaten",?,?,78635
"Morbus Crohn",?,?,78574
"Bruce Lee",?,?,78509
"Arnold Schwarzenegger",?,?,78505
"Otto Mannesmann",?,?,77942
"Berliner Mauer",?,?,77846
"Aschermittwoch",?,?,77798
"Holocaust",?,?,77781
"Sons of Anarchy",?,?,77739
"Body-Mass-Index",?,?,77667
"Tuberkulose",?,?,77562
"Stranger Things",?,?,77551
"Griechisches Alphabet",?,?,77377
"Lebenslange Freiheitsstrafe",?,?,77293
"Mata Hari",?,?,77208
"Der Pate III",?,?,77043
"Bitcoin",?,?,76897
"UEFA Champions League",?,?,76594
"Kollegah",?,?,76091
"Black Mirror (Fernsehserie)",?,?,76047
"Google",?,?,76029
"Maria Stuart",?,?,75993
"Tim Raue",?,?,75937
"Bachelor",?,?,75860
"Melissa McCarthy",?,?,75850
"Titanic (1997)",?,?,75638
"The Walking Dead (Fernsehserie)/Staffel 7",?,?,75559
"Mila Kunis",?,?,75448
"Eurovision Song Contest 2017",?,?,75426
"Carnet",?,?,75227
"John F. Kennedy",?,?,75058
"YouTube",?,?,74913
"Dänemark",?,?,74759
"Bundeswehr",?,?,74667
"Google Übersetzer",?,?,74442
"A4-Format",?,?,74426
"Emmanuel Macron",?,?,74344
"Fastenzeit",?,?,74202
"Snow White and the Huntsman",?,?,74103
"Tom Ellis",?,?,73956
"Kroatien",?,?,73810
"Snapchat",?,?,73798
"Marokko",?,?,73789
"Angelina Jolie",?,?,73776
"Watergate-Affäre",?,?,73613
"Will Smith",?,?,73611
"Mercedes-Benz Baureihe 204",?,?,73604
"Vulva",?,?,73453
"Olivia Jones",?,?,73391
"Arsène Wenger",?,?,73329
"Philip, Duke of Edinburgh",?,?,73168
"Hacker",?,?,73138
"Kim Dotcom",?,?,72708
"Mexiko",?,?,72691
"Lupus erythematodes",?,?,72615
"Bridget Moynahan",?,?,72467
"Michael Jackson",?,?,72187
"Baden-Württemberg",?,?,72118
"Der Bergdoktor (2008)",?,?,72061
"Jake Gyllenhaal",?,?,72015
"Jennifer Lawrence",?,?,71984
"Facebook",?,?,71851
"Alexander Hold",?,?,71734
"Köln 50667",?,?,71632
"Scarlett Johansson",?,?,71555
"YouPorn",?,?,71206
"Unbreakable – Unzerbrechlich",?,?,71192
"Jason Statham",?,?,71103
"Griechenland",?,?,70557
"SAP",?,?,70525
"Instagram",?,?,70432
"Münster (Westfalen)",?,?,70394
"Audrey Hepburn",?,?,70206
"Florian Bartholomäi",?,?,69849
"Ender’s Game – Das große Spiel",?,?,69780
"Berlin – Tag & Nacht",?,?,69776
"Amyotrophe Lateralsklerose",?,?,69766
"George H. W. Bush",?,?,69673
"Angelo Kelly",?,?,69248
"Elvis Presley",?,?,69192
"VW Golf VII",?,?,69142
"Seelen (Film)",?,?,69116
"Sinus und Kosinus",?,?,69087
"Figuren im Lied von Eis und Feuer",?,?,69004
"Masern",?,?,69004
"Finnland",?,?,68917
"Abgasnorm",?,?,68752
"James McAvoy",?,?,68618
"Afghanistan",?,?,68600
"BMW",?,?,68465
"Emma Watson",?,?,68418
"Paris",?,?,68405
"Liechtenstein",?,?,68395
"The Gambler",?,?,68331
"Atlanta Falcons",?,?,68309
"John Wick: Kapitel 2",?,?,68300
"Die blaue Lagune (1980)",?,?,68296
"Ethanol",?,?,68266
"Michael Wendler (Sänger)",?,?,68186
"Die Insel der besonderen Kinder",?,?,68129
"DVB-T",?,?,68021
"Volkswagen AG",?,?,67917
"Tschechien",?,?,67877
"Passengers (2016)",?,?,67810
"Mahershala Ali",?,?,67783
"Matthias Matschke",?,?,67758
"Jutta Winkelmann",?,?,67744
"New Girl",?,?,67469
"Ghostbusters – Die Geisterjäger",?,?,67400
"Quentin Tarantino",?,?,67329
"Irland",?,?,67280
"Miriam Gössner",?,?,67271
"Agenda 2010",?,?,67245
"Sibel Kekilli",?,?,67241
"Dreißigjähriger Krieg",?,?,67216
"Collien Ulmen-Fernandes",?,?,67091
"Sowjetunion",?,?,66974
"Homeland (Fernsehserie)",?,?,66968
"2 Broke Girls",?,?,66921
"Chris Kyle",?,?,66806
"Tamme Hanken",?,?,66744
"Luxemburg",?,?,66573
"Gossip Girl",?,?,66493
"Heiliges Römisches Reich",?,?,66486
"Lichtjahr",?,?,66470
"Universal Serial Bus",?,?,66454
"Lauren German",?,?,66453
"Dissoziative Identitätsstörung",?,?,66396
"Luzifer",?,?,66370
"Vereinigte Arabische Emirate",?,?,66354
"Let’s Dance (Fernsehsendung)",?,?,66307
"H.P. Baxxter",?,?,66274
"Airbus A380",?,?,66260
"Brad Pitt",?,?,66105
"Islam",?,?,65872
"Milo Yiannopoulos",?,?,65814
"Ragnar Lodbrok",?,?,65812
"Lost Lake (Oregon)",?,?,65785
"Sri Lanka",?,?,65784
"Hongkong",?,?,65708
"Niedersachsen",?,?,65656
"Julian Edelman",?,?,65651
"Lina Larissa Strahl",?,?,65582
"Grönland",?,?,65456
"Stefan Zweig",?,?,65376
"Kohlenstoffmonoxid",?,?,65313
"Marc Terenzi",?,?,65310
"Orange Is the New Black",?,?,65091
"Kosovo",?,?,65047
"Populismus",?,?,65046
"Leipzig",?,?,65046
"TRAPPIST-1",?,?,65028
"Netflix",?,?,65016
"Down-Syndrom",?,?,64924
"Wunderbaum",?,?,64906
"Frozen Ground",?,?,64896
"Oliver Kahn",?,?,64845
"Lena Gercke",?,?,64804
"Tom Hanks",?,?,64757
"Depression",?,?,64732
"Gerard Butler",?,?,64730
"Brasilien",?,?,64718
"Hawaii",?,?,64702
"187 Strassenbande",?,?,64695
"Transgender",?,?,64695
"Südafrika",?,?,64688
"BMW E90",?,?,64606
"Phantastische Tierwesen und wo sie zu finden sind (Film)",?,?,64595
"Weimarer Republik",?,?,64476
"Bones – Die Knochenjägerin",?,?,64309
"Kanarische Inseln",?,?,64199
"Ivana Trump",?,?,64161
"Downton Abbey",?,?,64111
"Deutsche Demokratische Republik",?,?,64083
"Borussia Dortmund",?,?,64073
"Criminal Minds",?,?,64022
"Natalie Portman",?,?,63936
"Weltwunder",?,?,63927
"Sasha (Sänger)",?,?,63878
"Bruttoinlandsprodukt",?,?,63878
"Philippinen",?,?,63799
"Dubai",?,?,63735
"Carolin Kebekus",?,?,63697
"MDMA",?,?,63660
"Dexter (Fernsehserie)",?,?,63573
"Land (Deutschland)",?,?,63522
"Ceuta",?,?,63464
"Josef Hader",?,?,63431
"Masturbation",?,?,63405
"Litauen",?,?,63404
"Bruce Willis",?,?,63337
"Sonnensystem",?,?,63242
"Liste der Länder Europas",?,?,63192
"Afrika",?,?,63131
"X-Men (Filmreihe)",?,?,63070
"Erde",?,?,62952
"Helene Fischer",?,?,62900
"Nicolas Cage",?,?,62834
"Kaley Cuoco",?,?,62820
"Belgien",?,?,62800
"Faschismus",?,?,62754
"Buddhismus",?,?,62732
"Hessen",?,?,62699
"Shakira",?,?,62685
"Kalifornien",?,?,62611
"Liste der Disney-Filme",?,?,62536
"Sigmar Gabriel",?,?,62505
"Michael T. Flynn",?,?,62501
"Biathlon",?,?,62493
"Ursula von der Leyen",?,?,62474
"Ländervorwahlliste sortiert nach Nummern",?,?,62448
"Alpine Skiweltmeisterschaft",?,?,62404
"Ibuprofen",?,?,62389
"Johnny Cash",?,?,62158
"10 Cloverfield Lane",?,?,62097
"Die Satansweiber von Tittfield",?,?,61952
"Dresden",?,?,61823
"Manfred Krug",?,?,61801
"Ashley Judd",?,?,61754
"Jacqueline Kennedy Onassis",?,?,61660
"Los Angeles",?,?,61609
"Weites Land",?,?,61581
"Doctor Who",?,?,61528
"Chorea Huntington",?,?,61527
"Ägypten",?,?,61470
"Kuba",?,?,61463
"Osmanisches Reich",?,?,61403
"Steve Jobs",?,?,61321
"Klitoris",?,?,61319
"Chinesische Mauer",?,?,61152
"Kokain",?,?,60994
"Schutzart",?,?,60984
"Sozialdemokratische Partei Deutschlands",?,?,60910
"Lichtgeschwindigkeit",?,?,60780
"Navy CIS",?,?,60769
"Ku-Klux-Klan",?,?,60752
"Gesetz der Rache",?,?,60744
"Die Bestimmung – Allegiant",?,?,60678
"Bill Gates",?,?,60655
"Elle (2016)",?,?,60651
"Logan – The Wolverine",?,?,60626
"Super Bowl 50",?,?,60625
"Quinoa",?,?,60577
"Kitchen Impossible",?,?,60499
"Newton (Einheit)",?,?,60442
"Richard Hatch (Schauspieler)",?,?,60432
"Karl Marx",?,?,60401
"Cristiano Ronaldo",?,?,60398
"Elyas M’Barek",?,?,60368
"Scientology",?,?,60359
"Pomelo",?,?,60285
"The Mentalist",?,?,60248
"Jim Parsons",?,?,60230
"Syrien",?,?,60223
"Pegah Ferydoni",?,?,60117
"Pfeiffer-Drüsenfieber",?,?,59899
"Tanja Szewczenko",?,?,59865
"Comedian Harmonists (Film)",?,?,59832
"Ina Müller",?,?,59742
"Ludwig Hofmaier",?,?,59651
"White Pearl",?,?,59630
"Harry Potter (Filmreihe)",?,?,59574
"Lucifer",?,?,59570
"Richard Gere",?,?,59535
"Elbphilharmonie",?,?,59531
"Charlie Sheen",?,?,59519
"Thailand",?,?,59409
"Magnetresonanztomographie",?,?,59205
"Terroranschläge am 11. September 2001",?,?,59184
"Parkinson-Krankheit",?,?,59153
"Amphetamin",?,?,59011
"Blutgruppe",?,?,58997
"Rothschild",?,?,58996
"Madeira",?,?,58978
"Stuttgart",?,?,58937
"Vitamin D",?,?,58864
"Rag ’n’ Bone Man",?,?,58808
"Kristen Stewart",?,?,58631
"Breitbart News Network",?,?,58578
"Figuren aus Star Wars",?,?,58560
"Indonesien",?,?,58551
"Meryl Streep",?,?,58498
"Scrum",?,?,58478
"Sezessionskrieg",?,?,58468
"George W. Bush",?,?,58352
"Resident Evil",?,?,58292
"Deutsches Kaiserreich",?,?,58215
"Kontinent",?,?,58213
"Jack Ryan: Shadow Recruit",?,?,58210
"Al Pacino",?,?,58188
"Wincent Weiss",?,?,58186
"Raspberry Pi",?,?,58182
"Prostitution",?,?,58155
"Josefine Preuß",?,?,58086
"Post Tower",?,?,57988
"Ariana Grande",?,?,57945
"Aminosäuren",?,?,57919
"Martin Luther King",?,?,57897
"Deniz Yücel",?,?,57793
"National Football League",?,?,57771
"Hans Sigl",?,?,57766
"Französische Revolution",?,?,57764
"Körpertemperatur",?,?,57670
"Rom",?,?,57592
"The Walking Dead (Fernsehserie)/Episodenliste",?,?,57576
"Methamphetamin",?,?,57561
"Römisches Reich",?,?,57534
"Sylvester Stallone",?,?,57427
"Marvel Cinematic Universe",?,?,57391
"Diabetes mellitus",?,?,57371
"Verblendung (2011)",?,?,57359
"Gold",?,?,57109
"Deutscher Bundestag",?,?,57088
"Portugal",?,?,56976
"Katja Riemann",?,?,56929
"Bertolt Brecht",?,?,56867
"Mia Khalifa",?,?,56858
"Zirkumzision",?,?,56835
"Myanmar",?,?,56801
"Hochzeitstag",?,?,56775
"Joule",?,?,56711
"PH-Wert",?,?,56696
"Sonne",?,?,56617
"Troja (Film)",?,?,56595
"Albanien",?,?,56593
"Ukraine",?,?,56338
"Wladimir Wladimirowitsch Putin",?,?,56337
"The Beatles",?,?,56211
"Liste der Tatort-Folgen",?,?,56206
"Richard Nixon",?,?,56194
"Metamizol",?,?,56098
"H- und P-Sätze",?,?,56065
"Fibromyalgie",?,?,56063
"Kasachstan",?,?,56030
"Leonardo da Vinci",?,?,56027
"Eiffelturm",?,?,55999
"Sansibar",?,?,55820
"Viskosität",?,?,55787
"Vietnam",?,?,55772
"Rebecca (Film)",?,?,55756
"Kalter Krieg",?,?,55702
"Lindsey Vonn",?,?,55625
"Weibliche Ejakulation",?,?,55537
"Schottland",?,?,55536
"Avocado",?,?,55523
"Christoph Kolumbus",?,?,55521
"Otto von Bismarck",?,?,55487
"Andrew Garfield",?,?,55424
"Pulp Fiction",?,?,55377
"Fasching",?,?,55359
"Marine Le Pen",?,?,55324
"Glucose",?,?,55290
"WhatsApp",?,?,55283
"Bilderbuch (Band)",?,?,55144
"Mike Pence",?,?,55109
"Jared Leto",?,?,55059
"Tom Cruise",?,?,55014
"Sia (Sängerin)",?,?,55001
"Goldener Schnitt",?,?,54886
"Der Mandant (Film)",?,?,54786
"Abtreibung",?,?,54662
"Vin Diesel",?,?,54584
"David Bowie",?,?,54538
"Matt Damon",?,?,54536
"Euro",?,?,54533
"Meta Hiltebrand",?,?,54518
"HTTP-Statuscode",?,?,54513
"Rheinland-Pfalz",?,?,54469
"Justin Bieber",?,?,54428
"Charlize Theron",?,?,54371
"Liste von Serienmördern",?,?,54359
"Hanka Rackwitz",?,?,54337
"Amal Clooney",?,?,54308
"Marilyn Monroe",?,?,54259
"Nordische Skiweltmeisterschaften 2017",?,?,54258
"Ungarn",?,?,54222
"Jennifer Aniston",?,?,54151
"Eva Mendes",?,?,54148
"Teneriffa",?,?,54074
"Resident Evil (Film)",?,?,54068
"Betsy DeVos",?,?,54057
"Denzel Washington",?,?,53933
"T2 Trainspotting",?,?,53895
"Mensch",?,?,53885
"The Blacklist",?,?,53777
"Ein Käfig voller Helden",?,?,53757
"Mars (Planet)",?,?,53750
"Kate Hudson",?,?,53743
"Normalverteilung",?,?,53737
"Magdalena Neuner",?,?,53721
"Ludwig II. (Bayern)",?,?,53683
"Wolf",?,?,53656
"Liste mathematischer Symbole",?,?,53622
"Airbus A400M",?,?,53621
"Watt (Einheit)",?,?,53605
"Tesla Model S",?,?,53581
"Mehmet Scholl",?,?,53508
"Wilsberg (Fernsehserie)",?,?,53469
"Ludwig van Beethoven",?,?,53459
"Mond",?,?,53448
"O. J. Simpson",?,?,53422
"Schlacht in der Javasee",?,?,53376
"Sturm der Liebe",?,?,53353
"1984 (Roman)",?,?,53313
"Primzahl",?,?,53279
"Roland Trettl",?,?,53233
"Krätze",?,?,53152
"The Voice Kids",?,?,53066
"NRG Stadium",?,?,53043
"Düsseldorf",?,?,53018
"Engelbert Sonneborn",?,?,53001
"Deutsche Sprache",?,?,52985
"Margot Robbie",?,?,52974
"Alexander Bommes",?,?,52902
"Simon Schempp",?,?,52897
"Drew Barrymore",?,?,52879
"Leopard 2",?,?,52823
"Weltkarte",?,?,52769
"Jan Böhmermann",?,?,52766
"Im Auftrag des Teufels",?,?,52737
"England",?,?,52703
"Burj Khalifa",?,?,52702
"Fab Melo",?,?,52699
"Apple",?,?,52605
"Ludwig XIV.",?,?,52601
"Navy CIS: L.A.",?,?,52597
"Luftangriffe auf Dresden",?,?,52592
"Ring (Film)",?,?,52553
"Sebastian Vollmer",?,?,52522
"Morgan Freeman",?,?,52517
"Philipp Melanchthon",?,?,52474
"Victoria (Vereinigtes Königreich)",?,?,52474
"Rammstein",?,?,52425
"Desperate Housewives",?,?,52216
"Michael Fassbender",?,?,52199
"Caroline Beil",?,?,52180
"Liste der Mitglieder der 16. Bundesversammlung (Deutschland)",?,?,52180
"Conchita Wurst",?,?,52160
"Bushido (Rapper)",?,?,52149
"Sturm der Liebe/Rollenbesetzung",?,?,52148
"Helmut Kohl",?,?,52097
"Chuck Norris",?,?,52090
"Volker Haidt",?,?,52041
"Zinkwand",?,?,52023
"Ronald Reagan",?,?,52004
"Gregor Gysi",?,?,51989
"Sexualpraktik",?,?,51970
"Natalia Wörner",?,?,51872
"Amazon.com",?,?,51846
"Barbara Schöneberger",?,?,51810
"Penis",?,?,51771
"Elisabeth I.",?,?,51770
"Rhein",?,?,51623
"Standardabweichung",?,?,51616
"Liste von Pornodarstellerinnen",?,?,51547
"Norbert Lammert",?,?,51505
"Fargo (Fernsehserie)",?,?,51504
"Android (Betriebssystem)",?,?,51478
"Beat Feuz",?,?,51464
"Freimaurerei",?,?,51336
"Zehn Gebote",?,?,51309
"Lisa-Marie Koroll",?,?,51273
"Selena Gomez",?,?,51220
"Doctor Strange (2016)",?,?,51193
"Interstellar",?,?,51171
"Tesla (Unternehmen)",?,?,51107
"Neil Gorsuch",?,?,51057
"Slowenien",?,?,50992
"Syphilis",?,?,50911
"Gluten",?,?,50872
"Wentworth Miller",?,?,50856
"Road to Perdition",?,?,50819
"Thüringen",?,?,50814
"Sebastian Pannek",?,?,50812
"Codein",?,?,50751
"Tourette-Syndrom",?,?,50735
"Silke Bodenbender",?,?,50713
"Mikaela Shiffrin",?,?,50704
"Amtsenthebungsverfahren",?,?,50696
"Schleswig-Holstein",?,?,50692
"Jackie Chan",?,?,50626
"Star Trek",?,?,50583
"BMW E46",?,?,50580
"Gaius Iulius Caesar",?,?,50501
"Bundesstaat der Vereinigten Staaten",?,?,50491
"BMW F10",?,?,50488
"Tee (Pflanze)",?,?,50444
"Washington, D.C.",?,?,50419
"Paracetamol",?,?,50346
"Pascal (Einheit)",?,?,50314
"Immanuel Kant",?,?,50284
"Damon Wayans",?,?,50121
"Der Spiegel",?,?,50035
"Airbus A350",?,?,50021
"Nikola Tesla",?,?,50001
"BMW F30",?,?,49953
"Desmond Doss",?,?,49944
"Patrick Esume",?,?,49906
"Olympus Has Fallen – Die Welt in Gefahr",?,?,49893
"Wilhelm II. (Deutsches Reich)",?,?,49816
"Darja Domratschawa",?,?,49711
"Wikinger",?,?,49641
"Sophie Scholl",?,?,49615
"Dominikanische Republik",?,?,49606
"Elena Uhlig",?,?,49606
"Paul Verhoeven (Niederlande)",?,?,49586
"Captain Phillips",?,?,49577
"Zypern",?,?,49502
"Robert K. Kraft",?,?,49481
"Malediven",?,?,49478
"Milla Jovovich",?,?,49444
"How I Met Your Mother",?,?,49431
"Herpes Zoster",?,?,49404
"RAID",?,?,49395
"Bläck Fööss",?,?,49391
"Alicia Vikander",?,?,49367
"Karoline Schuch",?,?,49302
"Saudi-Arabien",?,?,49292
"Vaiana – Das Paradies hat einen Haken",?,?,49282
"Roger Federer",?,?,49278
"AC/DC",?,?,49248
"Audi",?,?,49211
"Stanley Tucci",?,?,49211
"Holger Bodendorf",?,?,49172
"Kohlenstoffdioxid",?,?,49167
"Daniele Ganser",?,?,49152
"Creatin-Kinase",?,?,49069
"Emilia Clarke",?,?,49032
"Aluminium",?,?,49026
"Rebecca Immanuel",?,?,48764
"Hugh Jackman",?,?,48758
"Richard Branson",?,?,48725
"Zeugen Jehovas",?,?,48679
"Executive Order 13769",?,?,48628
"Hieronymus Carl Friedrich von Münchhausen",?,?,48626
"John Wetton",?,?,48579
"Kölner Dom",?,?,48562
"Joseph Goebbels",?,?,48541
