Page,Edits,Editors,Views
"Bürgerkrieg in Syrien",?,?,78733
"Johann Wolfgang von Goethe",?,?,78563
"London",?,?,78472
"Rothschild",?,?,78350
"Nordkorea",?,?,78345
"Weltkarte",?,?,78330
"Schweden",?,?,78179
"Miriam Höller",?,?,78059
"Michael Jackson",?,?,77919
"Irland",?,?,77881
"Eugen von Schobert",?,?,77866
"Titanic (1997)",?,?,77518
"Harley Quinn",?,?,77044
"MDMA",?,?,76953
"Brettspiel",?,?,76936
"Sherlock (Fernsehserie)",?,?,76851
"Internet Movie Database",?,?,76797
"John Wayne",?,?,76240
"Uschi Glas",?,?,76208
"Mila Kunis",?,?,76050
"Primzahl",?,?,76040
"Baden-Württemberg",?,?,75957
"Airbus A380",?,?,75902
"Tuberkulose",?,?,75565
"Großer Fermatscher Satz",?,?,75438
"Die Tribute von Panem",?,?,75423
"Leipzig",?,?,75290
"Freiheitsstatue",?,?,75204
"Patrick Swayze",?,?,75083
"Google Übersetzer",?,?,74943
"Harambe (Gorilla)",?,?,74853
"Klartraum",?,?,74788
"Walter Scheel",?,?,74668
"Teenage Mutant Ninja Turtles",?,?,74511
"Wolfgang Amadeus Mozart",?,?,74500
"YouTube",?,?,74334
"Niedersachsen",?,?,74255
"Paralympische Spiele",?,?,74165
"Navy CIS",?,?,74079
"Gotham (Fernsehserie)",?,?,74007
"Breaking Bad",?,?,73975
"Hacker",?,?,73735
"Justin Bieber",?,?,73681
"Münster (Westfalen)",?,?,73414
"Grand Budapest Hotel",?,?,73329
"Clint Eastwood",?,?,73038
"Monsanto",?,?,72907
"Sia (Sängerin)",?,?,72701
"X-Men: Apocalypse",?,?,72559
"Medellín-Kartell",?,?,72403
"UEFA Champions League",?,?,72212
"Michael Fassbender",?,?,72066
"Ländervorwahlliste sortiert nach Nummern",?,?,71867
"Vanessa Low",?,?,71805
"Rhein",?,?,71802
"Lucifer (Fernsehserie)",?,?,71280
"Fußball-Weltmeisterschaft 2018/Qualifikation",?,?,71235
"Vulva",?,?,71137
"Die Simpsons",?,?,71013
"Bautzen",?,?,70918
"IPhone",?,?,70840
"Frédéric von Anhalt",?,?,70751
"Geschlechtsverkehr",?,?,70573
"Frank Stäbler",?,?,70493
"Ash vs. Evil Dead",?,?,70328
"Berliner Mauer",?,?,70290
"Dänemark",?,?,70271
"Kerstin Ott",?,?,70203
"BDSM",?,?,69819
"Mauritius",?,?,69627
"Snapchat",?,?,69571
"Steffi Graf",?,?,69547
"ICE 4",?,?,69279
"Holocaust",?,?,69145
"Apple",?,?,69122
"Sardinien",?,?,68896
"One World Trade Center",?,?,68882
"Down-Syndrom",?,?,68831
"Dissoziale Persönlichkeitsstörung",?,?,68699
"Vietnamkrieg",?,?,68641
"Grayanotoxin",?,?,68465
"Gary D.",?,?,68392
"Bayer AG",?,?,68364
"Griechisches Alphabet",?,?,68362
"Universal Serial Bus",?,?,68359
"Sahra Wagenknecht",?,?,68357
"Disturbed",?,?,68143
"Hornisse",?,?,68085
"Downton Abbey",?,?,68023
"Schloss Neuschwanstein",?,?,67719
"Japan",?,?,67701
"Michael Schumacher",?,?,67686
"The Beatles",?,?,67476
"Eminem",?,?,67275
"Vampire Diaries",?,?,67222
"Bares für Rares",?,?,67173
"Ariana Grande",?,?,67097
"Mukoviszidose",?,?,67029
"Suits (Fernsehserie)",?,?,67022
"Tschechien",?,?,66896
"Jutta Limbach",?,?,66738
"Luxemburg",?,?,66691
"Michael Clarke Duncan",?,?,66510
"Arnold Schwarzenegger",?,?,66445
"Karolína Plíšková",?,?,66412
"Depression",?,?,66339
"Hochzeitstag",?,?,65804
"Cristiano Ronaldo",?,?,65713
"Tom Hanks",?,?,65707
"Kolumbien",?,?,65549
"BMW E90",?,?,65548
"Orange Is the New Black",?,?,65278
"Schnaken",?,?,65263
"Natascha Ochsenknecht",?,?,65234
"Matthias Brandt",?,?,65161
"Berlin – Tag & Nacht",?,?,65023
"Kontinent",?,?,64996
"Gardasee",?,?,64932
"Figuren im Star-Trek-Universum",?,?,64900
"Weltwunder",?,?,64768
"Marilyn Monroe",?,?,64663
"Liste der Staaten der Erde",?,?,64548
"Narzissmus",?,?,64544
"Dienstgrade der Bundeswehr",?,?,64529
"Binomische Formeln",?,?,64475
"Joachim Witt",?,?,64411
"Dresden",?,?,64234
"Kosovo",?,?,64037
"Kaley Cuoco",?,?,64014
"Mallorca",?,?,63987
"Iran",?,?,63944
"Jahreszeit",?,?,63902
"Laurence Douglas Fink",?,?,63770
"Französische Revolution",?,?,63628
"Johnny Depp",?,?,63608
"Leif-Erik Holm",?,?,63550
"Harmony of the Seas",?,?,63536
"Tom Hiddleston",?,?,63452
"Empathie",?,?,63406
"Bastian Schweinsteiger",?,?,63350
"Venedig",?,?,63300
"Max Mannheimer",?,?,63262
"Griechenland",?,?,63101
"Charlie Sheen",?,?,63084
"Legends of Tomorrow",?,?,63025
"Serena Williams",?,?,62983
"Belgien",?,?,62866
"Fear the Walking Dead",?,?,62824
"Cookie",?,?,62816
"Islam",?,?,62764
"Tom Cruise",?,?,62670
"WhatsApp",?,?,62548
"Elon Musk",?,?,62432
"Bodensee",?,?,62114
"Rumänien",?,?,62092
"Jaimie Alexander",?,?,61926
"Simone Thomalla",?,?,61924
"Alicia Vikander",?,?,61811
"Jared Leto",?,?,61810
"Ludwig XIV.",?,?,61778
"Heath Ledger",?,?,61706
"Herpes Zoster",?,?,61702
"Dunning-Kruger-Effekt",?,?,61687
"Bonez MC",?,?,61564
"Twenty One Pilots",?,?,61480
"NATO",?,?,61347
"Masturbation",?,?,61284
"Mond",?,?,61189
"Liechtenstein",?,?,61187
"Pfeiffer-Drüsenfieber",?,?,61166
"Vereinte Nationen",?,?,61133
"Jan Delay",?,?,61101
"Erde",?,?,60982
"Dreißigjähriger Krieg",?,?,60954
"Star Wars: Das Erwachen der Macht",?,?,60898
"Afghanistan",?,?,60875
"Fibromyalgie",?,?,60648
"PlayStation 4",?,?,60615
"American Football",?,?,60608
"Euro",?,?,60550
"257ers",?,?,60525
"Android (Betriebssystem)",?,?,60453
"Philippinen",?,?,60433
"Joshua Kimmich",?,?,60389
"Wespenspinne",?,?,60388
"Al Capone",?,?,60341
"Dirty Dancing",?,?,60178
"Morbus Crohn",?,?,60147
"Hessen",?,?,60054
"Römisches Reich",?,?,60050
"Bourne (Filmreihe)",?,?,59987
"Kollegah",?,?,59964
"Brasilien",?,?,59938
"Robert De Niro",?,?,59779
"Rom",?,?,59778
"Franz Beckenbauer",?,?,59750
"Weimarer Republik",?,?,59741
"Kommunalwahlen in Niedersachsen 2016",?,?,59708
"Natalie Portman",?,?,59705
"Manuela Wisbeck",?,?,59677
"LSD",?,?,59528
"US Open 2016",?,?,59481
"Volkswagen EA 48",?,?,59474
"Flüssigsalzreaktor",?,?,59261
"Quentin Tarantino",?,?,59254
"Empire State Building",?,?,59251
"Alexander Nouri",?,?,59198
"The First Avenger: Civil War",?,?,59076
"Criminal Minds",?,?,59060
"Mars (Planet)",?,?,58953
"Eiffelturm",?,?,58892
"Palina Rojinski",?,?,58859
"X-Men (Filmreihe)",?,?,58751
"Diamantbergwerk Mir",?,?,58647
"Alarm für Cobra 11 – Die Autobahnpolizei",?,?,58636
"Stuttgart",?,?,58540
"FC Schalke 04",?,?,58388
"Portugal",?,?,58339
"Gossip Girl",?,?,58324
"Ethanol",?,?,58296
"Südafrika",?,?,58268
"Bosnien und Herzegowina",?,?,58199
"Will Smith",?,?,58120
"Instagram",?,?,58079
"Kokain",?,?,57945
"SAP",?,?,57942
"Die Ärzte",?,?,57811
"Ungarn",?,?,57788
"Die Bestimmung – Divergent",?,?,57775
"Bundesstaat der Vereinigten Staaten",?,?,57665
"Indonesien",?,?,57604
"Nicolas Cage",?,?,57561
"Kanarische Inseln",?,?,57550
"Tanz der Teufel",?,?,57542
"Die Linke",?,?,57504
"Osmanisches Reich",?,?,57499
"Novak Đoković",?,?,57494
"Sowjetunion",?,?,57465
"Kasachstan",?,?,57454
"Afrika",?,?,57434
"Los Angeles",?,?,57399
"Star Wars: Episode I – Die dunkle Bedrohung",?,?,57361
"Jennifer Weist",?,?,57354
"Liste der Bundesstaaten der Vereinigten Staaten",?,?,57345
"Kuba",?,?,57344
"Klitoris",?,?,57153
"Rammstein",?,?,57112
"Brandenburger Tor",?,?,57076
"Sido",?,?,56853
"San Marino",?,?,56828
"Maine-Coon-Katze",?,?,56798
"Veronica Ferres",?,?,56756
"Scrum",?,?,56742
"Verbandsverantwortlichkeitsgesetz",?,?,56740
"Jon Polito",?,?,56737
"Harrison Ford",?,?,56685
"BMW",?,?,56541
"Christoph Kolumbus",?,?,56529
"Marvel’s The Avengers",?,?,56503
"2 Broke Girls",?,?,56347
"Methylphenidat",?,?,56255
"Schleswig-Holstein",?,?,56234
"Blutgruppe",?,?,56217
"Wolf",?,?,56167
"Tinder",?,?,56046
"Figuren im Lied von Eis und Feuer",?,?,56037
"Diabetes mellitus",?,?,55980
"Sri Lanka",?,?,55975
"Nerve (Film)",?,?,55961
"Need for Speed (Film)",?,?,55885
"Bruttoinlandsprodukt",?,?,55847
"YouPorn",?,?,55836
"Fargo (Fernsehserie)",?,?,55785
"Maze Runner – Die Auserwählten im Labyrinth",?,?,55676
"Harry Potter and the Cursed Child",?,?,55670
"The Purge: Anarchy",?,?,55660
"Hämorrhoiden",?,?,55636
"Sonnensystem",?,?,55634
"Methamphetamin",?,?,55602
"Rheinland-Pfalz",?,?,55558
"Mexiko",?,?,55550
"Sansibar",?,?,55442
"Beutelwolf",?,?,55428
"Syphilis",?,?,55381
"Werner Mauss",?,?,55312
"The Big Bang Theory/Episodenliste",?,?,55241
"Heiliges Römisches Reich",?,?,55221
"Europoolpalette",?,?,55181
"VW Golf VII",?,?,55155
"Kreta",?,?,55036
"Jennifer Lawrence",?,?,54998
"Doctor Who",?,?,54919
"James Bond 007: Spectre",?,?,54825
"300: Rise of an Empire",?,?,54805
"Homeland (Fernsehserie)",?,?,54800
"Bruce Willis",?,?,54676
"Barcelona",?,?,54669
"Scharlach",?,?,54625
"Georgien",?,?,54613
"Liste von Pornodarstellerinnen",?,?,54491
"Mel Gibson",?,?,54424
"Salma Hayek",?,?,54299
"Prag",?,?,54293
"Finnland",?,?,54217
"Hashimoto-Thyreoiditis",?,?,54160
"H- und P-Sätze",?,?,54118
"Südtirol",?,?,54106
"Paris",?,?,54049
"Sozialdemokratische Partei Deutschlands",?,?,54026
"Hannover",?,?,53925
"Raspberry Pi",?,?,53862
"Hongkong",?,?,53798
"Albanien",?,?,53725
"Amphetamin",?,?,53703
"Thomas Gottschalk",?,?,53619
"Chemtrail",?,?,53611
"Volkswagen AG",?,?,53581
"Leonardo da Vinci",?,?,53563
"Thailand",?,?,53541
"Sinus und Kosinus",?,?,53482
"Deutsche Demokratische Republik",?,?,53444
"Deutsche Nationalhymne",?,?,53435
"Panagiota Petridou",?,?,53353
"Kolosseum",?,?,53337
"Zustellanweisung",?,?,53328
"James Franco",?,?,53317
"Harry Potter (Filmreihe)",?,?,53256
"Karl der Große",?,?,53221
"Buddhismus",?,?,53144
"IPhone 6",?,?,53129
"Elvis Presley",?,?,53126
"Maslowsche Bedürfnishierarchie",?,?,53122
"Bushido (Rapper)",?,?,53004
"Standuhr (Motor)",?,?,53004
"Emilia Clarke",?,?,52956
"Scientology",?,?,52842
"Liste mathematischer Symbole",?,?,52831
"Krätze",?,?,52770
"Brandenburg",?,?,52760
"Burka",?,?,52589
"Daniel Brühl",?,?,52556
"Sturm der Liebe",?,?,52459
"Jakobsweg",?,?,52377
"Donau",?,?,52374
"Bitcoin",?,?,52355
"Robert Redford",?,?,52350
"Til Schweiger",?,?,52347
"Faust. Eine Tragödie.",?,?,52331
"Teneriffa",?,?,52252
"Standardabweichung",?,?,52243
"Mittelalter",?,?,52243
"Manuel Neuer",?,?,52208
"Parkinson-Krankheit",?,?,52185
"Nora Tschirner",?,?,52183
"Usbekistan",?,?,52147
"Jennifer Grey",?,?,52114
"Dexter (Fernsehserie)",?,?,52096
"Weltbevölkerung",?,?,52071
"Hawaii",?,?,52061
"Madeira",?,?,52050
"Jimi Hendrix",?,?,51965
"Helene Fischer",?,?,51930
"Airbus-A320-Familie",?,?,51905
"Newton (Einheit)",?,?,51851
"HMS Terror (1813)",?,?,51837
"Magnetresonanztomographie",?,?,51779
"Christoph Waltz",?,?,51745
"Lungenentzündung",?,?,51744
"Shades of Grey",?,?,51736
"Sizilien",?,?,51689
"Dwayne Johnson",?,?,51686
"Thüringen",?,?,51639
"Stakeholder",?,?,51601
"Düsseldorf",?,?,51550
"Elisabeth II.",?,?,51549
"Bundeswehr",?,?,51525
"Lufthansa",?,?,51508
"Fußball-Weltmeisterschaft 2018/Qualifikation (UEFA)",?,?,51507
"Mensch",?,?,51464
"Schuppenflechte",?,?,51431
"BMW E46",?,?,51428
"Markus Gisdol",?,?,51411
"Deutsche Sprache",?,?,51263
"Tennisweltrangliste",?,?,51237
"Ibuprofen",?,?,51237
"Beatrix von Storch",?,?,51205
"Schottland",?,?,51185
"Jesiden",?,?,51000
"Eva Green",?,?,50912
"Köln 50667",?,?,50911
"Deutsches Kaiserreich",?,?,50848
"Priyanka Chopra",?,?,50816
"Tesla Motors",?,?,50741
"Megan Fox",?,?,50736
"Emma Watson",?,?,50677
"Ben Hur (1959)",?,?,50578
"Khola Maryam Hübsch",?,?,50546
"Gerda Daumerlang",?,?,50505
"Helmut Zierl",?,?,50489
"Penis des Menschen",?,?,50489
"Otto von Bismarck",?,?,50463
"Liste der Millionenstädte",?,?,50442
"Dr. House",?,?,50383
"Agnostizismus",?,?,50318
"Pistol Pete",?,?,50306
"Sons of Anarchy",?,?,50302
"Alf (Fernsehserie)",?,?,50168
"Scarlett Johansson",?,?,50104
"Selena Gomez",?,?,50099
"HTTP-Statuscode",?,?,50039
"Liste der Tatort-Folgen",?,?,50036
"Gold",?,?,50019
"Marokko",?,?,50017
"Liste der Disney-Filme",?,?,50000
"Gran Torino",?,?,49878
"Buchstabiertafel",?,?,49840
"Freiburg im Breisgau",?,?,49783
"Vergleichszeichen",?,?,49752
"Batman",?,?,49737
"Bulgarien",?,?,49719
"Piratenpartei Deutschland",?,?,49714
"Slowenien",?,?,49658
"Cara Delevingne",?,?,49656
"Bremen",?,?,49631
"RAL-Farbe",?,?,49608
"Elyas M’Barek",?,?,49599
"Liste von Android-Versionen",?,?,49586
"Serbien",?,?,49528
"Liste der Weltranglistenersten im Damentennis (Einzel)",?,?,49456
"The Expendables",?,?,49396
"Marvel Cinematic Universe",?,?,49393
"Penis",?,?,49391
"Dallas Buyers Club",?,?,49369
"Zelle (Biologie)",?,?,49343
"Kölner Dom",?,?,49328
"Zeugen Jehovas",?,?,49305
"Swastika",?,?,49279
"Gigi Hadid",?,?,49278
"Die glorreichen Sieben (2016)",?,?,49159
"Heidelberg",?,?,49148
"Luna Schweiger",?,?,49132
"Renaissance",?,?,49120
"Burj Khalifa",?,?,49119
"Berliner Bezirke",?,?,49103
"Deutsche Fußballnationalmannschaft",?,?,49072
"Mission: Impossible (Film)",?,?,49041
"Mount Everest",?,?,49026
"Star Trek Beyond",?,?,48909
"Inglourious Basterds",?,?,48830
"Sachsen",?,?,48808
"Cameron Diaz",?,?,48744
"Faschismus",?,?,48631
"Barock",?,?,48616
"Flughafen Berlin Brandenburg",?,?,48608
"Pregau – Kein Weg zurück",?,?,48601
"Freie Demokratische Partei",?,?,48574
"Wolfgang Herrndorf",?,?,48541
"Eichhörnchen",?,?,48481
"Hektar",?,?,48458
"Bill Clinton",?,?,48412
"Landtagswahl in Mecklenburg-Vorpommern 2011",?,?,48377
"Große Winkelspinne",?,?,48345
"Der Patriot (Film)",?,?,48276
"Sonne",?,?,48254
"Nürnberg",?,?,48210
"Hashtag",?,?,48201
"AC/DC",?,?,48181
"Paul Walker",?,?,48178
"Kim Kardashian",?,?,48031
"Elisabeth von Österreich-Ungarn",?,?,48030
"Osama bin Laden",?,?,48020
"Oxymoron",?,?,48011
"Vier-Seiten-Modell",?,?,47932
"Krieg der Sterne",?,?,47892
"Audi TT",?,?,47865
"Montenegro",?,?,47864
"Litauen",?,?,47861
"Amazon.com",?,?,47852
"Human Development Index",?,?,47779
"Zypern",?,?,47740
"Moses & Taps",?,?,47728
"Quinoa",?,?,47716
"Pokémon",?,?,47707
"Lungenembolie",?,?,47674
"Ägypten",?,?,47652
"Bratislava",?,?,47624
"Virtual Private Network",?,?,47605
"Emma Roberts",?,?,47575
"Wladimir Wladimirowitsch Putin",?,?,47573
"Bud Spencer",?,?,47552
"Barbara Auer",?,?,47524
"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",?,?,47455
"Rasseliste",?,?,47446
"Vietnam",?,?,47387
"Jan Böhmermann",?,?,47307
"Liste der ältesten Menschen",?,?,47295
"Präsident der Vereinigten Staaten",?,?,47286
"DS Produkte",?,?,47195
"Aufklärung",?,?,47138
"England",?,?,47111
"Willy Brandt",?,?,47111
"Lichtgeschwindigkeit",?,?,47091
"Erwin Sellering",?,?,47091
"Wagner Moura",?,?,47078
"VW Tiguan",?,?,47059
"Audi",?,?,47056
"Indiana Jones",?,?,47018
"Kartoffel",?,?,46939
"Arrow (Fernsehserie)",?,?,46935
"Aluminium",?,?,46935
"PH-Wert",?,?,46918
"Fler",?,?,46902
"Bali",?,?,46882
"RAID",?,?,46867
"Deutscher Bundestag",?,?,46850
"Der Räuber Hotzenplotz",?,?,46834
"Primetime-Emmy-Verleihung 2016",?,?,46808
"Erneuerbare-Energien-Gesetz",?,?,46739
"Los Pepes",?,?,46712
"Grönland",?,?,46681
"Formel 1",?,?,46664
"Medizinische Abkürzungen",?,?,46613
"Lyme-Borreliose",?,?,46556
"Ford Mustang",?,?,46537
"Verschwörungstheorien zum 11. September 2001",?,?,46535
"Washington, D.C.",?,?,46456
"Batman v Superman: Dawn of Justice",?,?,46426
"Liste der größten Metropolregionen der Welt",?,?,46389
"Schächten",?,?,46385
"Nikola Tesla",?,?,46368
"Roger Federer",?,?,46353
"Papierformat",?,?,46305
"Modern Family",?,?,46288
"Karl Heinz Richard Fürst von Sayn-Wittgenstein",?,?,46276
"The Middle",?,?,46266
"Gaius Iulius Caesar",?,?,46250
"Warcraft: The Beginning",?,?,46243
"Rote Armee Fraktion",?,?,46237
"Goldener Schnitt",?,?,46184
"Demokratie",?,?,46181
"Sexualpraktik",?,?,46175
"Die Verurteilten",?,?,46175
"Che Guevara",?,?,46154
"Gruppe der zwanzig wichtigsten Industrie- und Schwellenländer",?,?,46112
"Dieter Bohlen",?,?,46065
"Bündnis 90/Die Grünen",?,?,46048
"Augsburg",?,?,45945
"Sigmund Freud",?,?,45922
"Rihanna",?,?,45875
"Liste der höchsten Gebäude der Welt",?,?,45849
"Kap Verde",?,?,45828
"Hauskatze",?,?,45811
"Castle (Fernsehserie)",?,?,45727
"Frank Hanebuth",?,?,45713
"Liste rhetorischer Stilmittel",?,?,45693
"John F. Kennedy",?,?,45689
"Bertolt Brecht",?,?,45561
"Siebenschläfer",?,?,45544
"Armenien",?,?,45531
"Findet Dorie",?,?,45522
"Freimaurerei",?,?,45510
"Carlo Ancelotti",?,?,45411
"Johan Botha (Sänger)",?,?,45405
"Turbinen-Strahltriebwerk",?,?,45380
"Tesla Model S",?,?,45313
"Teenage Mutant Ninja Turtles (2014)",?,?,45303
"Weibliche Ejakulation",?,?,45287
"Grad Fahrenheit",?,?,45286
"Matt Damon",?,?,45241
"Malediven",?,?,45233
"Umsatzsteuer-Identifikationsnummer",?,?,45223
"Völkermord an den Armeniern",?,?,45221
"Mercedes-Benz Baureihe 204",?,?,45163
"Benedikt Maria Trappen",?,?,45137
"Vorsätze für Maßeinheiten",?,?,45117
"Sachsen-Anhalt",?,?,45108
"Pulp Fiction",?,?,45079
"The Blacklist",?,?,45067
"Air Berlin",?,?,45033
"Aleppo",?,?,45032
"Adidas",?,?,44993
"Red Hot Chili Peppers",?,?,44970
"Ford Focus",?,?,44966
"Jennifer Lopez",?,?,44965
"Maddie Ziegler",?,?,44951
"Philipp Boy",?,?,44943
"The Big Short (Film)",?,?,44887
"Rob Lowe",?,?,44876
"Jim Parsons",?,?,44868
"Edelstahl",?,?,44865
"Sturm der Liebe/Rollenbesetzung",?,?,44809
