Page,Edits,Editors,Views
"Helgoland",?,?,58608
"Niedersachsen",?,?,58529
"Universal Serial Bus",?,?,58519
"Kingsman – The Secret Service",?,?,58481
"Steganographie",?,?,58448
"Wassermelone",?,?,58440
"Mark Wahlberg",?,?,58314
"Liste der Staaten der Erde",?,?,58184
"Shia LaBeouf",?,?,58103
"Weibermacht",?,?,58084
"Android (Betriebssystem)",?,?,58081
"Fernanda Brandão",?,?,58067
"Once Upon a Time – Es war einmal …",?,?,58033
"Tötungsanstalt Pirna-Sonnenstein",?,?,58025
"Quentin Tarantino",?,?,58019
"Borussia Dortmund",?,?,57985
"Marteria",?,?,57867
"Twisted (Fernsehserie)",?,?,57860
"Bryce Dallas Howard",?,?,57836
"Dienstgrade der Bundeswehr",?,?,57781
"Road to Perdition",?,?,57608
"Istanbul",?,?,57588
"Die drei Musketiere",?,?,57556
"Büchse der Pandora",?,?,57467
"Liste der Präsidenten der Vereinigten Staaten",?,?,57433
"Amphetamin",?,?,57419
"Terminator: Die Erlösung",?,?,57400
"Bosch (Fernsehserie)",?,?,57380
"Andreas Bourani",?,?,57378
"Sense8",?,?,57334
"Harry Potter (Filmreihe)",?,?,57286
"Claus Schenk Graf von Stauffenberg",?,?,57282
"Transatlantisches Freihandelsabkommen",?,?,57218
"Eine schrecklich nette Familie",?,?,57211
"Litauen",?,?,57162
"Stuttgart",?,?,57124
"Ivonne Schönherr",?,?,57101
"Donau",?,?,57064
"Sherlock Holmes",?,?,57052
"Benedict Cumberbatch",?,?,57049
"Liechtenstein",?,?,57027
"Magnetresonanztomographie",?,?,56977
"Syphilis",?,?,56938
"Kim Kardashian",?,?,56856
"Analverkehr",?,?,56801
"Hans Barlach",?,?,56693
"Kevin James",?,?,56671
"Griechisches Referendum 2015",?,?,56605
"Neon Genesis Evangelion",?,?,56540
"Liste der größten Metropolregionen der Welt",?,?,56431
"Steffi Graf",?,?,56358
"Slavko Avsenik",?,?,56297
"Alan Turing",?,?,56282
"Dredd",?,?,56229
"Charlie Sheen",?,?,56149
"Caipirinha",?,?,56120
"Hessen",?,?,56049
"Ariana Grande",?,?,56024
"Freimaurerei",?,?,55986
"Dyshidrosis",?,?,55984
"Hawaii",?,?,55960
"Avengers: Age of Ultron",?,?,55919
"Attentat vom 20. Juli 1944",?,?,55880
"Johnny Galecki",?,?,55722
"Burnout-Syndrom",?,?,55706
"Portugal",?,?,55639
"Instagram",?,?,55614
"Sun Vista",?,?,55582
"Rammstein",?,?,55549
"Malediven",?,?,55525
"Schutzart",?,?,55375
"Fußball-Weltmeisterschaft",?,?,55367
"Ukraine",?,?,55280
"Couscous",?,?,55248
"Bundesstaat der Vereinigten Staaten",?,?,55208
"Osmanisches Reich",?,?,55183
"Grimm (Fernsehserie)",?,?,55013
"Marie Avgeropoulos",?,?,54951
"Cookie",?,?,54950
"Ländervorwahlliste sortiert nach Nummern",?,?,54903
"Bones – Die Knochenjägerin",?,?,54858
"Will Smith",?,?,54844
"Sikorsky/Boeing SB-1",?,?,54835
"Bachelor",?,?,54752
"Good Ship Venus",?,?,54707
"Monaco",?,?,54682
"Kreuzotter",?,?,54628
"Bruttoinlandsprodukt",?,?,54587
"Orgasmus",?,?,54555
"Schallgeschwindigkeit",?,?,54437
"Krieg der Welten (Film)",?,?,54433
"Venedig",?,?,54412
"Heidelberg",?,?,54410
"Ku-Klux-Klan",?,?,54213
"Indonesien",?,?,54091
"Jennifer Aniston",?,?,54074
"RT 125",?,?,53988
"Adam Sandler",?,?,53987
"Jan Ullrich",?,?,53950
"Lance Armstrong",?,?,53912
"Rachel McAdams",?,?,53801
"Taubenschwänzchen",?,?,53759
"Down-Syndrom",?,?,53660
"Europoolpalette",?,?,53622
"Penis des Menschen",?,?,53582
"Logan Lerman",?,?,53582
"Volkswagen AG",?,?,53500
"Bali",?,?,53473
"The Flash (Fernsehserie)",?,?,53442
"Kirk Douglas",?,?,53337
"The Mentalist/Episodenliste",?,?,53330
"Scientology",?,?,53242
"Liste der Wimbledonsieger (Herreneinzel)",?,?,53227
"Rafael Nadal",?,?,53200
"Arbeiterpartei Kurdistans",?,?,53053
"Sri Lanka",?,?,53011
"Newton (Einheit)",?,?,52926
"Insidious: Chapter 3 – Jede Geschichte hat einen Anfang",?,?,52865
"Kap Verde",?,?,52761
"Die Frau in Schwarz",?,?,52641
"Sexualpraktik",?,?,52559
"Mazedonien",?,?,52486
"Diana Dill",?,?,52472
"Gluten",?,?,52432
"Arthrose",?,?,52351
"Lena Headey",?,?,52319
"Kfz-Kennzeichen (Deutschland)",?,?,52253
"Richard Lugner",?,?,52233
"England",?,?,52227
"Leopard 2",?,?,52204
"Johann Wolfgang von Goethe",?,?,52090
"Jörg Kastl",?,?,52030
"Meryl Streep",?,?,52016
"Korsika",?,?,52004
"Vincent van Gogh",?,?,51943
"Salma Hayek",?,?,51929
"Marvel Cinematic Universe",?,?,51879
"Jupiter Ascending",?,?,51801
"Fast & Furious 7",?,?,51784
"Viskosität",?,?,51752
"Castle (Fernsehserie)",?,?,51723
"Lufthansa",?,?,51640
"Mars (Planet)",?,?,51620
"Griechische Mythologie",?,?,51549
"Estland",?,?,51544
"Jakobsweg",?,?,51525
"Teneriffa",?,?,51510
"Internationaler Währungsfonds",?,?,51505
"Unglück bei der Loveparade 2010",?,?,51425
"Sansibar",?,?,51380
"Joule",?,?,51330
"Keanu Reeves",?,?,51312
"Dunja Hayali",?,?,51162
"Udo Lindenberg",?,?,51093
"Zustellanweisung",?,?,51087
"Sandra Bullock",?,?,51063
"Mannheim",?,?,50974
"Monica Lierhaus",?,?,50970
"Los Angeles",?,?,50960
"Cristiano Ronaldo",?,?,50923
"Figuren im Star-Trek-Universum",?,?,50824
"Ostsee",?,?,50773
"Deichkind",?,?,50770
"Efklidis Tsakalotos",?,?,50761
"Franz Josef Strauß",?,?,50756
"Mexiko",?,?,50699
"Betreuungsgeld",?,?,50677
"Hepatitis C",?,?,50677
"Célia Šašić",?,?,50424
"Pascal (Einheit)",?,?,50410
"Clint Eastwood",?,?,50378
"Dagi Bee",?,?,50343
"Bundeswehr",?,?,50284
"Rom",?,?,50261
"Islam",?,?,50202
"Watt (Einheit)",?,?,50151
"Copa América 2015",?,?,50134
"Robin Schulz",?,?,50063
"Liste tödlich verunglückter Formel-1-Fahrer",?,?,49956
"Roter Drache (Film)",?,?,49949
"Bruce Willis",?,?,49852
"Ben Affleck",?,?,49817
"Normalverteilung",?,?,49783
"Schloss Neuschwanstein",?,?,49740
"Prag",?,?,49726
"Wolkenfrei",?,?,49706
"Papierformat",?,?,49639
"Jupiter (Planet)",?,?,49574
"Desperate Housewives",?,?,49557
"Anna Faris",?,?,49552
"Ethanol",?,?,49506
"Bundespräsident (Deutschland)",?,?,49489
"BMW E46",?,?,49457
"Jason Clarke (Schauspieler)",?,?,49410
"Caitlyn Jenner",?,?,49395
"Mad Max",?,?,49389
"Amsterdam",?,?,49378
"Liste der Tatort-Folgen",?,?,49287
"BMW 3er",?,?,49283
"Tom Hanks",?,?,49278
"Länderübersicht Steckertypen, Netzspannungen und -frequenzen",?,?,49278
"Südafrika",?,?,49268
"Johnny Cash",?,?,49200
"Venus (Planet)",?,?,49144
"Freiburg im Breisgau",?,?,49140
"Tupac Shakur",?,?,49128
"Anders Behring Breivik",?,?,49118
"50 Cent",?,?,49080
"Area 51",?,?,49063
"(136199) Eris",?,?,49015
"Ina Müller",?,?,48967
"Liste der Sieger der Tour de France",?,?,48895
"The Imitation Game – Ein streng geheimes Leben",?,?,48886
"Airbus-A320-Familie",?,?,48881
"Slowakei",?,?,48841
"Buffy – Im Bann der Dämonen",?,?,48838
"Buddhismus",?,?,48821
"Andreas Gabalier",?,?,48789
"UEFA Champions League",?,?,48787
"Ana Ivanović",?,?,48779
"Robert Downey junior",?,?,48693
"Robert De Niro",?,?,48674
"Krätze",?,?,48636
"Gicht",?,?,48620
"Jackie Chan",?,?,48542
"Omar Sy",?,?,48500
"Linda Hamilton",?,?,48498
"Deutsche Sprache",?,?,48459
"The Wolf of Wall Street (2013)",?,?,48452
"Legasthenie",?,?,48450
"Stefan Raab",?,?,48450
"Jennifer Lawrence",?,?,48430
"Afrika",?,?,48395
"Zeugen Jehovas",?,?,48386
"Deutsche Demokratische Republik",?,?,48356
"Methamphetamin",?,?,48331
"Thrombose",?,?,48329
"Wolfgang Amadeus Mozart",?,?,48327
"Hulk Hogan",?,?,48278
"Aneurysma",?,?,48262
"Nürnberg",?,?,48253
"CONCACAF Gold Cup 2015",?,?,48251
"Mexikanische Chia",?,?,48222
"Audi",?,?,48170
"Ägypten",?,?,48111
"Marokko",?,?,48106
"PH-Wert",?,?,48017
"The Fast and the Furious (Filmreihe)",?,?,47999
"Chlamydien",?,?,47973
"Hannover",?,?,47970
"Rheinland-Pfalz",?,?,47944
"Düsseldorf",?,?,47935
"Red Riding Hood – Unter dem Wolfsmond",?,?,47904
"Telekom Cup",?,?,47898
"Sezessionskrieg",?,?,47887
"Barcelona",?,?,47880
"Troika (EU-Politik)",?,?,47828
"Keira Knightley",?,?,47808
"Switched at Birth (Fernsehserie)",?,?,47751
"Microsoft Windows 10",?,?,47705
"Gilmore Girls",?,?,47690
"Vergessene Welt: Jurassic Park",?,?,47585
"Horst Walter (Fußballspieler)",?,?,47543
"Sylt",?,?,47401
"Peter Dinklage",?,?,47360
"Liste von Serienmördern",?,?,47324
"Gotham (Fernsehserie)",?,?,47256
"Hauskatze",?,?,47199
"Thailand",?,?,47070
"Kuipergürtel",?,?,47056
"Enigma (Maschine)",?,?,47003
"Myelodysplastisches Syndrom",?,?,46963
"HTTP-Statuscode",?,?,46910
"Lettland",?,?,46902
"Elizabeth Banks",?,?,46860
"Ashton Kutcher",?,?,46852
"Böhse Onkelz",?,?,46849
"Under the Dome (Fernsehserie)",?,?,46809
"Michael Douglas",?,?,46589
"Raspberry Pi",?,?,46576
"Puerto Rico",?,?,46573
"Tesla Motors",?,?,46515
"Kurt Cobain",?,?,46448
"Nordkorea",?,?,46439
"Community (Fernsehserie)",?,?,46378
"Dreißigjähriger Krieg",?,?,46318
"Edelstahl",?,?,46315
"Penny Dreadful",?,?,46312
"Kreis",?,?,46293
"Mads Mikkelsen",?,?,46238
"Wie beim ersten Mal",?,?,46238
"Main Page",?,?,46194
"Eiffelturm",?,?,46185
"Smallville",?,?,46181
"Nikola Tesla",?,?,46165
"Hitzeschaden",?,?,46151
"Matt Damon",?,?,46137
"Roland Ratzenberger",?,?,46122
"Streptokokken",?,?,46091
"Martin Luther",?,?,46076
"VW Golf",?,?,46074
"Mensch",?,?,46067
"Inglourious Basterds",?,?,45979
"Afghanistan",?,?,45970
"Bill Cosby",?,?,45942
"Lukas Podolski",?,?,45937
"Patrick Swayze",?,?,45931
"VW Golf VII",?,?,45912
"André Greipel",?,?,45898
"Star Wars: Das Erwachen der Macht",?,?,45869
"Deutsche Fußballnationalmannschaft",?,?,45856
"Jugoslawien",?,?,45841
"SAP",?,?,45829
"Thomas Cromwell, 1. Earl of Essex",?,?,45805
"Figuren aus Star Wars",?,?,45674
"Simone Thomalla",?,?,45575
"Samuel L. Jackson",?,?,45555
"Bremen",?,?,45543
"Südtirol",?,?,45529
"Mettler-Toledo",?,?,45493
"George Clooney",?,?,45456
"Bud Spencer",?,?,45363
"Elvis Presley",?,?,45362
"Terminator 3 – Rebellion der Maschinen",?,?,45253
"Karlsruhe",?,?,45250
"Hangover",?,?,45240
"Speicherstadt",?,?,45230
"Vietnam",?,?,45156
"Hongkong",?,?,45140
"Ben Stiller",?,?,45117
"Kalifornien",?,?,45111
"Liste der Länder Europas",?,?,45090
"Human Development Index",?,?,45086
"Gute Zeiten, schlechte Zeiten",?,?,45069
"Liste von Abkürzungen (Netzjargon)",?,?,45051
"Karl der Große",?,?,45043
"Blake Lively",?,?,45035
"Willem Dafoe",?,?,45029
"Gold",?,?,45029
"Aufmerksamkeitsdefizit-/Hyperaktivitätsstörung",?,?,45021
"Marder",?,?,45019
"Mojito",?,?,44984
"Onward (Lokomotive)",?,?,44975
"Klimaanlage",?,?,44939
"Sturm der Liebe",?,?,44862
"Samenerguss",?,?,44857
"Ibuprofen",?,?,44854
"RAID",?,?,44807
"Sido",?,?,44806
"Sikorsky Aircraft Corporation",?,?,44785
"MoTrip",?,?,44774
"Bryshere Y. Gray",?,?,44717
"Sankt Petersburg",?,?,44697
"Nicolas Cage",?,?,44636
"Scrum",?,?,44631
"Fußball-Weltmeisterschaft der Frauen",?,?,44594
"Zöliakie",?,?,44525
"Löwe",?,?,44502
"Washington, D.C.",?,?,44478
