Page,Edits,Editors,Views
"Kaki",12,8,159259
"Der Hobbit (Filmtrilogie)",1,1,158369
"Doctor Strange (2016)",39,21,157554
"Präsidentschaftswahl in den Vereinigten Staaten 2008",4,4,156617
"Martinstag",24,20,154539
"Allerheiligen",11,6,150928
"Buß- und Bettag",19,12,150829
"Kanada",7,6,150325
"Europa",8,7,149944
"Eddie Redmayne",7,6,148970
"Mike Pence",46,28,145931
"Electoral College",28,23,145127
"Bares für Rares",38,17,143893
"Robert Vaughn",25,17,143795
"New York City",6,5,143618
"Elisabeth von Österreich-Ungarn",7,6,142803
"Metallica",2,2,141840
"NATO",16,11,141354
"Emma Watson",9,9,140288
"Andreas Bourani",9,8,139627
"AF Chapecoense",0,0,138721
"Black Mirror (Fernsehserie)",?,?,138518
"Flight (2012)",?,?,135968
"Stephen Hawking",?,?,135941
"Batterie",?,?,135250
"Facebook",?,?,134429
"House of Cards (Fernsehserie)",?,?,134191
"Europäische Union",?,?,133028
"Margaret, Countess of Snowdon",?,?,132847
"Helene Fischer",?,?,132792
"Freddie Mercury",?,?,130818
"Phantastische Tierwesen & wo sie zu finden sind",?,?,129043
"The Crown (Fernsehserie)",?,?,129037
"Asperger-Syndrom",?,?,128688
"Türkei",?,?,128572
"Anna Maria Mühe",?,?,128062
"Navy CIS",?,?,128036
"The Voice of Germany",?,?,127910
"Hamburg",?,?,127654
"Ina Müller",?,?,127596
"9. November",?,?,127323
"Truman Capote",?,?,125731
"Bundesstaat der Vereinigten Staaten",?,?,125318
"Australien",?,?,125189
"Halloween",?,?,124484
"Franz Joseph I.",?,?,124063
"Donald Trump Jr.",?,?,122525
"Alan Rickman",?,?,122370
"Harry Potter und der Stein der Weisen (Film)",?,?,122310
"Frederick Trump",?,?,121248
"Frankreich",?,?,121206
"Elbphilharmonie",?,?,120904
"Liste der IPA-Zeichen",?,?,119714
"Winston Churchill",?,?,119524
"Supernatural",?,?,119259
"Daimler AG",?,?,118882
"Westworld (Fernsehserie)",?,?,118828
"Mitgliedstaaten der Europäischen Union",?,?,118343
"Islamischer Staat (Organisation)",?,?,118046
"Oleg Konstantinowitsch Popow",?,?,117080
"LaMia-Flug 2933",?,?,116967
"Philip, Duke of Edinburgh",?,?,116607
"Sankt Martin",?,?,115393
"Leonardo DiCaprio",?,?,115157
"Berliner Mauer",?,?,115043
"Kuba",?,?,114706
"The Walking Dead (Fernsehserie)/Episodenliste",?,?,114532
"Arrival (Film)",?,?,113754
"Tim Oliver Schultz",?,?,113506
"Humans",?,?,113505
"Germany",?,?,113241
"George W. Bush",?,?,113035
"Star Wars",?,?,112940
"Jack Reacher",?,?,112504
"Ellis Kaut",?,?,112213
"Liste der Kfz-Kennzeichen in Deutschland",?,?,111523
"Reichsbürgerbewegung",?,?,111360
"Two and a Half Men",?,?,110782
"Indien",?,?,110636
"Präsidentschaftswahl in den Vereinigten Staaten 2000",?,?,110592
"Neuseeland",?,?,110397
"Totensonntag",?,?,109980
"Bayern",?,?,109844
"9. November (Deutschland)",?,?,109501
"Georg VI. (Vereinigtes Königreich)",?,?,108989
"Jennifer Lawrence",?,?,108957
"The Walking Dead (Fernsehserie)/Staffel 6",?,?,108951
"Lena Gercke",?,?,108667
"Island",?,?,108403
"Dwayne Johnson",?,?,108049
"Rothschild",?,?,107775
"Batterie (Elektrotechnik)",?,?,107447
"Edward Snowden",?,?,106921
"Rogue One: A Star Wars Story",?,?,106428
"München",?,?,106423
"Suicide Squad (Film)",?,?,106038
"Martin von Tours",?,?,105612
"Volksrepublik China",?,?,105089
"Konfektionsgröße",?,?,105021
"Tatort (Fernsehreihe)",?,?,103750
"Tim Wiese",?,?,103402
"Vietnamkrieg",?,?,103372
"Helmut Schmidt",?,?,103164
"Vereinigtes Königreich",?,?,102718
"The Trump Organization",?,?,102560
"Pretty Little Liars",?,?,102300
"Establishment",?,?,101680
"Die Tribute von Panem – The Hunger Games",?,?,101557
"Die Bestimmung – Allegiant",?,?,101433
"Alexis Bledel",?,?,101430
"Prison Break",?,?,100236
"Verwandtschaftsbeziehung",?,?,100200
"James Bond",?,?,99714
"Bernie Sanders",?,?,99425
"Advent",?,?,99395
"Liste der Formel-1-Weltmeister",?,?,99216
"Wien",?,?,99204
"Demokratische Partei (Vereinigte Staaten)",?,?,98101
"Marco Huck",?,?,98092
"Watergate-Affäre",?,?,98057
"Frederick Trump Jr.",?,?,98015
"Johann Wolfgang von Goethe",?,?,97742
"Forrest Gump",?,?,97529
"Multiple Sklerose",?,?,97371
"Tiger",?,?,97030
"Figuren der Newt-Scamander-Reihe",?,?,96866
"Luke Mockridge",?,?,96826
"Harry Potter und der Feuerkelch (Film)",?,?,96367
"Liste in Deutschland vorhandener Dampflokomotiven",?,?,96047
"Jack Reacher (Film)",?,?,95353
"Frankfurt am Main",?,?,95324
"Michael Schumacher",?,?,95276
"Polen",?,?,95226
"Richard Nixon",?,?,95200
"Napoleon Bonaparte",?,?,94890
"Washington, D.C.",?,?,94874
"Vampire Diaries",?,?,94497
"Liste der Tatort-Folgen",?,?,94070
"Cristiano Ronaldo",?,?,93937
"Bruce Darnell",?,?,93735
"Rag ’n’ Bone Man",?,?,93681
"Jeffrey Dean Morgan",?,?,93669
"Suits (Fernsehserie)",?,?,93204
"Nordrhein-Westfalen",?,?,93122
"Eric Trump",?,?,93113
"Robin Gibb",?,?,93027
"Liste der Länder Europas",?,?,92962
"Vikings (Fernsehserie)",?,?,92917
"The Revenant – Der Rückkehrer",?,?,92889
"Helmut Lotti",?,?,92849
"Ku-Klux-Klan",?,?,92826
"FC Bayern München",?,?,92767
"Wladimir Wladimirowitsch Putin",?,?,92710
"Spanien",?,?,92619
"Mond",?,?,92527
"Primzahl",?,?,92189
"Jeopardy!",?,?,92054
"Alternative für Deutschland",?,?,91998
"Daniel Radcliffe",?,?,91937
"Köln",?,?,91822
"Tom Hanks",?,?,91645
"Harry Potter und der Halbblutprinz (Film)",?,?,91448
"Scharlach",?,?,91439
"Sigmar Gabriel",?,?,91323
"Google",?,?,91152
"Incoterms",?,?,90822
"Die Tribute von Panem – Catching Fire",?,?,90786
"Liste der Bundesstaaten der Vereinigten Staaten",?,?,90629
"Weißes Haus",?,?,90199
"Harry Potter und der Orden des Phönix (Film)",?,?,89982
"Arnold Schwarzenegger",?,?,89944
"Michelle Obama",?,?,89797
"Wolf Biermann",?,?,89677
"Sophia Thomalla",?,?,89638
"Benedict Cumberbatch",?,?,89618
"Faschismus",?,?,89577
"Vagina",?,?,88794
"Marius Müller-Westernhagen",?,?,88485
"Wolfgang Amadeus Mozart",?,?,88117
"Nuklearkatastrophe von Tschernobyl",?,?,88072
"Google Übersetzer",?,?,88000
"Liste mathematischer Symbole",?,?,87987
"Sex",?,?,87932
"Griechisches Alphabet",?,?,87847
"The Kelly Family",?,?,87805
"Mexiko",?,?,87786
"Valentina Pahde",?,?,87780
"London",?,?,87583
"Präsidentschaftswahl in den Vereinigten Staaten 2004",?,?,87442
"Eminem",?,?,86972
"Cheyenne Pahde",?,?,86623
"Ein Käfig voller Helden",?,?,86481
"Joanne K. Rowling",?,?,86439
"Florence Foster Jenkins",?,?,86430
"Marvel Cinematic Universe",?,?,86414
"Weimarer Republik",?,?,86325
"Ariana Grande",?,?,86175
"Colonia Dignidad",?,?,86015
"Bruttoinlandsprodukt",?,?,85975
"Malta",?,?,85908
"Sinus und Kosinus",?,?,85561
"Shailene Woodley",?,?,85281
"Eugene Allen",?,?,85129
"Autismus",?,?,84859
"Postfaktische Politik",?,?,84616
"Borderline-Persönlichkeitsstörung",?,?,84288
"Abraham Lincoln",?,?,84138
"Niederlande",?,?,84128
"Elvis Presley",?,?,84100
"Nina Bott",?,?,83842
"Sahra Wagenknecht",?,?,83723
"Breaking Bad",?,?,83638
"RMS Titanic",?,?,83617
"Johnny Depp",?,?,83562
"Dienstgrade der Bundeswehr",?,?,83499
"Singapur",?,?,83163
"Matthias Schweighöfer",?,?,83071
"Jack London",?,?,82885
"Universal Serial Bus",?,?,82813
"Marianne Ihlen",?,?,82661
"Internet Movie Database",?,?,82599
"Andy Gibb",?,?,82599
"Senta Berger",?,?,82485
"Vereinte Nationen",?,?,82415
"Alarm für Cobra 11 – Die Autobahnpolizei",?,?,82251
"Elon Musk",?,?,82236
"Narzissmus",?,?,82148
"Liste der Großstädte in Deutschland",?,?,82128
"Volkstrauertag",?,?,82074
"Israel",?,?,81951
"Sting",?,?,81714
"Shutter Island (Film)",?,?,81649
"Krätze",?,?,81600
"Kalifornien",?,?,81538
"Volkswagen AG",?,?,81529
"Martin Luther King",?,?,81496
"Kassandra Wedel",?,?,81466
"Holocaust",?,?,81459
"257ers",?,?,81431
"Binomische Formeln",?,?,81406
"Airbus A380",?,?,81278
"Laura Wontorra",?,?,81266
"Andreas Gabalier",?,?,81156
"Berlin – Tag & Nacht",?,?,80895
"Japan",?,?,80784
"Albert Einstein",?,?,80757
"H- und P-Sätze",?,?,80732
"The Expanse (Fernsehserie)",?,?,80710
"Sandra Navidi",?,?,80606
"Antalya",?,?,80457
"Formel 1",?,?,80415
"Mr. Robot (Fernsehserie)",?,?,80402
"Schweden",?,?,80367
"Liste von Leuchttürmen in Deutschland",?,?,80283
"Formel-1-Weltmeisterschaft 2016",?,?,80229
"Ethanol",?,?,80194
"Mukoviszidose",?,?,80171
"Osmanisches Reich",?,?,80132
"Justin Bieber",?,?,79901
"Baden-Württemberg",?,?,79294
"Maurice Gibb",?,?,79020
"Schizophrenie",?,?,78984
"Liste der Staaten der Erde",?,?,78945
"Emilia Clarke",?,?,78931
"Sylvester Stallone",?,?,78870
"Hawaii",?,?,78639
"Barry Gibb",?,?,78476
"The Walking Dead (Fernsehserie)/Staffel 7",?,?,78368
"Novemberpogrome 1938",?,?,78284
"Die Fantastischen Vier",?,?,78275
"George H. W. Bush",?,?,78033
"Maria Furtwängler",?,?,78029
"Fargo (Fernsehserie)",?,?,78004
"Leipzig",?,?,77900
"Reince Priebus",?,?,77832
"Schutzart",?,?,77827
"Nikolaus von Myra",?,?,77658
"How to Get Away with Murder",?,?,77616
"Michael Jackson",?,?,77335
"Elyas M’Barek",?,?,77188
"Norwegen",?,?,77095
"Magnus Carlsen",?,?,77051
"Ute Lemper",?,?,76970
"Franklin D. Roosevelt",?,?,76936
"Transatlantisches Freihandelsabkommen",?,?,76895
"Scarlett Johansson",?,?,76859
"Newton (Einheit)",?,?,76601
"Tom Cruise",?,?,76461
"Smudo",?,?,76454
"MDMA",?,?,76319
"Deutscher Bundestag",?,?,76265
"Land (Deutschland)",?,?,76252
"Terroranschläge am 11. September 2001",?,?,76164
"Empathie",?,?,76076
"BDSM",?,?,75959
"Gabriel Badilla",?,?,75840
"Sibel Kekilli",?,?,75703
"Hallelujah (Lied)",?,?,75670
"Hand-Fuß-Mund-Krankheit",?,?,75663
"Bipolare Störung",?,?,75483
"Tuberkulose",?,?,75396
"Standardabweichung",?,?,75236
"Bundeswehr",?,?,75234
"Sowjetunion",?,?,75182
"Interstellar",?,?,75180
"Mark Forster",?,?,75138
"Pietro Lombardi (Sänger)",?,?,75023
"Joe Biden",?,?,74973
"Afrika",?,?,74587
"Die Tribute von Panem – Mockingjay Teil 2",?,?,74461
"Weihnachten",?,?,74421
"Norman Reedus",?,?,74381
"Syrien",?,?,74284
"Friedrich Liechtenstein",?,?,74088
"Sophie Marceau",?,?,74033
"PlayStation 4",?,?,74018
"Christoph Kolumbus",?,?,73938
"Mario Barth",?,?,73825
"Sezessionskrieg",?,?,73803
"Lewis Hamilton",?,?,73779
"Niedersachsen",?,?,73519
"Snapchat",?,?,73511
"Benjamin von Stuckrad-Barre",?,?,73435
"Sia (Sängerin)",?,?,73381
"LP (Sängerin)",?,?,73311
"EU-Austritt des Vereinigten Königreichs",?,?,73271
"Gossip Girl",?,?,73185
"Islam",?,?,73155
"Dreißigjähriger Krieg",?,?,73088
"The Return of the First Avenger",?,?,72933
"Ralph Fiennes",?,?,72924
"Senat der Vereinigten Staaten",?,?,72812
"Alaska",?,?,72772
"Udo Lindenberg",?,?,72708
"Marvel’s Agents of S.H.I.E.L.D.",?,?,72471
"Biathlon-Weltcup 2016/17",?,?,72439
"Hessen",?,?,72401
"Rumänien",?,?,72265
"Deutsche Bahn",?,?,72127
"Shindy",?,?,72005
"Serge Gnabry",?,?,71952
"YouTube",?,?,71926
"Kaley Cuoco",?,?,71905
"Jimmy Carter",?,?,71859
"Julia Klöckner",?,?,71758
"Mila Kunis",?,?,71633
"Marilyn Monroe",?,?,71584
"Bud Spencer",?,?,71550
"Vulva",?,?,71517
"Alessandra Meyer-Wölden",?,?,71514
"Kontinent",?,?,71506
"Geschlechtsverkehr",?,?,71348
"Münster (Westfalen)",?,?,71332
"Freiheitsstatue",?,?,71238
"Wahl des deutschen Bundespräsidenten 2017",?,?,71190
"Sherlock (Fernsehserie)",?,?,71050
"Repräsentantenhaus der Vereinigten Staaten",?,?,70985
"Iran",?,?,70971
"Stranger Things",?,?,70662
"Helmut Kohl",?,?,70603
"Mercedes-Benz Baureihe 204",?,?,70502
"Roger Cicero",?,?,70502
"Dynamit",?,?,70455
"BMW",?,?,70342
"Faust. Eine Tragödie.",?,?,70337
"Deepwater Horizon",?,?,70143
"David Hamilton",?,?,70112
"Depression",?,?,69874
"Dark City",?,?,69850
"Instagram",?,?,69834
"Mauritius",?,?,69589
"Joachim Gauck",?,?,69541
"Project Almanac",?,?,69525
"Steffen Henssler",?,?,69483
"Erde",?,?,69406
"Deutsche Demokratische Republik",?,?,69404
"Römisches Reich",?,?,69349
"Figuren im Lied von Eis und Feuer",?,?,69216
"Dänemark",?,?,69082
"Luxemburg",?,?,68986
"The First Avenger: Civil War",?,?,68984
"Inception",?,?,68945
"Palina Rojinski",?,?,68869
"Die Bestimmung – Insurgent",?,?,68633
"Recep Tayyip Erdoğan",?,?,68617
"11. November",?,?,68538
"Afghanistan",?,?,68487
"Die Tribute von Panem – Mockingjay Teil 1",?,?,68475
"Deutsches Kaiserreich",?,?,68315
"UEFA Champions League",?,?,68310
"Lauren Graham",?,?,68269
"Kroatien",?,?,68175
"A4-Format",?,?,68086
"187 Strassenbande",?,?,68074
"Otto von Bismarck",?,?,68013
"Downton Abbey",?,?,68005
"Stephen Bannon",?,?,67983
"Gold",?,?,67921
"Leon Russell",?,?,67816
"Ghost in the Shell",?,?,67611
"Weltkarte",?,?,67603
"BMW E90",?,?,67590
"Buddhismus",?,?,67519
"Til Schweiger",?,?,67503
"Nastassja Kinski",?,?,67487
"Felix Jaehn",?,?,67425
"Klaus Kinski",?,?,67356
"François Fillon",?,?,67196
"Willkommen bei den Hartmanns",?,?,67027
"Robbie Williams",?,?,67021
"Cookie",?,?,67008
"Raspberry Pi",?,?,66784
"Tatort: Taxi nach Leipzig (1970)",?,?,66705
"Kongress der Vereinigten Staaten",?,?,66667
"Eichhörnchen",?,?,66633
"Präsidentschaftswahl in Frankreich 2017",?,?,66630
"Emma Thompson",?,?,66560
"Bertolt Brecht",?,?,66528
"Marokko",?,?,66291
"Demokratie",?,?,66263
"Rosamund Pike",?,?,66126
"Irland",?,?,66070
"Edward Pulaski",?,?,66001
"Brasilien",?,?,65992
"D. Swarovski",?,?,65966
"Kalter Krieg",?,?,65946
"Bones – Die Knochenjägerin",?,?,65918
"Weltwunder",?,?,65847
"Joule",?,?,65724
"Tesla Motors",?,?,65720
"Heiliges Römisches Reich",?,?,65715
"Desperate Housewives",?,?,65710
"Gottfried Wilhelm Leibniz",?,?,65697
"Lucifer (Fernsehserie)",?,?,65691
"Florian David Fitz",?,?,65671
"Down-Syndrom",?,?,65671
"Janin Ullmann",?,?,65646
"Crossair-Flug 3597",?,?,65637
"Fear the Walking Dead",?,?,65621
"Snowpiercer",?,?,65425
"Anke Engelke",?,?,65420
"Finnland",?,?,65397
"Belgien",?,?,65277
"Südafrika",?,?,65169
"Eiffelturm",?,?,65136
"Böhse Onkelz",?,?,65132
"Borussia Dortmund",?,?,65127
"Sri Lanka",?,?,65029
"Begriffe und Handlungsorte der Newt-Scamander-Reihe",?,?,64913
"Oliver Pocher",?,?,64748
"Marek Svatoš",?,?,64697
"Tschechien",?,?,64663
"Eloxal-Verfahren",?,?,64655
"HTTP-Statuscode",?,?,64599
"Ländervorwahlliste sortiert nach Nummern",?,?,64597
"Grönland",?,?,64465
"Florian Silbereisen",?,?,64346
"Osteopathie (Alternativmedizin)",?,?,64306
"Liechtenstein",?,?,64235
"Conor McGregor",?,?,64096
"Goldener Schnitt",?,?,64003
"Roland Trettl",?,?,63993
"The Royals (Fernsehserie)",?,?,63987
"Diabetes mellitus",?,?,63983
"The Fast and the Furious (Filmreihe)",?,?,63885
"Sonne",?,?,63798
"Freimaurerei",?,?,63782
"Weinberg (Fernsehserie)",?,?,63651
"Liste von Pornodarstellerinnen",?,?,63651
"Orange Is the New Black",?,?,63590
"Body-Mass-Index",?,?,63540
"Kallstadt",?,?,63516
"Maria Stuart",?,?,63419
"Figuren aus Star Wars",?,?,63359
"Methamphetamin",?,?,63288
"Karl der Große",?,?,63259
"Sascha Grammel",?,?,63217
"The Beatles",?,?,63108
"Azaleen- und Rhododendronpark Kromlau",?,?,62993
"Kasachstan",?,?,62865
"The Big Bang Theory/Episodenliste",?,?,62747
"Theo James",?,?,62745
"Griechenland",?,?,62650
"Oliver Wnuk",?,?,62626
"Doctor Who",?,?,62609
"Max Giesinger",?,?,62541
"Liste der häufigsten Familiennamen in Deutschland",?,?,62451
"Paris",?,?,62391
"Willy Brandt",?,?,62270
"Figuren in Tolkiens Welt",?,?,62253
"Designated Survivor (Fernsehserie)",?,?,62169
"Jill Stein",?,?,62151
"Dieter Bohlen",?,?,62151
"Cast Away – Verschollen",?,?,62117
"Sons of Anarchy",?,?,62112
"Bürgerkrieg in Syrien",?,?,62042
"Stuttgart",?,?,61862
"Dresden",?,?,61732
"Abtreibung",?,?,61684
"Ägypten",?,?,61658
"Der Herr der Ringe (Filmtrilogie)",?,?,61582
"Sido",?,?,61508
"Adam Sandler",?,?,61469
"Viskosität",?,?,61390
"Kosovo",?,?,61379
"Leonardo da Vinci",?,?,61358
"Pfeiffer-Drüsenfieber",?,?,61302
"The Grand Tour",?,?,61253
"Apple",?,?,61236
"Masturbation",?,?,61209
"Wolf",?,?,61207
"Amyotrophe Lateralsklerose",?,?,61185
"Rammstein",?,?,61185
"Bundestagswahl 2017",?,?,61178
"VW Golf VII",?,?,61156
"Olaf Schubert",?,?,61144
"Liste der Disney-Filme",?,?,61138
"Containment – Eine Stadt hofft auf Rettung",?,?,61088
"Ralf Dümmel",?,?,61068
"Reformationstag",?,?,61032
"Renaissance",?,?,61001
"Harry Potter und die Heiligtümer des Todes – Teil 2",?,?,60988
"Miroslav Klose",?,?,60956
"Shades of Grey",?,?,60943
"Zirkumzision",?,?,60938
"Was vom Tage übrig blieb",?,?,60902
"Pierre-Emerick Aubameyang",?,?,60878
"Jennifer Aniston",?,?,60802
"Liste von Serienmördern",?,?,60727
"Vergleichszeichen",?,?,60719
"Angelina Jolie",?,?,60667
"Criminal Minds",?,?,60641
"Lara Trautmann",?,?,60572
"Twenty One Pilots",?,?,60548
"Sarah Lombardi",?,?,60523
"Homeland (Fernsehserie)",?,?,60518
"Wolfgang Raufelder",?,?,60503
"Dubai",?,?,60429
"Frauke Petry",?,?,60302
"Thailand",?,?,60279
"BAe 146",?,?,60195
"David Bowie",?,?,60177
"Industrie 4.0",?,?,60173
"Der Hobbit: Smaugs Einöde",?,?,60141
"Präsidentschaftswahl in den Vereinigten Staaten 1996",?,?,60085
"Bob Dylan",?,?,60052
"PH-Wert",?,?,59994
"Denzel Washington",?,?,59977
"Kokain",?,?,59929
"Carsten Maschmeyer",?,?,59922
"Maslowsche Bedürfnishierarchie",?,?,59886
"Dana Schweiger",?,?,59833
"Ausweisnummer",?,?,59803
"Los Angeles",?,?,59802
"Scrum",?,?,59695
"Philip Seymour Hoffman",?,?,59577
"Ilse Aichinger",?,?,59542
"Karl Marx",?,?,59454
"Wilma Elles",?,?,59301
"The Mentalist",?,?,59284
"Generation Y",?,?,59283
"Lufthansa",?,?,59205
"Modern Family",?,?,59199
"Hawaii Five-0",?,?,59123
"Katharina Thalbach",?,?,58996
"Präsidentschaftswahl in den Vereinigten Staaten 1992",?,?,58953
"Amphetamin",?,?,58945
"Hongkong",?,?,58906
"Rom",?,?,58814
"Chelsea Clinton",?,?,58753
"Trump",?,?,58749
"Magnetresonanztomographie",?,?,58727
"Begriffe der Harry-Potter-Romane",?,?,58706
"How I Met Your Mother",?,?,58609
"Aminosäuren",?,?,58602
"Star Wars: Das Erwachen der Macht",?,?,58590
"Tatort: Taxi nach Leipzig",?,?,58576
"Pentatonix",?,?,58511
"Syphilis",?,?,58444
"Pascal (Einheit)",?,?,58430
"Bushido (Rapper)",?,?,58372
"Moldawien",?,?,58356
"Euro",?,?,58350
"Forest Whitaker",?,?,58340
"Glucose",?,?,58266
"Zustellanweisung",?,?,58234
"Sturm der Liebe",?,?,58090
"Lichtgeschwindigkeit",?,?,58042
"Ludwig van Beethoven",?,?,57995
"Chris Tall",?,?,57975
"Vitamin D",?,?,57923
"Nordkorea",?,?,57862
"Johnny Galecki",?,?,57751
"Sansibar",?,?,57704
"Red Hot Chili Peppers",?,?,57682
"Riesenkrabbenspinnen",?,?,57677
"Lionel Messi",?,?,57651
"Bitcoin",?,?,57622
"Mustafa Kemal Atatürk",?,?,57575
"Watt (Einheit)",?,?,57477
"RAID",?,?,57451
"Lupus erythematodes",?,?,57440
"Surströmming",?,?,57412
"Mario Adorf",?,?,57369
"Independence Day: Wiederkehr",?,?,57312
"Burj Khalifa",?,?,57299
"Tremor",?,?,57298
"Aluminium",?,?,57298
"Ruth Moschner",?,?,57217
"Rhein",?,?,57210
"Alfred Schmidt (Fußballspieler, 1935)",?,?,57168
"Mittelalter",?,?,57160
"Sonnensystem",?,?,57155
"Jennifer Lopez",?,?,57150
"Rheinland-Pfalz",?,?,57083
"Quentin Tarantino",?,?,57045
"Cobie Smulders",?,?,57044
"SAP",?,?,57010
"Färöer",?,?,56990
"Indonesien",?,?,56913
"Cléber Santana",?,?,56909
"Milzbrand",?,?,56901
"Scientology",?,?,56893
"Deutsche Sprache",?,?,56876
"The Taste",?,?,56849
"Ludwig Hofmaier",?,?,56804
"Gibraltar",?,?,56740
"Friedrich Schiller",?,?,56729
"C&A",?,?,56717
"Norbert Hofer",?,?,56697
"HMHS Britannic",?,?,56620
"Rivalität zwischen Köln und Düsseldorf",?,?,56591
"Donau",?,?,56577
"Blindspot",?,?,56571
"YouPorn",?,?,56476
"Vietnam",?,?,56434
"American Football",?,?,56380
"Vereinigte Arabische Emirate",?,?,56376
"Morbus Crohn",?,?,56350
"Star Trek",?,?,56325
"Bulgarien",?,?,56318
"Portugal",?,?,56283
"Politisches System der Vereinigten Staaten",?,?,56245
"Johann Sebastian Bach",?,?,56220
"Hacker",?,?,56215
"Formelsammlung Trigonometrie",?,?,56179
"Hashimoto-Thyreoiditis",?,?,56161
"Narcos",?,?,56113
"Sturm der Liebe/Rollenbesetzung",?,?,56083
"Josef Stalin",?,?,56061
"Luise Befort",?,?,56027
"Bob Marley",?,?,56021
"Liste der ältesten Menschen",?,?,55931
"Android (Betriebssystem)",?,?,55924
"Ludwig XIV.",?,?,55920
"Jackie Chan",?,?,55888
"Sonja Gerhardt",?,?,55853
"Tom Hardy",?,?,55823
"Lyndon B. Johnson",?,?,55701
"Logarithmus",?,?,55671
"Kanarische Inseln",?,?,55610
"Ungarn",?,?,55606
"Präsidentschaftswahl in den Vereinigten Staaten 1916",?,?,55591
"Movember",?,?,55579
"Brad Pitt",?,?,55563
"Normalverteilung",?,?,55537
"Jochen Schweizer (Unternehmer)",?,?,55474
"Anthony Hopkins",?,?,55462
"Liste der standardisierten Ports",?,?,55443
"Dexter (Fernsehserie)",?,?,55381
"Ibuprofen",?,?,55376
"Schöne Bescherung",?,?,55349
"UEFA Champions League 2016/17",?,?,55325
"Dr. House",?,?,55320
"Robin Williams",?,?,55301
"Magic Johnson",?,?,55286
"Steve Jobs",?,?,55272
"Barock",?,?,55258
"Deutsche Nationalhymne",?,?,55221
"Pomelo",?,?,55102
"Hans-Joachim Wolfram",?,?,55072
"Dichte",?,?,55032
"Kurden",?,?,55000
"Frank Rosin",?,?,54990
"Elisabeth I.",?,?,54974
"Netflix",?,?,54944
"Myanmar",?,?,54918
"Albanien",?,?,54863
"Klitoris",?,?,54770
"BMW E46",?,?,54749
"Mars (Planet)",?,?,54748
"Capote (Film)",?,?,54708
"Penis des Menschen",?,?,54697
"Steven Seagal",?,?,54691
"Gaius Iulius Caesar",?,?,54649
"Caladrius",?,?,54637
"Fibonacci-Folge",?,?,54610
"Michael Gambon",?,?,54493
"OSI-Modell",?,?,54471
"Politisches System der Bundesrepublik Deutschland",?,?,54468
"Schottland",?,?,54439
