Page,Edits,Editors,Views
"Marokko",?,?,93500
"Gert Postel",?,?,93239
"Die blaue Lagune (1980)",?,?,93170
"Kaengsaeng 88",?,?,93133
"Kroatien",?,?,93088
"Star Wars: Episode I – Die dunkle Bedrohung",?,?,92898
"Vereinigte Arabische Emirate",?,?,92778
"RMS Titanic",?,?,92722
"Sonnensystem",?,?,92672
"Baden-Württemberg",?,?,92451
"Martin Luther King",?,?,92287
"Afghanistan",?,?,92264
"Oscar",?,?,92034
"Narzissmus",?,?,92007
"Dubai",?,?,91901
"Pearl Harbor (Film)",?,?,91742
"Liste der Disney-Filme",?,?,91705
"Liste der Länder Europas",?,?,91566
"Brittany Murphy",?,?,91503
"Will Smith",?,?,91416
"Robert De Niro",?,?,91101
"Clint Eastwood",?,?,90989
"Bruce Willis",?,?,90911
"Mount Everest",?,?,90908
"Die Welle (2008)",?,?,90786
"Depression",?,?,90721
"Airbus A380",?,?,90538
"Charlie Sheen",?,?,90257
"Steffi Graf",?,?,90251
"Normbrunnenflasche",?,?,90220
"Stieg Larsson",?,?,90188
"In Time – Deine Zeit läuft ab",?,?,89731
"Maria Stuart",?,?,89560
"Suicide Squad (Film)",?,?,89486
"Steve Gohouri",?,?,89449
"Mayim Bialik",?,?,89395
"Cristiano Ronaldo",?,?,89373
"René Angélil",?,?,89323
"Percy Jackson",?,?,89259
"Madeira",?,?,89149
"Universal Serial Bus",?,?,89082
"Liste der Tatort-Folgen",?,?,89045
"Domhnall Gleeson",?,?,88675
"Irland",?,?,88616
"The Counselor",?,?,88412
"Stefanie Stappenbeck",?,?,88349
"Angriff auf Pearl Harbor",?,?,88321
"Mauritius",?,?,88220
"Carolina Panthers",?,?,88153
"Griechisches Alphabet",?,?,88140
"Legend (2015)",?,?,88037
"Jennifer Jason Leigh",?,?,87909
"Criminal Minds",?,?,87829
"NATO",?,?,87828
"Holocaust",?,?,87708
"Breslau",?,?,87682
"Sinus und Kosinus",?,?,87607
"Rihanna",?,?,87585
"Figuren in Tolkiens Welt",?,?,87548
"Der Vorleser (Film)",?,?,87297
"Cate Blanchett",?,?,87101
"Gossip Girl",?,?,87007
"Weltwunder",?,?,86955
"Sean Connery",?,?,86829
"Ethanol",?,?,86819
"Elisabeth II.",?,?,86604
"Teen Wolf (Fernsehserie)",?,?,86547
"BDSM",?,?,86526
"Olympische Sommerspiele 2016",?,?,86470
"Marvel’s Jessica Jones",?,?,86437
"Deadpool",?,?,86393
"Martin Luther",?,?,86362
"Carrie Fisher",?,?,86312
"John F. Kennedy",?,?,86161
"David Garrett",?,?,86016
"Land (Deutschland)",?,?,85985
"Australian Open 2016",?,?,85828
"Arrow (Fernsehserie)",?,?,85670
"Sante de Santis",?,?,85529
"Gary Anderson (Dartspieler)",?,?,85508
"Tom Cruise",?,?,85381
"Hand-Fuß-Mund-Krankheit",?,?,85346
"Euro",?,?,85177
"Transatlantisches Freihandelsabkommen",?,?,85110
"Instagram",?,?,85078
"Independence Day (1996)",?,?,85068
"Anal bleaching",?,?,84968
"Artur Fischer",?,?,84905
"Die neun Pforten",?,?,84656
"Todesstrafe",?,?,84447
"Quinoa",?,?,84219
"Fibromyalgie",?,?,84123
"Phil Collins",?,?,84020
"Eyes Wide Shut",?,?,83945
"Brasilien",?,?,83886
"Interstellar",?,?,83872
"Keira Knightley",?,?,83855
"Jurassic Park",?,?,83848
"Figuren der Harry-Potter-Romane",?,?,83827
"Emma Watson",?,?,83774
"Berliner Mauer",?,?,83741
"Diabetes mellitus",?,?,83665
"Nora Tschirner",?,?,83650
"Sean Penn",?,?,83528
"Florian Martens",?,?,83366
"Lost (Fernsehserie)",?,?,83161
"Waffenschein",?,?,83147
"Castle (Fernsehserie)",?,?,83013
"Tatort: Der große Schmerz",?,?,82907
"Jennifer Aniston",?,?,82853
"Peter Prevc",?,?,82820
"Gro Swantje Kohlhof",?,?,82793
"Orange Is the New Black",?,?,82773
"Alicia Vikander",?,?,82661
"Emma Stone",?,?,82624
"Making a Murderer",?,?,82596
"Der Bergdoktor (2008)",?,?,82581
"Bürgerkrieg in Syrien",?,?,82519
"Walt Disney",?,?,82417
"Dirk Bach",?,?,82411
"Vereinte Nationen",?,?,82409
"Erde",?,?,82225
"Mila Kunis",?,?,82100
"Liste der Staaten der Erde",?,?,82066
"Terence Hill",?,?,81748
"Köln 50667",?,?,81723
"Pearl Harbor",?,?,81624
"Andreas Bourani",?,?,81540
"Cookinseln",?,?,81281
"Der Nanny",?,?,81268
"Chloë Grace Moretz",?,?,81156
"Die Frau in Schwarz",?,?,81075
"Keanu Reeves",?,?,80933
"Liste von Pornodarstellerinnen",?,?,80875
"Der Herr der Ringe (Filmtrilogie)",?,?,80803
"Steve Jobs",?,?,80720
"Masturbation",?,?,80716
"Rothschild",?,?,80613
"Bertolt Brecht",?,?,80532
"Ludwig van Beethoven",?,?,80461
"Vulva",?,?,80345
"Rachel McAdams",?,?,80325
"Fermentation",?,?,80224
"Gute Zeiten, schlechte Zeiten",?,?,80205
"Rocky",?,?,80108
"The Flash (Fernsehserie)",?,?,79874
"Jenny Elvers",?,?,79866
"Die 5. Welle",?,?,79588
"Planet der Affen: Prevolution",?,?,79492
"Pro Bowl",?,?,79465
"Elisabeth von Österreich-Ungarn",?,?,79127
"Gotham (Fernsehserie)",?,?,78982
"Sternsinger",?,?,78958
"Figuren im Lied von Eis und Feuer",?,?,78920
"Vatikanischer Hügel",?,?,78893
"Schleppschaufel",?,?,78750
"Primzahl",?,?,78727
"IG Metall",?,?,78719
"Dirk Nowitzki",?,?,78648
"Elisabeth I.",?,?,78600
"Kanarische Inseln",?,?,78555
"Ägypten",?,?,78542
"Thailand",?,?,78400
"Adam Sandler",?,?,78348
"Sechzehneichen (Film)",?,?,78275
"Incoterms",?,?,78267
"Hashimoto-Thyreoiditis",?,?,78164
"21 Jump Street (Film)",?,?,78055
"Operation Zucker",?,?,77941
"Jakobsweg",?,?,77854
"MDMA",?,?,77853
"Kray-Zwillinge",?,?,77810
"Sophia Thomalla",?,?,77774
"Mord im Orient-Expreß (Film)",?,?,77714
"Vierschanzentournee 2015/16",?,?,77689
"Sri Lanka",?,?,77631
"Ländervorwahlliste sortiert nach Nummern",?,?,77599
"Jake Gyllenhaal",?,?,77330
"Will Poulter",?,?,77268
"Buddhismus",?,?,77235
"Mexiko",?,?,77227
"FC Bayern München",?,?,77217
"FC Remscheid",?,?,77202
"Morbus Crohn",?,?,77202
"Schreckschusswaffe",?,?,77155
"Robin Hood (2010)",?,?,77150
"Wilsberg (Fernsehserie)",?,?,77137
"Kingsman: The Secret Service",?,?,77079
"Afrika",?,?,76977
"The 100",?,?,76974
"Finnland",?,?,76964
"Amanda Seyfried",?,?,76897
"Simone Thomalla",?,?,76753
"Ice Cube",?,?,76725
"Belgien",?,?,76514
"Sezessionskrieg",?,?,76460
"Scarlett Johansson",?,?,76444
"Liste der ältesten Menschen",?,?,76433
"Pink Floyd",?,?,76414
"Unechte Rose von Jericho",?,?,76375
"Jan Böhmermann",?,?,76277
"Samuel L. Jackson",?,?,76123
"Zac Efron",?,?,76045
"Blutgruppe",?,?,76023
"Tschiller und Gümer",?,?,75976
"Andrea Berg",?,?,75889
"Newton (Einheit)",?,?,75819
"Chinesisches Neujahrsfest",?,?,75778
"Lupus erythematodes",?,?,75777
"The Wolf of Wall Street (2013)",?,?,75636
"Dwayne Johnson",?,?,75617
"Brooke Shields",?,?,75498
"Tinder",?,?,75276
"Amphetamin",?,?,75208
"Der Marsianer – Rettet Mark Watney",?,?,75078
"One Direction",?,?,75055
"Parkinson-Krankheit",?,?,74999
"Wilbur L. Scoville",?,?,74927
"Terry Brooks",?,?,74908
"Mariss Jansons",?,?,74594
"Teneriffa",?,?,74516
"Sowjetunion",?,?,74330
"Down-Syndrom",?,?,74170
"Kate Winslet",?,?,74126
"Inglourious Basterds",?,?,74104
"Rumänien",?,?,73832
"Paul Walker",?,?,73827
"Natalie Portman",?,?,73751
"Zinédine Zidane",?,?,73681
"Griechenland",?,?,73639
"Südafrika",?,?,73638
"Angelina Jolie",?,?,73622
"Die Brücke am Kwai",?,?,73477
"Niedersachsen",?,?,73388
"Minecraft",?,?,73361
"Griechische Mythologie",?,?,73350
"Burj Khalifa",?,?,73338
"Eagles",?,?,73258
"Standardabweichung",?,?,73244
"Pomelo",?,?,73174
"Münster (Westfalen)",?,?,72991
"Hashtag",?,?,72929
"Los Angeles",?,?,72889
"Durian",?,?,72854
"Istanbul",?,?,72827
"Der Soldat James Ryan",?,?,72731
"Elon Musk",?,?,72728
"Kontinent",?,?,72637
"Dr. Dre",?,?,72611
"Eazy-E",?,?,72605
"Penis",?,?,72597
"Raspberry Pi",?,?,72469
"Dreißigjähriger Krieg",?,?,72466
"Oscar Isaac",?,?,72449
"Antoine Monot, Jr.",?,?,72422
"Pfefferspray",?,?,72391
"Bundeswehr",?,?,72297
"World War Z",?,?,72252
"Bundesstaat der Vereinigten Staaten",?,?,72195
"Stirb langsam",?,?,72054
"The Beatles",?,?,72031
"Sansibar",?,?,72025
"Bruttoinlandsprodukt",?,?,71994
"Liste von Bergen und Erhebungen in Dänemark",?,?,71951
"Dan Haggerty",?,?,71922
"Inspector Barnaby",?,?,71915
"Goldener Schnitt",?,?,71862
"Tupac Shakur",?,?,71774
"Für immer Liebe",?,?,71764
"Tschechien",?,?,71712
"England",?,?,71571
"Dienstgrade der Bundeswehr",?,?,71553
"Ausländerkriminalität",?,?,71523
"Wladimir Wladimirowitsch Putin",?,?,71512
"Rom",?,?,71493
"Paris",?,?,71334
"Michael Oher",?,?,71291
"Concorde",?,?,71269
"Jesiden",?,?,71251
"Lady Gaga",?,?,71118
"Osteopathie (Alternativmedizin)",?,?,71060
"Weimarer Republik",?,?,71050
"Ben Stiller",?,?,70961
"Unfriend",?,?,70920
"Florian Silbereisen",?,?,70814
"Doris Day",?,?,70745
"Portugal",?,?,70616
"Tom Hanks",?,?,70597
"Chorea Huntington",?,?,70556
"Android (Betriebssystem)",?,?,70503
"Liste der Millionenstädte",?,?,70399
"Herpes Zoster",?,?,70277
"Bachelor",?,?,70193
"Tatort: Fegefeuer",?,?,70061
"Zehn Gebote",?,?,70043
"Matt Damon",?,?,69954
"Bradley Cooper",?,?,69915
"Römisches Reich",?,?,69908
"BMW E90",?,?,69888
"Magnetresonanztomographie",?,?,69851
"Gigi Hadid",?,?,69839
"Die Eiskönigin – Völlig unverfroren",?,?,69721
"Hessen",?,?,69686
"Aische Pervers",?,?,69658
"Mars (Planet)",?,?,69514
"Tod auf dem Nil",?,?,69494
"Cam Newton",?,?,69463
"Syphilis",?,?,69386
"Percy Jackson – Im Bann des Zyklopen (Film)",?,?,69349
"Johnny Cash",?,?,69269
"Ryan Reynolds",?,?,69237
"Französische Revolution",?,?,69185
"Vikings (Fernsehserie)",?,?,69169
"Hawaii",?,?,69068
"Terroranschläge am 11. September 2001",?,?,69038
"Klitoris",?,?,69019
"Aksel Lund Svindal",?,?,68785
"Planet der Affen: Revolution",?,?,68783
"Planet der Affen",?,?,68779
"Kat Dennings",?,?,68730
"Bastian Pastewka",?,?,68620
"Amazon.com",?,?,68599
"Jane Eyre",?,?,68597
"Lichtgeschwindigkeit",?,?,68579
"Körpertemperatur",?,?,68558
"Avengers: Age of Ultron",?,?,68411
"BMW",?,?,68407
"Dresden",?,?,68378
"Mond",?,?,68363
"Netflix",?,?,68361
"Robert Geiss",?,?,68309
"Osmanisches Reich",?,?,68288
"Mord mit Aussicht",?,?,68223
"Sarah Connor",?,?,68192
"Der Hobbit: Eine unerwartete Reise",?,?,68134
"Taharrush gamea",?,?,68133
"How I Met Your Mother",?,?,68101
"John Boyega",?,?,68096
"Kosovo",?,?,68080
"Eiffelturm",?,?,68079
"Deutsche Demokratische Republik",?,?,68074
"Joule",?,?,67985
"Schottland",?,?,67955
"Jurassic World",?,?,67947
"YouPorn",?,?,67940
"Luxemburg",?,?,67917
"Wolf",?,?,67877
"Viskosität",?,?,67864
"Marvel Cinematic Universe",?,?,67851
"Matthias Schweighöfer",?,?,67836
"Topinambur",?,?,67829
"Snapchat",?,?,67820
"Bundespräsidentenwahl in Österreich 2016",?,?,67689
"Kim Kardashian",?,?,67529
"ABBA",?,?,67421
"Otto von Bismarck",?,?,67403
"Melissa Rauch",?,?,67371
"Waffenbesitzkarte (Deutschland)",?,?,67331
"Penélope Cruz",?,?,67306
"Bushido (Rapper)",?,?,67158
"Kokain",?,?,67090
"Rheinland-Pfalz",?,?,67044
"Volkswagen AG",?,?,67016
"Liste der höchsten Berge und Erhebungen in den Niederlanden",?,?,66950
"Unterwegs nach Cold Mountain (Film)",?,?,66950
"Jack Nicholson",?,?,66916
"Deutsche Nationalhymne",?,?,66911
"Ungarn",?,?,66906
"FIFA Ballon d’Or",?,?,66901
"Matrix (Film)",?,?,66895
"Nicolas Cage",?,?,66888
"Gina-Lisa Lohfink",?,?,66885
"Alexandra Daddario",?,?,66863
"Kalifornien",?,?,66840
"Intersexualität",?,?,66837
"Stuttgart",?,?,66791
"Emma Roberts",?,?,66774
"Freddie Mercury",?,?,66741
"Grand Slam (Tennis)",?,?,66618
"Kaki",?,?,66554
"Schia",?,?,66466
"Prakti.com",?,?,66382
"Kernwaffentechnik",?,?,66364
"Fahri Yardım",?,?,66310
"Christian Bale",?,?,66271
"Django Unchained",?,?,66258
"Liechtenstein",?,?,66255
"Gicht",?,?,66097
"Freimaurerei",?,?,66094
"Weltbevölkerung",?,?,65961
"Narcos",?,?,65827
"Cara Delevingne",?,?,65790
"Methamphetamin",?,?,65744
"Mensch",?,?,65642
"Henriette Reker",?,?,65633
"Jackie Chan",?,?,65605
"Mikrozephalie",?,?,65461
"Vietnam",?,?,65431
"Apocalypto",?,?,65413
"Maine-Coon-Katze",?,?,65374
"Charlize Theron",?,?,65298
"James Franco",?,?,65297
"Benedict Cumberbatch",?,?,65108
"Ryan Gosling",?,?,64857
"Leipzig",?,?,64816
"Washington, D.C.",?,?,64785
"Adolf Eichmann",?,?,64783
"Mary-Kate und Ashley Olsen",?,?,64756
"Heiliges Römisches Reich",?,?,64754
"Ausweisnummer",?,?,64662
"Wolfgang Albers (Polizeipräsident)",?,?,64655
"Boris Becker",?,?,64486
"Deutsche Sprache",?,?,64474
"Logarithmus",?,?,64425
"True Detective",?,?,64416
"Sido",?,?,64397
"Malediven",?,?,64301
"Oman",?,?,64270
"The Royals (Fernsehserie)",?,?,64244
"AnnenMayKantereit",?,?,64232
"Mad Max: Fury Road",?,?,64196
"Liste der 500 reichsten Deutschen",?,?,64185
"Modern Family",?,?,64128
"Low-Carb",?,?,64118
"Ralph Fiennes",?,?,64078
"Apple",?,?,64075
"American Pie (Filmreihe)",?,?,64021
"Alexander Van der Bellen",?,?,64005
"Kasachstan",?,?,63917
"Christoph Kolumbus",?,?,63896
"Milla Jovovich",?,?,63862
"Dinner for One",?,?,63860
"Scrubs – Die Anfänger",?,?,63848
"Liam Hemsworth",?,?,63841
"Faust. Eine Tragödie.",?,?,63820
"Mittelalter",?,?,63811
"Lisa Wagner",?,?,63795
"Resident Evil: Retribution",?,?,63785
"Jimmy Bain",?,?,63742
"Die Peanuts",?,?,63733
"Orgasmus",?,?,63676
"Kurt Russell",?,?,63674
"Sexualpraktik",?,?,63529
"Robin Hood",?,?,63425
"RAID",?,?,63385
"Anne Frank",?,?,63272
"Falco",?,?,63252
"Carl Friedrich Gauß",?,?,63235
"Schutzart",?,?,63232
"Faschismus",?,?,63206
"Montenegro",?,?,63190
"Barock",?,?,63144
"Whitney Houston",?,?,63122
"Rasseliste",?,?,63053
"Emma Schweiger",?,?,63044
"Maria Furtwängler",?,?,62981
"Moritz Bleibtreu",?,?,62960
"Harry Potter und der Stein der Weisen (Film)",?,?,62953
"Leonardo da Vinci",?,?,62893
"Gold",?,?,62874
"Papierformat",?,?,62873
"Hongkong",?,?,62825
"Cholecalciferol",?,?,62816
"Aminosäuren",?,?,62805
"Sarkomer",?,?,62771
"Margot Robbie",?,?,62736
"Inception",?,?,62719
