Page,Edits,Editors,Views
"UEFA Europa League",?,?,108056
"Bayern",?,?,107773
"Die Bestimmung – Divergent",?,?,107468
"Vampire Diaries",?,?,106939
"Liste der UEFA-Champions-League-Endspiele",?,?,106664
"Sex",?,?,106618
"Leicester",?,?,106181
"Django Unchained",?,?,105483
"Sahra Wagenknecht",?,?,104816
"Borderline-Persönlichkeitsstörung",?,?,104772
"Konfektionsgröße",?,?,104039
"Fußball-Bundesliga",?,?,103946
"Liste der IPA-Zeichen",?,?,103927
"London",?,?,103872
"Figuren aus Star Wars",?,?,102887
"Vereinigtes Königreich",?,?,102519
"Google",?,?,102364
"Volksrepublik China",?,?,102175
"Prince",?,?,101914
"Stephen Hawking",?,?,101216
"Kroatien",?,?,100732
"Gute Zeiten, schlechte Zeiten",?,?,100429
"Indien",?,?,100401
"Giuseppe-Meazza-Stadion",?,?,100297
"Spanien",?,?,99846
"Unglück am Mount Everest (1996)",?,?,99742
"Relegation zur deutschen Fußball-Bundesliga",?,?,99661
"Amyotrophe Lateralsklerose",?,?,99412
"Polen",?,?,99187
"Ruth Moschner",?,?,99123
"Elisabeth II.",?,?,98178
"Olympische Sommerspiele 2016",?,?,97761
"Phoneutria",?,?,97686
"Zlatan Ibrahimović",?,?,97649
"Verwandtschaftsbeziehung",?,?,97633
"Daniela Katzenberger",?,?,97432
"Werner Faymann",?,?,97012
"Thor – The Dark Kingdom",?,?,96923
"Jérôme Boateng",?,?,96414
"Niederlande",?,?,96357
"Bundespräsident (Deutschland)",?,?,96355
"Shetland",?,?,96220
"Sia (Sängerin)",?,?,96204
"Liste der Großstädte in Deutschland",?,?,95937
"Barack Obama",?,?,95632
"Nordrhein-Westfalen",?,?,95547
"Prince Damien",?,?,95490
"Angelo Kelly",?,?,95034
"Schweden",?,?,94685
"Vagina",?,?,94469
"Harry Potter",?,?,94269
"Präsidentschaftswahl in den Vereinigten Staaten 2016",?,?,93851
"Islamischer Staat (Organisation)",?,?,93627
"Die Tribute von Panem – Mockingjay Teil 1",?,?,93436
"Frankfurt am Main",?,?,93221
"Israel",?,?,92857
"Brasilien",?,?,92531
"Nuklearkatastrophe von Tschernobyl",?,?,92298
"Recep Tayyip Erdoğan",?,?,92268
"Köln",?,?,92262
"Die Tribute von Panem – Mockingjay Teil 2",?,?,92222
"Adele (Sängerin)",?,?,91673
"A4-Format",?,?,91542
"Schlacht um Verdun",?,?,91502
"Senta Berger",?,?,91446
"Channing Tatum",?,?,91297
"Höhenkrankheit",?,?,90917
"Bundeskanzler (Deutschland)",?,?,90794
"Baden-Württemberg",?,?,90497
"Berliner Mauer",?,?,90307
"Atlético Madrid",?,?,89950
"Skagerrakschlacht",?,?,89877
"Napoleon Bonaparte",?,?,89821
"Toni Kroos",?,?,89661
"Let’s Dance (Fernsehsendung)",?,?,89389
"V wie Vendetta (Film)",?,?,89300
"The Flash (Fernsehserie)",?,?,89277
"Wolfgang Amadeus Mozart",?,?,88964
"Niklas Feierabend",?,?,88796
"Freiheitliche Partei Österreichs",?,?,88416
"UEFA Europa League 2016/17",?,?,88334
"Franck Ribéry",?,?,88168
"Illuminati (Film)",?,?,88131
"Johann Wolfgang von Goethe",?,?,88076
"NATO",?,?,88012
"Monsanto",?,?,87826
"Waldmeister",?,?,87745
"2 Broke Girls",?,?,87643
"Bitcoin",?,?,87596
"The Mentalist",?,?,87322
"Fußball-Ligasystem in Deutschland",?,?,87222
"Eric Stehfest",?,?,87042
"Bipolare Störung",?,?,86940
"Nena",?,?,86365
"Anna Loos",?,?,86061
"Liste der Länder Europas",?,?,85972
"Zoë Straub",?,?,85539
"Arrow (Fernsehserie)",?,?,85490
"Amsel",?,?,85483
"Deadpool (Film)",?,?,85197
"Panzerkampfwagen VI Tiger",?,?,85172
"Diego Simeone",?,?,84877
"Joachim Löw",?,?,84813
"Chloë Grace Moretz",?,?,84752
"Island",?,?,84727
"Liste der Präsidenten der Vereinigten Staaten",?,?,84597
"Arnold Schwarzenegger",?,?,84427
"Lucas Cordalis",?,?,84237
"Autismus",?,?,84081
"Irland",?,?,83984
"Japan",?,?,83861
"Rhein",?,?,83733
"Lena Meyer-Landrut",?,?,83597
"Tamme Hanken",?,?,82945
"Weltwunder",?,?,82721
"Geschlechtsverkehr",?,?,82596
"Würzburger Kickers",?,?,82575
"Hochzeitstag",?,?,82497
"Internet Movie Database",?,?,82209
"Fußball-Weltmeisterschaft",?,?,82084
"Julia Roberts",?,?,82050
"Jason Statham",?,?,81970
"Islam",?,?,81858
"Tom Hanks",?,?,81829
"Breaking Bad",?,?,81332
"Leipzig",?,?,81073
"Michael Jackson",?,?,80823
"Body-Mass-Index",?,?,80735
"Armenien",?,?,80576
"Alejandro González Iñárritu",?,?,80377
"Holocaust",?,?,80197
"Zinédine Zidane",?,?,80158
"Game of Thrones/Staffel 6",?,?,79914
"Alice im Wunderland",?,?,79787
"Liam Hemsworth",?,?,79608
"Eintracht Frankfurt",?,?,79496
"Tschechien",?,?,79476
"Atombombenabwürfe auf Hiroshima und Nagasaki",?,?,79390
"Albert Einstein",?,?,79222
"Freimaurerei",?,?,79177
"Vietnamkrieg",?,?,79176
"Fibromyalgie",?,?,79048
"Thomas Müller",?,?,78963
"Eurovision Song Contest 2015",?,?,78820
"Supernatural",?,?,78761
"Steffen Henssler",?,?,78498
"Kilimandscharo",?,?,78371
"Deutsche Bahn",?,?,78246
"Arne Friedrich",?,?,78103
"Münster (Westfalen)",?,?,77983
"Massimo Sinató",?,?,77370
"Quentin Tarantino",?,?,77269
"Egypt-Air-Flug 804",?,?,77223
"Narzissmus",?,?,77180
"Bodensee",?,?,77130
"Schizophrenie",?,?,76975
"Jakobsweg",?,?,76923
"Land (Deutschland)",?,?,76674
"Elyas M’Barek",?,?,76603
"Tom Hiddleston",?,?,76520
"Martin Luther",?,?,76519
"Alice im Wunderland (2010)",?,?,76318
"Hannibal Lecter",?,?,76220
"RMS Titanic",?,?,76125
"Martin Ney",?,?,76096
"Fernando Torres",?,?,75588
"Montenegro",?,?,75491
"Felix Jaehn",?,?,75387
"Airbus-A320-Familie",?,?,75366
"Ginseng",?,?,75345
"Rote Armee Fraktion",?,?,75271
"The Da Vinci Code – Sakrileg",?,?,75172
"Airbus A380",?,?,75146
"Ausweisnummer",?,?,75005
"Rodrigo Espíndola",?,?,74935
"Norwegen",?,?,74807
"Singapur",?,?,74741
"Ländervorwahlliste sortiert nach Nummern",?,?,74669
"UEFA Champions League 2015/16",?,?,74490
"Tuberkulose",?,?,74447
"Rebecca Mir",?,?,74275
"YouTube",?,?,74198
"Solomon Northup",?,?,74084
"Sons of Anarchy",?,?,74081
"Pfeiffer-Drüsenfieber",?,?,74058
"Stephan Remmler",?,?,73833
"Öffentlicher Geschlechtsverkehr",?,?,73651
"Syrien",?,?,73555
"Heidi Klum",?,?,73435
"Marvel’s Agents of S.H.I.E.L.D.",?,?,73413
"Griechisches Alphabet",?,?,73386
"Deutschland sucht den Superstar",?,?,73305
"Paris",?,?,73305
"D. Swarovski",?,?,73256
"Niko Kovač",?,?,73149
"Vulva",?,?,73076
"Der Untergang der Stadt Passau",?,?,73010
"Tom Hardy",?,?,72998
"Ringelnatter",?,?,72932
"Måns Zelmerlöw",?,?,72900
"Eiffelturm",?,?,72865
"Scarlett Johansson",?,?,72707
"Rumänien",?,?,72572
"Weimarer Republik",?,?,72394
"Instagram",?,?,72122
"Jamie Campbell Bower",?,?,71878
"Christian Geistdörfer",?,?,71715
"Bernd Schuster",?,?,71662
"Euro",?,?,71544
"Kosovo",?,?,71481
"Jamala",?,?,71468
"Martin Luther King",?,?,71236
"Iran",?,?,71198
"Manuel Neuer",?,?,71139
"Anneliese Michel",?,?,71126
"Böhmermann-Affäre",?,?,71121
"Niedersachsen",?,?,70954
"Mario Götze",?,?,70798
"Vereinte Nationen",?,?,70755
"Eishockey-Weltmeisterschaft",?,?,70679
"Daniel Brühl",?,?,70662
"Belgien",?,?,70522
"Hashimoto-Thyreoiditis",?,?,70442
"Griechenland",?,?,70356
"Alexander Gauland",?,?,70350
"Tom Wlaschiha",?,?,70196
"Südafrika",?,?,70143
"Empathie",?,?,69968
"Dänemark",?,?,69967
"Fußball-Bundesliga 2015/16",?,?,69785
"Chris Hemsworth",?,?,69754
"Joachim Llambi",?,?,69751
"Mauritius",?,?,69701
"Vikings (Fernsehserie)",?,?,69584
"Michael Schumacher",?,?,69479
"Marvel’s The Avengers",?,?,69470
"Gardasee",?,?,69336
"Vorwahlergebnisse der Präsidentschaftswahl in den Vereinigten Staaten 2016",?,?,69089
"Todsünde",?,?,69031
"BDSM",?,?,69002
"Trio (Band)",?,?,68916
"Scharlach",?,?,68912
"Sowjetunion",?,?,68882
"Luke Mockridge",?,?,68820
"Sieben (Film)",?,?,68715
"Maghreb",?,?,68588
"Nordkorea",?,?,68584
"Dresden",?,?,68329
"Maibaum",?,?,68321
"Faschismus",?,?,68318
"Buddhismus",?,?,68307
"Sardinien",?,?,68303
"BMW E90",?,?,68288
"Zika-Virus",?,?,68066
"Ariana Grande",?,?,68040
"Incoterms",?,?,68021
"Ethanol",?,?,68011
"Osmanisches Reich",?,?,67955
"Hand-Fuß-Mund-Krankheit",?,?,67766
"Star Trek",?,?,67708
"Liste der deutschen Fußballmeister",?,?,67531
"Luxemburg",?,?,67526
"Ungarn",?,?,67506
"Avengers: Age of Ultron",?,?,67496
"William Shakespeare",?,?,67415
"Aserbaidschan",?,?,67366
"Depression",?,?,67330
"The BossHoss",?,?,67044
"Frohnleichnam",?,?,67028
"Herpes Zoster",?,?,67020
"Lionel Messi",?,?,66991
"Henriette Richter-Röhl",?,?,66821
"Deutsche Demokratische Republik",?,?,66803
"Zecken",?,?,66539
"Illuminati",?,?,66535
"Schutzart",?,?,66529
"Lily Collins",?,?,66426
"Fußball-Weltmeisterschaft 2014",?,?,66242
"Sophie Turner",?,?,66232
"Blindschleiche",?,?,66202
"Liste der Millionenstädte",?,?,66198
"Ukraine",?,?,66183
"Liste der Staaten der Erde",?,?,66154
"Rom",?,?,66143
"Dreißigjähriger Krieg",?,?,66113
"Emma Watson",?,?,66098
"Ulrike Meinhof",?,?,66079
"Tina Turner",?,?,65936
"Europoolpalette",?,?,65918
"England",?,?,65874
"Antoine Griezmann",?,?,65850
"Vera Int-Veen",?,?,65834
"Kat Dennings",?,?,65831
"Liste von Pornodarstellerinnen",?,?,65762
"Tesla Motors",?,?,65737
"Illuminatenorden",?,?,65710
"Harrison Ford",?,?,65691
"Portugal",?,?,65520
"WhatsApp",?,?,65482
"Fußball-Europameisterschaft 2012",?,?,65467
"Mallorca",?,?,65295
"Philipp Lahm",?,?,65264
"Afghanistan",?,?,65168
"Sinus und Kosinus",?,?,65134
"The 100",?,?,65103
"James Bond 007: Ein Quantum Trost",?,?,65014
"Hauskatze",?,?,65007
"Nastassja Kinski",?,?,64909
"MDMA",?,?,64872
"Gewöhnlicher Löwenzahn",?,?,64853
"Bismarck (Schiff, 1939)",?,?,64774
"Monaco",?,?,64726
"Sibel Kekilli",?,?,64721
"Französische Revolution",?,?,64668
"Steve McQueen (Schauspieler)",?,?,64620
"Tinder",?,?,64599
"Axl Rose",?,?,64585
"Brexit",?,?,64563
"Aische Pervers",?,?,64549
"The Hateful Eight",?,?,64425
"Thor (Film)",?,?,64397
"Mehmet Scholl",?,?,64315
"Eminem",?,?,64203
"Würzburg",?,?,64144
"Hessen",?,?,64090
"Miroslav Klose",?,?,64061
"Matthias Schweighöfer",?,?,64001
"John F. Kennedy",?,?,63991
"Google Übersetzer",?,?,63963
"Maikäfer",?,?,63926
"Falco",?,?,63905
"Batman v Superman: Dawn of Justice",?,?,63899
"Standardabweichung",?,?,63862
"Navy CIS",?,?,63810
"Bertolt Brecht",?,?,63760
"Cast Away – Verschollen",?,?,63682
"Relegation (Sport)",?,?,63653
"The Wolf of Wall Street (2013)",?,?,63637
"Masturbation",?,?,63580
"BMW",?,?,63556
"Diabetes mellitus",?,?,63507
"Bruttoinlandsprodukt",?,?,63404
"Venedig",?,?,63382
"Ant-Man (Film)",?,?,63283
"Neuseeland",?,?,62894
"Werder Bremen",?,?,62860
"Kralle Krawinkel",?,?,62810
"Liste erfolgreicher Filme",?,?,62751
"Marco Reus",?,?,62574
"YouPorn",?,?,62456
"Sadiq Khan",?,?,62438
"Hämorrhoiden",?,?,62379
"Marco Russ",?,?,62159
"Sophia Thomalla",?,?,62127
"Hektar",?,?,62069
"Universal Serial Bus",?,?,62014
"Harry Potter (Filmreihe)",?,?,62006
"Hannibal Rising – Wie alles begann",?,?,61989
"Blutgruppe",?,?,61929
"Stuttgart",?,?,61880
"Ludwig van Beethoven",?,?,61874
"RAL-Farbe",?,?,61871
"Eurovision Song Contest 2017",?,?,61862
"Albanien",?,?,61724
"Mexiko",?,?,61569
"Das Lied von Eis und Feuer",?,?,61494
"Römisches Reich",?,?,61353
"Transformers (Film)",?,?,61179
"Liste der ältesten Menschen",?,?,61158
"Brad Pitt",?,?,61032
"Chemtrail",?,?,60998
"Sherlock (Fernsehserie)",?,?,60997
"Walther Leisler Kiep",?,?,60861
"Blues",?,?,60709
"Otto von Bismarck",?,?,60673
"Bares für Rares",?,?,60666
"Giersch",?,?,60516
"Era Istrefi",?,?,60349
"Neuro-Linguistisches Programmieren",?,?,60304
"Rheinland-Pfalz",?,?,60290
"Fargo (Fernsehserie)",?,?,60244
"Rothschild",?,?,60180
"Korsika",?,?,60156
"Krätze",?,?,60129
"Gicht",?,?,59982
"Terroranschläge am 11. September 2001",?,?,59976
"Beatrix von Storch",?,?,59944
"Kaley Cuoco",?,?,59934
"Slowakei",?,?,59883
"Los Angeles",?,?,59857
"Sri Lanka",?,?,59733
"Schloss Neuschwanstein",?,?,59709
"Psychopathographie Adolf Hitlers",?,?,59682
"Max Giesinger",?,?,59681
"Schottland",?,?,59667
"Kreuzotter",?,?,59637
"Jung & Schön",?,?,59624
"Scientology",?,?,59611
"Patrick Swayze",?,?,59563
"Magnetresonanztomographie",?,?,59437
"Zypern",?,?,59436
"Fort McMurray",?,?,59345
"Antonow An-225",?,?,59259
"Gülcan Kamps",?,?,59248
"Kreta",?,?,59245
"Philippinen",?,?,59242
"Donau",?,?,59201
"Südtirol",?,?,59168
"Tom Cruise",?,?,59155
"H- und P-Sätze",?,?,59097
"Pablo Escobar",?,?,59057
"Morbus Crohn",?,?,58927
"Emily Blunt",?,?,58821
"Elizabeth Olsen",?,?,58789
"Kalter Krieg",?,?,58659
"Jeanette Biedermann",?,?,58653
"Finnland",?,?,58649
"Kuba",?,?,58624
"Gossip Girl",?,?,58438
"Penny Dreadful",?,?,58389
"Seven (Sänger)",?,?,58368
"Erde",?,?,58324
"Nürnberg",?,?,58310
"Twenty One Pilots",?,?,58309
"Dexter (Fernsehserie)",?,?,58255
"ABBA",?,?,58089
"Christoph Waltz",?,?,58087
"Justin Bieber",?,?,58064
"The Beatles",?,?,57971
"Hornisse",?,?,57934
"Doctor Who",?,?,57923
"Prag",?,?,57917
"Liechtenstein",?,?,57915
"Sylvester Stallone",?,?,57832
"Elvis Presley",?,?,57800
"Christoph Kolumbus",?,?,57552
"Kasachstan",?,?,57541
"Hannover",?,?,57491
"Life of Pi: Schiffbruch mit Tiger",?,?,57440
"Volkswagen AG",?,?,57411
"Liste von Serienmördern",?,?,57395
"PH-Wert",?,?,57365
"Criminal Minds",?,?,57326
"Newton (Einheit)",?,?,57220
"Alessandra Mussolini",?,?,57160
"Leonardo da Vinci",?,?,57133
"Ekaterina Leonova",?,?,56963
"Opel Kadett Strolch",?,?,56930
"Penis",?,?,56923
"Liste mathematischer Symbole",?,?,56895
"Quinoa",?,?,56893
"Gesetzliche Feiertage in Deutschland",?,?,56862
"Barcelona",?,?,56852
"Afrika",?,?,56741
"Bärlauch",?,?,56692
"Erdbeeren",?,?,56657
"Osteopathie (Alternativmedizin)",?,?,56636
"Josef Stalin",?,?,56634
"Elon Musk",?,?,56619
"Mittelalter",?,?,56606
"VW Tiguan",?,?,56600
"Mark Wahlberg",?,?,56575
"Indiana Jones",?,?,56465
"Helene Fischer",?,?,56440
"Teen Wolf (Fernsehserie)",?,?,56345
"Indonesien",?,?,56292
"Hashtag",?,?,56281
"VW Golf VII",?,?,56279
"Bundeskanzler (Österreich)",?,?,56145
"Er ist wieder da (Film)",?,?,56128
"187 Strassenbande",?,?,56105
"Bremen",?,?,56066
"Harmony of the Seas",?,?,56003
"Joshua Kimmich",?,?,55989
"Heiliges Römisches Reich",?,?,55953
"Captain America: The First Avenger",?,?,55893
"Litauen",?,?,55838
"Syphilis",?,?,55784
"Georg VI. (Vereinigtes Königreich)",?,?,55639
"Hawaii",?,?,55585
"Goldener Schnitt",?,?,55495
"Braunsbach",?,?,55494
"Binali Yıldırım",?,?,55490
"Blake Lively",?,?,55462
"Wolfgang Patzke",?,?,55435
"Bundeswehr",?,?,55422
"Wolf",?,?,55416
"Methamphetamin",?,?,55249
"Deutsche Sprache",?,?,55173
"FC Barcelona",?,?,55169
"Völkermord an den Armeniern",?,?,55159
"Peter Dinklage",?,?,55100
"Kalifornien",?,?,55049
"Dwayne Johnson",?,?,55029
"Amphetamin",?,?,55008
"Apollo 13",?,?,55000
"Berlin – Tag & Nacht",?,?,54979
"Jennifer Lopez",?,?,54920
"Pretty Woman",?,?,54919
"Barbel-Klasse",?,?,54900
"Sezessionskrieg",?,?,54898
"Everest (2015)",?,?,54890
"Hans Zimmer",?,?,54867
"Ludwig XIV.",?,?,54866
"Jos Verstappen",?,?,54805
"Düsseldorf",?,?,54767
"Android (Betriebssystem)",?,?,54733
"SC Sand",?,?,54732
"Petra Mede",?,?,54729
"Viskosität",?,?,54688
"Angelina Jolie",?,?,54525
"Ägypten",?,?,54507
"Claudia Michelsen",?,?,54496
"Benedict Cumberbatch",?,?,54441
"Sonne",?,?,54437
"David Cañada",?,?,54434
"Jürgen Klopp",?,?,54425
"Elisabeth von Österreich-Ungarn",?,?,54400
"Chernobyl Diaries",?,?,54395
"Supergirl (Fernsehserie)",?,?,54373
"Wolfgang Niedecken",?,?,54348
"BMW E46",?,?,54342
"Tesla Model S",?,?,54291
"Lena Headey",?,?,54287
"Serbien",?,?,54266
"1. Mai",?,?,54228
"Kerstin Ott",?,?,54151
"Der Untergang",?,?,54136
"Deutsches Kaiserreich",?,?,54072
"Paul Walker",?,?,54070
"Dirty Dancing",?,?,53978
"FC Sevilla",?,?,53958
"Bulgarien",?,?,53921
"Robert Lewandowski",?,?,53847
"Rammstein",?,?,53803
"Krimtataren",?,?,53666
"Orphan Black",?,?,53650
"Toy Story",?,?,53644
"Lichtgeschwindigkeit",?,?,53643
"FC Schalke 04",?,?,53626
"Gemeiner Rhabarber",?,?,53619
"Pablo Picasso",?,?,53584
"Eucharistie",?,?,53570
"Liste der Tatort-Folgen",?,?,53498
"Natalie Portman",?,?,53485
"Dienstgrade der Bundeswehr",?,?,53474
"Louis de Funès",?,?,53471
"Ibuprofen",?,?,53455
"Kontinent",?,?,53402
"10 Cloverfield Lane",?,?,53393
"Patrick Ekeng",?,?,53365
"Jodie Foster",?,?,53345
"Kokain",?,?,53180
"Detective Laura Diamond",?,?,53150
"Freitag, der 13.",?,?,53095
"Jean-Claude Van Damme",?,?,53068
"Orange Is the New Black",?,?,52994
"Daniel Craig",?,?,52957
"Köln 50667",?,?,52954
"Thüringen",?,?,52931
"Kim Kardashian",?,?,52918
"Flagge Deutschlands",?,?,52893
"Joseph Goebbels",?,?,52881
"Misfits (Fernsehserie)",?,?,52876
"Sean Connery",?,?,52813
"Richard Gere",?,?,52782
"Karl Lehmann",?,?,52780
"Marokko",?,?,52758
"Down-Syndrom",?,?,52715
"Zustellanweisung",?,?,52552
"Anne-Sophie Mutter",?,?,52514
"Chris Evans",?,?,52422
"Karl Marx",?,?,52365
"Kölner Dom",?,?,52315
"Gigi Hadid",?,?,52268
"Sebastian Stan",?,?,52245
"Freiburg im Breisgau",?,?,52200
"Bushido (Rapper)",?,?,52179
"Will Smith",?,?,52158
"Zeugen Jehovas",?,?,52136
"Georgien",?,?,52090
"Nelson Mandela",?,?,52018
"Heiko Maas",?,?,52008
"Better Call Saul",?,?,51993
"Julius Brink",?,?,51992
"Lyme-Borreliose",?,?,51907
"Heinz-Christian Strache",?,?,51884
"Dietrich Mateschitz",?,?,51842
"CSI: Vegas",?,?,51834
"Deutsche Nationalhymne",?,?,51818
"Heidelberg",?,?,51773
"Agnostizismus",?,?,51740
"Karl der Große",?,?,51737
"Michelle (Sängerin)",?,?,51675
"Liste der Disney-Filme",?,?,51661
"Mittelmeer",?,?,51593
"Kommunismus",?,?,51568
"SAP",?,?,51548
"Schengener Abkommen",?,?,51530
"Die 5. Welle",?,?,51520
"Joule",?,?,51332
"Parkinson-Krankheit",?,?,51298
"Barbara Schöneberger",?,?,51298
"Liste der größten Metropolregionen der Welt",?,?,51234
"Potentiometer",?,?,51217
"Griechische Mythologie",?,?,51203
"Marilyn Monroe",?,?,51201
"Bradley Cooper",?,?,51074
"Arthrose",?,?,51050
"Listerien",?,?,51037
"Amsterdam",?,?,51028
"Bosnien und Herzegowina",?,?,51011
"Hummeln",?,?,51006
"Gold",?,?,50984
"Klaus Kinski",?,?,50973
"Klitoris",?,?,50958
"Laura Tonke",?,?,50854
"Premier League",?,?,50838
"Grey’s Anatomy/Episodenliste",?,?,50833
"Barock",?,?,50789
"Jorge González (Model)",?,?,50686
"Bob Marley",?,?,50647
"Bruce Lee",?,?,50642
"Mensch",?,?,50598
"Plattentektonik",?,?,50568
"Heinrich VIII. (England)",?,?,50566
"Minecraft",?,?,50565
"Raspberry Pi",?,?,50561
"Jennifer Grey",?,?,50551
"Slowenien",?,?,50524
"Sing meinen Song – Das Tauschkonzert",?,?,50521
"Maria Stuart",?,?,50519
"Schallgeschwindigkeit",?,?,50373
"Chiwetel Ejiofor",?,?,50362
"Jörg Haider",?,?,50324
"Jordskott",?,?,50260
"Brandenburger Tor",?,?,50255
"Swastika",?,?,50250
"Gaius Iulius Caesar",?,?,50225
"Heinz Fischer",?,?,50209
"Lufthansa",?,?,50133
"Renato Sanches",?,?,50118
"Steve Jobs",?,?,50096
"Thomas Hayo",?,?,50065
"Primzahl",?,?,50044
"Aluminium",?,?,50010
"Istanbul",?,?,49865
"FC Liverpool",?,?,49863
