Page,Edits,Editors,Views
"Robin Williams",?,?,76316
"Kegel (Geometrie)",?,?,76292
"Münster (Westfalen)",?,?,76208
"Figuren im Lied von Eis und Feuer",?,?,76171
"Underworld (Film)",?,?,76109
"The Walking Dead (Fernsehserie)/Staffel 7",?,?,76010
"Louis de Funès",?,?,75764
"Arnold Schwarzenegger",?,?,75639
"Winnetou 1. Teil",?,?,75626
"Deadpool (Film)",?,?,75618
"Bonez MC",?,?,75491
"Mauritius",?,?,75467
"Liste österreichischer Agrargemeinschaften",?,?,75008
"Juventus Turin",?,?,74987
"Florian Silbereisen",?,?,74926
"Jürgen Domian",?,?,74853
"Stranger Things",?,?,74835
"Detlef Soost",?,?,74763
"Vereinte Nationen",?,?,74728
"Darts",?,?,74717
"Sissi",?,?,74555
"Google Übersetzer",?,?,74495
"Marie Curie",?,?,74413
"Alexis Bledel",?,?,74283
"Holocaust",?,?,74243
"Katharina Böhm",?,?,74195
"Leipzig",?,?,74161
"The Man in the High Castle (Fernsehserie)",?,?,74068
"Jason Statham",?,?,74032
"Dreißigjähriger Krieg",?,?,73975
"Nicolas Cage",?,?,73952
"Jesiden",?,?,73841
"Sia (Sängerin)",?,?,73837
"MDMA",?,?,73828
"Pierre Brice",?,?,73770
"Lina Larissa Strahl",?,?,73748
"Mandy Capristo",?,?,73631
"Ryan Reynolds",?,?,73621
"Shades of Grey",?,?,73552
"Böhse Onkelz",?,?,73543
"Der Nussknacker",?,?,73494
"Der Herr der Ringe: Die Rückkehr des Königs (Film)",?,?,73487
"Diether Krebs",?,?,73466
"Typ 91 Handgranate",?,?,73399
"Keanu Reeves",?,?,73279
"Samu Haber",?,?,73212
"LaMia-Flug 2933",?,?,73127
"Matthias Schweighöfer",?,?,72905
"Beschneidung weiblicher Genitalien",?,?,72833
"Sully (Film)",?,?,72767
"Dänemark",?,?,72758
"Ethanol",?,?,72709
"John Glenn",?,?,72505
"Andreas Gabalier",?,?,72479
"Rumänien",?,?,72408
"Islam",?,?,72356
"Hessen",?,?,72281
"Downton Abbey",?,?,72243
"Die Feuerzangenbowle (1944)",?,?,72225
"Fuller House (Fernsehserie)",?,?,72197
"Die Farbe Lila (Film)",?,?,72152
"Goldrausch in Alaska",?,?,72057
"Philip, Duke of Edinburgh",?,?,72003
"Schizophrenie",?,?,71992
"Vulva",?,?,71982
"Augsburg",?,?,71745
"Scarlett Johansson",?,?,71656
"Knowing – Die Zukunft endet jetzt",?,?,71613
"Michaela Schaffrath",?,?,71612
"Mary Poppins (Film)",?,?,71551
"Bruce Willis",?,?,71407
"Google",?,?,71391
"Narzissmus",?,?,71296
"Kriminalfall Maria L.",?,?,70828
"Gold",?,?,70788
"Hawaii",?,?,70760
"Che Guevara",?,?,70751
"Tina Turner",?,?,70678
"2016",?,?,70667
"Baden-Württemberg",?,?,70527
"Afghanistan",?,?,70274
"Şehmus Özer",?,?,70274
"Geschlechtsverkehr",?,?,70216
"Chloë Grace Moretz",?,?,70193
"Afrika",?,?,70049
"Präsidentschaftswahl in den Vereinigten Staaten 2016",?,?,69917
"Berliner Mauer",?,?,69756
"Amy Adams",?,?,69651
"Empathie",?,?,69587
"Ana Ivanović",?,?,69391
"Sylvester Stallone",?,?,69344
"Der Herr der Ringe",?,?,69321
"Domian",?,?,69222
"Sex",?,?,69207
"Gin",?,?,69201
"Hallelujah (Lied)",?,?,69182
"Urknall",?,?,69176
"Guten Rutsch",?,?,69169
"Emma Thompson",?,?,69123
"Deutsches Kaiserreich",?,?,69106
"Fargo (Fernsehserie)",?,?,69085
"Assassinen",?,?,69057
"Keith Richards",?,?,68967
"Ludwig van Beethoven",?,?,68950
"Organisation für Sicherheit und Zusammenarbeit in Europa",?,?,68760
"Greg Lake",?,?,68689
"Günther Jauch",?,?,68492
"Brasilien",?,?,68392
"Hanna Schygulla",?,?,68260
"Alaska",?,?,68099
"Gzuz",?,?,67995
"Incoterms",?,?,67978
"Finnland",?,?,67878
"Abraham Lincoln",?,?,67588
"Bruce Darnell",?,?,67548
"Ragnar Lodbrok",?,?,67506
"A4-Format",?,?,67401
"Götz George",?,?,67149
"Passengers (2016)",?,?,67058
"PlayStation 4",?,?,66960
"Marianne Rosenberg",?,?,66924
"Römisches Reich",?,?,66774
"Valentina Guebuza",?,?,66751
"Laura Wontorra",?,?,66691
"Erde",?,?,66401
"Marilyn Monroe",?,?,66374
"Sezessionskrieg",?,?,66369
"Alicia Vikander",?,?,66332
"The Mentalist",?,?,66271
"Goliath (Fernsehserie)",?,?,66262
"Big Five (Psychologie)",?,?,66207
"Edward Snowden",?,?,66195
"X-Men: Apocalypse",?,?,66014
"Marokko",?,?,66007
"Pennington (1895)",?,?,65953
"Liste der Länder Europas",?,?,65831
"US-Airways-Flug 1549",?,?,65828
"Knecht Ruprecht",?,?,65715
"Ein Käfig voller Helden",?,?,65713
"Doctor Who",?,?,65583
"Blake Lively",?,?,65505
"Thailand",?,?,65457
"Osmanisches Reich",?,?,65444
"Die Bestimmung – Allegiant",?,?,65427
"Smaragdgrün (Film)",?,?,65328
"Deutsche Bahn",?,?,65272
"PDC World Darts Championship 2017",?,?,65240
"YouTube",?,?,65112
"Lebkuchen",?,?,64964
"Johann Sebastian Bach",?,?,64546
"Alejandro González, Jr.",?,?,64286
"Primzahl",?,?,64265
"Tschechien",?,?,64244
"Liste der Nummer-eins-Hits in Deutschland (2016)",?,?,64172
"Kroatien",?,?,64104
"Justin Bieber",?,?,64065
"Jennifer Aniston",?,?,64008
"Charlie Sheen",?,?,64001
"Eddie Murphy",?,?,63962
"Weimarer Republik",?,?,63940
"Eva Mattes",?,?,63879
"Body-Mass-Index",?,?,63850
"Charlie und die Schokoladenfabrik (2005)",?,?,63843
"Biathlon-Weltcup 2016/17",?,?,63713
"UEFA Champions League",?,?,63648
"Karlheinz Böhm",?,?,63622
"Michael van Gerwen",?,?,63584
"Mario Adorf",?,?,63557
"Lisa Marie Presley",?,?,63514
"Doktorspiele (Film)",?,?,63490
"Nena",?,?,63407
"Paula Modersohn-Becker",?,?,63325
"Weltkarte",?,?,63284
"Keira Knightley",?,?,63184
"Chesley B. Sullenberger",?,?,63141
"Lupus erythematodes",?,?,63083
"Paris",?,?,63011
"Alain Delon",?,?,63006
"Jack the Ripper",?,?,63002
"Jack London",?,?,62985
"Dresden",?,?,62970
"Steven Spielberg",?,?,62891
"Robert De Niro",?,?,62885
"Deepwater Horizon",?,?,62868
"Emilia Clarke",?,?,62827
"Erdbeben im Indischen Ozean 2004",?,?,62765
"Sri Lanka",?,?,62706
"BMW E90",?,?,62693
"Sinus und Kosinus",?,?,62677
"Figuren der Newt-Scamander-Reihe",?,?,62645
"Die Tribute von Panem – Mockingjay Teil 1",?,?,62617
"Android (Betriebssystem)",?,?,62562
"Pfeiffer-Drüsenfieber",?,?,62523
"Sing (2016)",?,?,62522
"Wilsberg (Fernsehserie)",?,?,62505
"Buddhismus",?,?,62495
"Liste der Tatort-Folgen",?,?,62400
"Eine zauberhafte Nanny",?,?,62365
"Kontinent",?,?,62272
"Elizabeth Taylor",?,?,62165
"Schutzart",?,?,62075
"Myanmar",?,?,62074
"Rothschild",?,?,61999
"Otto von Bismarck",?,?,61998
"BMW",?,?,61958
"Emma Watson",?,?,61899
"Down-Syndrom",?,?,61885
"Assassin’s Creed (Film)",?,?,61806
"Xavier Naidoo",?,?,61755
"Cruising (Homosexualität)",?,?,61734
"Margaret, Countess of Snowdon",?,?,61691
"Eiffelturm",?,?,61653
"Gigi Hadid",?,?,61611
"Metallica",?,?,61579
"YouPorn",?,?,61489
"Serdar Somuncu",?,?,61489
"Leopard 2",?,?,61459
"Türkisch für Anfänger (Film)",?,?,61436
"Winston Churchill",?,?,61386
"Hawaii Five-0",?,?,61366
"Pakistan",?,?,61277
"Lefaucheux-Stiftfeuerrevolver",?,?,61250
"Max Hopp (Dartspieler)",?,?,61186
"Martin Schulz",?,?,61177
"Masturbation",?,?,61142
"Das Traumschiff",?,?,61095
"Friends",?,?,60964
"Medienmanagement",?,?,60944
"Kokain",?,?,60906
"Atombombenabwürfe auf Hiroshima und Nagasaki",?,?,60889
"UEFA Champions League 2016/17",?,?,60861
"Terroranschläge am 11. September 2001",?,?,60850
"Ausweisnummer",?,?,60796
"Nuklearkatastrophe von Tschernobyl",?,?,60730
"Milan Peschel",?,?,60693
"Blutspiel von Melbourne",?,?,60678
"Kölner Dom",?,?,60661
"Brandenburger Tor",?,?,60575
"Depression",?,?,60464
"Chris Pratt",?,?,60448
"Französische Revolution",?,?,60394
"Liste von Pornodarstellerinnen",?,?,60327
"Ricky Harris (Schauspieler)",?,?,60311
"Taiwan",?,?,60306
"Tony Curtis",?,?,60219
"Bundeswehr",?,?,60203
"Die Tribute von Panem – Mockingjay Teil 2",?,?,60179
"The Beatles",?,?,60149
"Ländervorwahlliste sortiert nach Nummern",?,?,60147
"Orange Is the New Black",?,?,60129
"Gossip Girl",?,?,59960
"Elbphilharmonie",?,?,59940
"D. Swarovski",?,?,59934
"Ibuprofen",?,?,59916
"Kasachstan",?,?,59825
"Cookie",?,?,59802
"Die Fantastischen Vier",?,?,59745
"Heiliger Abend",?,?,59723
"Vaiana – Das Paradies hat einen Haken",?,?,59704
"Kosovo",?,?,59648
"Freimaurerei",?,?,59594
"Sonne",?,?,59584
"Stuttgart",?,?,59575
"Maine-Coon-Katze",?,?,59537
"The Walking Dead (Fernsehserie)/Staffel 6",?,?,59426
"Lemony Snicket – Rätselhafte Ereignisse",?,?,59415
"Luxemburg",?,?,59395
"Bitcoin",?,?,59394
"Dietrich Mateschitz",?,?,59364
"Unbefleckte Empfängnis",?,?,59351
"Heiliges Römisches Reich",?,?,59341
"Grönland",?,?,59207
"Léon – Der Profi",?,?,59203
"Methamphetamin",?,?,59184
"Zeugen Jehovas",?,?,59149
"Hänsel und Gretel: Hexenjäger",?,?,59096
"Wolf",?,?,59078
"Gojko Mitić",?,?,59065
"Land (Deutschland)",?,?,59054
"Anthony Hopkins",?,?,58977
"Hannibal (Fernsehserie)",?,?,58965
"Südafrika",?,?,58952
"The Revenant – Der Rückkehrer",?,?,58939
"Ägypten",?,?,58935
"Jude Law",?,?,58870
"Bundespräsident (Österreich)",?,?,58842
"Matt Damon",?,?,58816
"Aneurysma",?,?,58750
"Mexiko",?,?,58732
"Old Shatterhand",?,?,58728
"How to Get Away with Murder",?,?,58675
"Guido Westerwelle",?,?,58606
"Hugh Grant",?,?,58571
"Barbara Schöneberger",?,?,58552
"O Tannenbaum",?,?,58438
"Mark Wahlberg",?,?,58437
"Mond",?,?,58338
"Belgien",?,?,58327
"Roger Willemsen",?,?,58297
"Karl Marx",?,?,58218
"Billy Bob Thornton",?,?,58124
"Der letzte Tango in Paris",?,?,58057
"Ian McKellen",?,?,58003
"Jason Bourne (Film)",?,?,57999
"Anschlag in Nizza am 14. Juli 2016",?,?,57982
"Ben Affleck",?,?,57967
"Ryan Gosling",?,?,57961
"Homeland (Fernsehserie)",?,?,57918
"Goldener Schnitt",?,?,57900
"Griechenland",?,?,57824
"Josef Stalin",?,?,57806
"Marvel Cinematic Universe",?,?,57780
"Die Bergretter",?,?,57759
"Miriam Stein",?,?,57665
"Instagram",?,?,57618
"Martina Hill",?,?,57601
"Madonna (Künstlerin)",?,?,57458
"Sido",?,?,57430
"Bruttoinlandsprodukt",?,?,57403
"Hongkong",?,?,57389
"Gaius Iulius Caesar",?,?,57375
"Elon Musk",?,?,57314
"Adventskranz",?,?,57270
"Claire Forlani",?,?,57240
"Amphetamin",?,?,57236
"Saphirblau (Film)",?,?,57215
"Syphilis",?,?,57173
"Kaley Cuoco",?,?,57060
"Deutsche Demokratische Republik",?,?,57012
"Aufmerksamkeitsdefizit-/Hyperaktivitätsstörung",?,?,56919
"Mr. Robot (Fernsehserie)",?,?,56891
"Paul Walker",?,?,56672
"Til Schweiger",?,?,56650
"Faust. Eine Tragödie.",?,?,56643
"Jennifer Lopez",?,?,56607
"Marion Cotillard",?,?,56571
"Bruno Mars",?,?,56555
"Vorfall am Weihnachtsmarkt am Berliner Breitscheidplatz",?,?,56539
"Sebastian Kurz",?,?,56501
"Mary-Kate und Ashley Olsen",?,?,56496
"Julfest",?,?,56482
"Liste erfolgreicher Filme",?,?,56439
"Sonnensystem",?,?,56403
"Euro",?,?,56338
"Independence Day: Wiederkehr",?,?,56312
"Niedersachsen",?,?,56270
"Entropie",?,?,56244
"Penis des Menschen",?,?,56089
"VW Golf VII",?,?,56052
"Snapchat",?,?,56031
"Marius Müller-Westernhagen",?,?,56006
"Irland",?,?,55966
"Rom",?,?,55932
"John F. Kennedy",?,?,55896
"Rammstein",?,?,55886
"Freddie Frinton",?,?,55868
"Volkswagen AG",?,?,55835
"Wenn ich bleibe (Film)",?,?,55713
"Gabriela Koukalová",?,?,55709
"Inferno (2016)",?,?,55704
"Britney Spears",?,?,55654
"Jessica Biel",?,?,55635
"Barbarazweig",?,?,55507
"Klitoris",?,?,55501
"Alarm für Cobra 11 – Die Autobahnpolizei/Episodenliste",?,?,55460
"Will Smith",?,?,55420
"Christoph Kolumbus",?,?,55393
"Udo Lindenberg",?,?,55386
"Julia Roberts",?,?,55307
"Burj Khalifa",?,?,55304
"Dexter (Fernsehserie)",?,?,55300
"Louis Favre",?,?,55295
"H- und P-Sätze",?,?,55294
"Total Recall (2012)",?,?,55267
"Order of the British Empire",?,?,55234
"England",?,?,55225
"Die Hebamme (2014)",?,?,55225
"Newton (Einheit)",?,?,55204
"Borussia Dortmund",?,?,55201
"Netflix",?,?,55192
"Sarah Lombardi",?,?,55189
"Interstellar",?,?,55158
"The Grand Tour",?,?,55158
"Boxing Day",?,?,55121
"Queen (Band)",?,?,55105
"AC/DC",?,?,55013
"Wilhelm II. (Deutsches Reich)",?,?,55010
"Absinth",?,?,54983
"Angelina Jolie",?,?,54971
"Pomelo",?,?,54965
"Blutgruppe",?,?,54958
"Enissa Amani",?,?,54938
"The Impossible",?,?,54861
"Maria Ehrich",?,?,54827
"The Kelly Family",?,?,54789
"Liste deutschsprachiger Weihnachtslieder",?,?,54715
"Topinambur",?,?,54714
"Florence Foster Jenkins",?,?,54648
"Freiburg im Breisgau",?,?,54622
"Parkinson-Krankheit",?,?,54591
"Christoph Waltz",?,?,54568
"Kanarische Inseln",?,?,54563
"Konrad Reuland",?,?,54526
"Lionel Messi",?,?,54511
"Last Vegas",?,?,54475
"Kon-Tiki",?,?,54475
"Standardabweichung",?,?,54431
"Hildegard Krekel",?,?,54308
"Liste mathematischer Symbole",?,?,54262
"Karl der Große",?,?,54252
"Gefährten (2011)",?,?,54216
"Beauty Revealed",?,?,54119
"Ungarn",?,?,54105
"Der Herr der Ringe: Die zwei Türme (Film)",?,?,54072
"Channing Tatum",?,?,54070
