Page,Edits,Editors,Views
"Rudolf Virchow",22,14,151273
"Marvel’s Iron Fist",32,21,150424
"Tony Curtis",7,7,146564
"Martin Luther",9,7,145945
"Saarland",14,10,143830
"Bitcoin",23,13,141852
"Cem Özdemir",3,3,140273
"Charité (Miniserie)",0,0,139931
"Ryan Gosling",7,7,137762
"Fear the Walking Dead",6,5,136850
"Hacker",132,7,136788
"Jane Fonda",6,5,136444
"Westworld (Fernsehserie)",9,7,136077
"Frankreich",9,8,135720
"Dieter Thomas Heck",3,2,135414
"Hamburg",23,21,135023
"NATO",19,14,134187
"Faschismus",1,1,131791
"Moonlight (2016)",76,23,130998
"Mitgliedstaaten der Europäischen Union",7,3,129055
"Vereinigtes Königreich",42,18,128318
"DVB-T",5,5,128272
"Annegret Kramp-Karrenbauer",31,22,128266
"Sami Khedira",3,3,127255
"You Are Wanted",46,16,125823
"Frühlingsanfang",15,14,125215
"Sibel Kekilli",18,14,123058
"UEFA Champions League",18,13,122789
"Präsidentschaftswahl in Frankreich 2017",32,18,121772
"Deniz Yücel",131,56,121596
"Lucifer (Fernsehserie)",12,7,120560
"Pretty Little Liars",10,8,119888
"Italien",16,8,119638
"Australien",68,26,119206
"Nena",1,1,118460
"Kein Ort ohne dich",5,4,118105
"Azure Window",?,?,116527
"Schizophrenie",?,?,115942
"Die Welle (2008)",?,?,115605
"Die Schöne und das Biest",?,?,115197
"Chiara Ohoven",?,?,115146
"Puma (Unternehmen)",?,?,114633
"Darknet",?,?,114600
"Bayern",?,?,114433
"Frank-Walter Steinmeier",?,?,114299
"Liste der IPA-Zeichen",?,?,114188
"Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit",?,?,114028
"Liste der Kfz-Kennzeichen in Deutschland",?,?,113926
"Yvonne Catterfeld",?,?,113781
"Kanada",?,?,113697
"Nathalie Volk",?,?,113662
"Shirin David",?,?,113575
"Vikings (Fernsehserie)",?,?,112844
"Bares für Rares",?,?,112803
"RTLplus",?,?,112035
"Arrival (Film)",?,?,111295
"München",?,?,110825
"New York City",?,?,110663
"Scharlach",?,?,110336
"Frauke Petry",?,?,110136
"Nordrhein-Westfalen",?,?,109731
"Periodensystem",?,?,109433
"Pablo Escobar",?,?,109426
"Tanja Szewczenko",?,?,109346
"Island",?,?,108787
"Elisabeth II.",?,?,108612
"Emma Stone",?,?,108561
"Matthias Schweighöfer",?,?,107967
"Indien",?,?,107765
"Rudolf Dassler",?,?,107622
"Präsenz",?,?,107580
"Karl Marx",?,?,107373
"Oscarverleihung 2017",?,?,107086
"Tom Schilling",?,?,106790
"Django Unchained",?,?,106598
"Volksrepublik China",?,?,106202
"Winter’s Tale",?,?,106115
"Disturbia (Film)",?,?,105076
"Hugh Jackman",?,?,105040
"Irland",?,?,104531
"Wien",?,?,104104
"Ghost in the Shell",?,?,103316
"Aschermittwoch",?,?,103243
"Malta",?,?,102353
"Julia Koschitz",?,?,101775
"Scott Eastwood",?,?,101617
"Michelle (Sängerin)",?,?,101226
"Stephen Kings Es",?,?,101027
"Allegra Curtis",?,?,100667
"Elon Musk",?,?,100506
"Kollegah",?,?,100385
"Spanien",?,?,99506
"Cucurbitacine",?,?,99174
"FC Bayern München",?,?,98284
"Autismus",?,?,98275
"Wilhelm II. (Deutsches Reich)",?,?,98136
"Incoterms",?,?,97936
"Shameless (US-amerikanische Fernsehserie)",?,?,97186
"Google",?,?,97125
"Polen",?,?,96699
"London",?,?,96697
"Snapchat",?,?,96520
"Fastenzeit",?,?,96506
"Nouruz",?,?,96243
"Sneaky Pete",?,?,95475
"Vereinte Nationen",?,?,95430
"Wolfgang Amadeus Mozart",?,?,95302
"Limitless (Fernsehserie)",?,?,95215
"Jerks.",?,?,94778
"Germany’s Next Topmodel",?,?,94730
"Johann Wolfgang von Goethe",?,?,94703
"Down-Syndrom",?,?,94649
"Japan",?,?,94524
"YouPorn",?,?,94337
"Opel",?,?,93980
"Köln",?,?,93663
"Suits (Fernsehserie)",?,?,93487
"Arnold Schwarzenegger",?,?,93435
"Albert Einstein",?,?,93291
"Konfektionsgröße",?,?,93054
"Liste der nach Punkten erfolgreichsten NBA-Spieler",?,?,92994
"Alexander Klaws",?,?,92819
"Joey Kelly",?,?,92394
"Dirk Nowitzki",?,?,92355
"Islamischer Staat (Organisation)",?,?,92218
"Dan Stevens",?,?,91845
"RTL Television",?,?,91689
"Richard zu Sayn-Wittgenstein-Berleburg",?,?,91494
"Multiple Sklerose",?,?,91465
"Tim Raue",?,?,91178
"Riverdale (Fernsehserie)",?,?,91123
"Bundeskanzler (Deutschland)",?,?,90822
"Oskar Lafontaine",?,?,90726
"Chroniken der Unterwelt",?,?,90187
"Helene Fischer",?,?,90126
"Groupe PSA",?,?,90022
"Lily Collins",?,?,89759
"Borderline-Persönlichkeitsstörung",?,?,89230
"RMS Titanic",?,?,89111
"Verwandtschaftsbeziehung",?,?,89094
"Napoleon Bonaparte",?,?,88870
"Another Me – Mein zweites Ich",?,?,88685
"Vietnamkrieg",?,?,88473
"Berliner Mauer",?,?,88350
"Scarlett Johansson",?,?,88174
"How to Get Away with Murder",?,?,88104
"Stephen Hawking",?,?,87982
"Chuck Norris",?,?,87851
"Heidi Klum",?,?,87683
"Sex",?,?,87654
"Alternative für Deutschland",?,?,87546
"Will Smith",?,?,87523
"Singapur",?,?,87433
"Internet Movie Database",?,?,87234
"A4-Format",?,?,87213
"Bundestagswahl 2017",?,?,87132
"Schottland",?,?,87046
"Leonardo DiCaprio",?,?,86881
"Norwegen",?,?,86495
"Bipolare Störung",?,?,86443
"Friedrich III. (Deutsches Reich)",?,?,86310
"The Blacklist",?,?,86294
"Populismus",?,?,86231
"House of Cards (Fernsehserie)",?,?,86227
"Frankfurt am Main",?,?,86080
"Deutsche Bahn",?,?,85897
"Schweden",?,?,85893
"American Horror Story",?,?,85720
"Ostern",?,?,85524
"Horizon Zero Dawn",?,?,85509
"Vagina",?,?,85484
"Breaking Bad",?,?,85018
"Neuseeland",?,?,84901
"Sebastian Pannek",?,?,84491
"Eminem",?,?,84181
"Griechisches Alphabet",?,?,84161
"Nordkorea",?,?,83649
"Osmanisches Reich",?,?,83638
"Kong: Skull Island",?,?,83347
"Hawaii Five-0",?,?,83268
"Laura Dahlmeier",?,?,83252
"Claus Schenk Graf von Stauffenberg",?,?,83157
"Heinrich Popow",?,?,82957
"Dwayne Johnson",?,?,82957
"Emmanuel Macron",?,?,82664
"YouTube",?,?,82552
"Israel",?,?,82543
"Tokio Hotel",?,?,82224
"Chroniken der Unterwelt – City of Bones",?,?,82179
"John Travolta",?,?,82163
"Empathie",?,?,81741
"Liste der Großstädte in Deutschland",?,?,81713
"American History X",?,?,81540
"Body-Mass-Index",?,?,81147
"Sigmar Gabriel",?,?,80946
"Baden-Württemberg",?,?,80859
"Supernatural",?,?,80811
"VW Golf VII",?,?,80792
"Modern Family",?,?,80687
"Eurovision Song Contest 2017",?,?,80669
"BMW",?,?,80430
"Gilmore Girls",?,?,80354
"Finnland",?,?,79998
"Rammstein",?,?,79966
"Neuschwanstein (Meteorit)",?,?,79930
"Doctor Strange (2016)",?,?,79896
"Volkswagen AG",?,?,79753
"Liste der Staaten der Erde",?,?,79667
"Let’s Dance (Fernsehsendung)",?,?,79595
"Michael J. Fox",?,?,79500
"Harry Potter",?,?,79295
"Narzissmus",?,?,79004
"Dubai",?,?,78930
"Belgien",?,?,78924
"Bundeswehr",?,?,78745
"Google Übersetzer",?,?,78665
"Dienstgrade der Bundeswehr",?,?,78600
"Lotte (Westfalen)",?,?,78389
"Falco",?,?,78180
"Michael Jackson",?,?,77999
"Michelle Müntefering",?,?,77858
"Partij voor de Vrijheid",?,?,77763
"Cristiano Ronaldo",?,?,77634
"Liste der Präsidenten der Vereinigten Staaten",?,?,77627
"Kroatien",?,?,77502
"EU-Austritt des Vereinigten Königreichs",?,?,77448
"Abgasnorm",?,?,77444
"Rockefeller",?,?,77293
"Luke Evans",?,?,77273
"Arschpfeifenrössl",?,?,77094
"Sportfreunde Lotte",?,?,76995
"Dritter Angriffstunnel",?,?,76960
"BDSM",?,?,76820
"Holocaust",?,?,76768
"Sons of Anarchy",?,?,76746
"Figuren im Lied von Eis und Feuer",?,?,76627
"Nicole Kidman",?,?,76369
"Elyas M’Barek",?,?,76256
"Otto von Bismarck",?,?,76097
"Ethanol",?,?,76092
"Luxemburg",?,?,76063
"Paris",?,?,76061
"Star Wars",?,?,75869
"The Walking Dead (Fernsehserie)/Staffel 7",?,?,75851
"Phantastische Tierwesen und wo sie zu finden sind (Film)",?,?,75793
"Myopathie",?,?,75656
"Land (Deutschland)",?,?,75488
"Maria von Burgund",?,?,75464
"Tom Cruise",?,?,75455
"Iran",?,?,75377
"Griechenland",?,?,75039
"Geschlechtsverkehr",?,?,74839
"Sozialdemokratische Partei Deutschlands",?,?,74823
"Münster (Westfalen)",?,?,74790
"New Girl",?,?,74685
"Life (2017)",?,?,74628
"Quentin Tarantino",?,?,74602
"Vanessa Mai",?,?,74574
"Duell der Brüder – Die Geschichte von Adidas und Puma",?,?,74453
"Mauritius",?,?,74315
"Castle (Fernsehserie)",?,?,74284
"Universal Serial Bus",?,?,74214
"Colin Farrell",?,?,74060
"Sowjetunion",?,?,74017
"Burj Khalifa",?,?,73707
"Split (Film)",?,?,73597
"Liste der Länder Europas",?,?,73402
"Bruttoinlandsprodukt",?,?,73337
"Shades of Grey",?,?,73305
"Bastian Schweinsteiger",?,?,73241
"Alexandra Maria Lara",?,?,73079
"4chan",?,?,73007
"Weltwunder",?,?,72986
"Islam",?,?,72855
"Das fünfte Element",?,?,72827
"Kaliningrad",?,?,72626
"Dänemark",?,?,72589
"Pfeiffer-Drüsenfieber",?,?,72578
"James Bond",?,?,72573
"Instagram",?,?,72523
"Niedersachsen",?,?,72462
"Two and a Half Men",?,?,72397
"Weimarer Republik",?,?,72352
"Köln 50667",?,?,72315
"Nymphomaniac",?,?,72262
"Dreißigjähriger Krieg",?,?,72236
"Leipzig",?,?,72189
"Der Lehrer (Fernsehserie)",?,?,72183
"Methamphetamin",?,?,72167
"Arrow (Fernsehserie)",?,?,71955
"Kathrin Schirmer",?,?,71652
"Johnny Depp",?,?,71624
"Ben Affleck",?,?,71581
"Tschetschenien",?,?,71515
"Marvel Cinematic Universe",?,?,71469
"Südafrika",?,?,71466
"Flughafen Berlin Brandenburg",?,?,71465
"Tschechien",?,?,71215
"Deutsche Demokratische Republik",?,?,71174
"Deutsche Fußballnationalmannschaft",?,?,71145
"The Man in the High Castle (Fernsehserie)",?,?,71003
"Caroline Beil",?,?,70976
"James Franco",?,?,70886
"Buddhismus",?,?,70633
"Gerhard Schröder",?,?,70631
"Türkeistämmige in Deutschland",?,?,70322
"Katharina Wackernagel",?,?,70306
"Depeche Mode",?,?,70155
"Martin Walser",?,?,69981
"Bachelor",?,?,69979
"Kosovo",?,?,69893
"Vulva",?,?,69792
"Joachim Gauck",?,?,69740
"Cheyenne Pahde",?,?,69732
"Rumänien",?,?,69436
"Suicide Squad (Film)",?,?,69432
"Power Rangers",?,?,69371
"187 Strassenbande",?,?,68934
"Schutzart",?,?,68687
"Liste der Disney-Filme",?,?,68606
"BMW E90",?,?,68602
"Mark Rutte",?,?,68518
"Toni Erdmann",?,?,68498
"MDMA",?,?,68440
"Ägypten",?,?,68406
"Deutsches Kaiserreich",?,?,68257
"The Walking Dead (Fernsehserie)/Episodenliste",?,?,68211
"Morbus Crohn",?,?,68097
"Ländervorwahlliste sortiert nach Nummern",?,?,67995
"Michael Schumacher",?,?,67884
"Der Bachelor",?,?,67781
"Marokko",?,?,67622
"Airbus A380",?,?,67604
"Afghanistan",?,?,67594
"Horst Ehmke",?,?,67477
"Hawaii",?,?,67427
"Rogue One: A Star Wars Story",?,?,67407
"2 Broke Girls",?,?,67405
"Kalter Krieg",?,?,67364
"Großstadtrevier",?,?,67266
"Liste in Deutschland vorhandener Dampflokomotiven",?,?,66929
"Kerstin Ott",?,?,66866
"Mouth & MacNeal",?,?,66780
"Brasilien",?,?,66682
"Depression",?,?,66431
"Jake Gyllenhaal",?,?,66391
"Helgoland",?,?,66372
"Türkisch für Anfänger",?,?,66344
"Criminal Minds",?,?,66296
"Pamela Rendi-Wagner",?,?,66237
"Präsidentielles Regierungssystem",?,?,66205
"Ann-Kathrin Brömmel",?,?,66166
"Hessen",?,?,66036
"Syrien",?,?,65950
"Scrum",?,?,65814
"SAP",?,?,65696
"Mustafa Kemal Atatürk",?,?,65692
"Shadowhunters",?,?,65690
"UEFA Champions League 2016/17",?,?,65670
"Pulse of Europe",?,?,65646
"Vera F. Birkenbihl",?,?,65614
"Amanda Seyfried",?,?,65402
"H- und P-Sätze",?,?,65364
"Weibliche Ejakulation",?,?,65346
"Diabetes mellitus",?,?,65328
"Biathlon-Weltcup 2016/17",?,?,65259
"Kokain",?,?,65222
"Rom",?,?,65205
"Portugal",?,?,64710
"Tayfun Korkut",?,?,64681
"Freimaurerei",?,?,64536
"The Legend of Zelda",?,?,64498
"Jamie Lee Curtis",?,?,64492
"Graue Wölfe",?,?,64436
"Zehn Gebote",?,?,64386
"Charlie Sheen",?,?,64380
"Nintendo Switch",?,?,64287
"PH-Wert",?,?,64196
"Facebook",?,?,64196
"Scientology",?,?,64192
"Amphetamin",?,?,63981
"Dieter Bohlen",?,?,63972
"Ungarn",?,?,63952
"Thailand",?,?,63941
"Stuttgart",?,?,63762
"England",?,?,63759
"Formel-1-Weltmeisterschaft 2017",?,?,63753
"Keanu Reeves",?,?,63724
"Walter Röhrl",?,?,63604
"Anton Schlecker",?,?,63560
"X-Men Origins: Wolverine",?,?,63551
"Masturbation",?,?,63459
"Barack Obama",?,?,63401
"Black Mirror (Fernsehserie)",?,?,63377
"Euro",?,?,63208
"Quinoa",?,?,63139
"Dresden",?,?,63129
"Ivanka Trump",?,?,63066
"Sinus und Kosinus",?,?,63064
"A Cure for Wellness",?,?,63057
"Flugzeugkatastrophe von Teneriffa",?,?,63033
"Mexiko",?,?,62953
"Los Angeles",?,?,62912
"Heiliges Römisches Reich",?,?,62872
"Kasachstan",?,?,62853
"Borussia Dortmund",?,?,62826
"96 Hours – Taken 3",?,?,62760
"Kontinentaldrift",?,?,62715
"Josef Stalin",?,?,62652
"Eiffelturm",?,?,62649
"Liam Neeson",?,?,62622
"Dexter (Fernsehserie)",?,?,62617
"Terroranschläge am 11. September 2001",?,?,62613
"Hongkong",?,?,62576
"HTTP-Statuscode",?,?,62519
"Martin Luther King",?,?,62492
"Britt Robertson",?,?,62480
"Mutterstecher",?,?,62464
"Testosteron",?,?,62313
"Christoph Waltz",?,?,62311
"Newton (Einheit)",?,?,62217
"Erde",?,?,62159
"Nuklearkatastrophe von Tschernobyl",?,?,62144
"Hochzeitstag",?,?,62004
"Elvis Presley",?,?,61967
"Jan Böhmermann",?,?,61947
"Magnetresonanztomographie",?,?,61815
"Jamie Campbell Bower",?,?,61604
"Gold",?,?,61591
"Sri Lanka",?,?,61463
"Rothschild",?,?,61441
"Gossip Girl",?,?,61424
"Ludwig van Beethoven",?,?,61235
"Shakira",?,?,61085
"Die Schöne und das Biest (1991)",?,?,60962
"Rheinland-Pfalz",?,?,60945
"Corinna Harfouch",?,?,60914
"Ingeborg Krabbe",?,?,60904
"Bärlauch",?,?,60879
"Raspberry Pi",?,?,60737
"Amyotrophe Lateralsklerose",?,?,60681
"Römisches Reich",?,?,60569
"Sherlock (Fernsehserie)",?,?,60539
"Pocahontas",?,?,60505
"Glucose",?,?,60476
"Berlin – Tag & Nacht",?,?,60473
"Fußball-Weltmeisterschaft",?,?,60421
"Der Vorleser (Film)",?,?,60406
"Homeland (Fernsehserie)",?,?,60376
"Ibuprofen",?,?,60328
"Swimming Pool (Film)",?,?,60280
"Mord mit Aussicht",?,?,60095
"Selena Gomez",?,?,60058
"Klitoris",?,?,60012
"Justin Bieber",?,?,59959
"Madeira",?,?,59952
"Moldawien",?,?,59948
"Indonesien",?,?,59930
"Sofia Helin",?,?,59892
"Französische Revolution",?,?,59877
"Oscar",?,?,59794
"Roger Federer",?,?,59670
"Kuba",?,?,59632
"Myanmar",?,?,59586
"Blockchain",?,?,59580
"Afrika",?,?,59542
"Bertolt Brecht",?,?,59500
"Jason Statham",?,?,59482
"Albanien",?,?,59479
"Südkorea",?,?,59468
"Viktorianisches Zeitalter",?,?,59388
"Goldener Schnitt",?,?,59338
"Blutgruppe",?,?,59328
"Ariana Grande",?,?,59242
"Orange Is the New Black",?,?,59233
"Lena Lorenz",?,?,59214
"Anton Krinner",?,?,59177
"Zurück in die Zukunft",?,?,59134
"Geraldine Chaplin",?,?,59085
"Krätze",?,?,59075
"Mary Anne Talbot",?,?,59054
"Rainer Wendt",?,?,59027
"Zweimal lebenslänglich",?,?,59002
"Lionel Messi",?,?,58987
"Lebenslange Freiheitsstrafe",?,?,58811
"Alexander Bommes",?,?,58792
"Ryan Reynolds",?,?,58778
"Wladimir Wladimirowitsch Putin",?,?,58775
"Vereinigte Arabische Emirate",?,?,58613
"Hashimoto-Thyreoiditis",?,?,58587
"Deutsche Nationalhymne",?,?,58567
"The Beatles",?,?,58524
"Liechtenstein",?,?,58508
"Sophia Thomalla",?,?,58499
"Ewan McGregor",?,?,58452
"Christopher Lloyd (Schauspieler)",?,?,58404
"Tim Mälzer",?,?,58402
"Karl der Große",?,?,58247
"Blindspot",?,?,58228
"Ronja Forcher",?,?,58133
"Bruce Willis",?,?,58001
"Germanwings-Flug 9525",?,?,57942
"Faust. Eine Tragödie.",?,?,57924
"Düsseldorf",?,?,57879
"Todsünde",?,?,57861
"Karoline Herfurth",?,?,57773
"Zeugen Jehovas",?,?,57745
"Kalifornien",?,?,57730
"Daniele Ganser",?,?,57726
"Fußball-Weltmeisterschaft 2018",?,?,57666
"The Mentalist",?,?,57630
"Herne",?,?,57589
"Sarah Connor",?,?,57445
"Barcelona",?,?,57417
"Harry Potter (Filmreihe)",?,?,57388
"Viskosität",?,?,57368
"Conjuring – Die Heimsuchung",?,?,57360
"Maximilian – Das Spiel von Macht und Liebe",?,?,57352
"Lucky Luciano",?,?,57345
"Methylphenidat",?,?,57306
"Ann-Kathrin Kramer",?,?,57200
"Rhein",?,?,57157
"Gluten",?,?,57154
"No Country for Old Men",?,?,57138
"Harry Belafonte",?,?,57132
"Grönland",?,?,57098
"Bulgarien",?,?,56995
"Deutscher Bundestag",?,?,56981
"Top Gun – Sie fürchten weder Tod noch Teufel",?,?,56968
"Diphallie",?,?,56966
"Audi",?,?,56965
"Ina Müller",?,?,56956
"Tesla (Unternehmen)",?,?,56948
"Ludwig XIV.",?,?,56903
"Franz Müntefering",?,?,56877
"Johann Sebastian Bach",?,?,56865
"Marcel Hirscher",?,?,56847
"Vietnam",?,?,56845
"Philippinen",?,?,56778
"Liste von Pornodarstellerinnen",?,?,56770
"Michael Smolik",?,?,56745
"Marine Le Pen",?,?,56719
"McDonald’s",?,?,56718
"Liste von Gewerkschaften in Deutschland",?,?,56704
"Leonardo da Vinci",?,?,56681
"Mensch",?,?,56645
"Ukraine",?,?,56527
"Legion (Fernsehserie)",?,?,56505
"Josefine Preuß",?,?,56423
"Penis",?,?,56401
"Fibromyalgie",?,?,56372
"Leberzirrhose",?,?,56301
"Theremin",?,?,56254
"Aminosäuren",?,?,56238
"Kanarische Inseln",?,?,56191
"The Middle",?,?,56183
"The Box – Du bist das Experiment",?,?,56182
"John F. Kennedy",?,?,56175
"Parkinson-Krankheit",?,?,56158
"Christian Ulmen",?,?,56109
"Christoph Kolumbus",?,?,56090
"Willy Brandt",?,?,56068
"Liste der Tatort-Folgen",?,?,56030
"Liste mathematischer Symbole",?,?,55966
"Sonnensystem",?,?,55925
"Mark Forster",?,?,55810
"Masern",?,?,55800
"Sonne",?,?,55794
"Bushido (Rapper)",?,?,55781
"Penicilline",?,?,55713
"Casey Affleck",?,?,55600
"L.A. Confidential (Film)",?,?,55509
"BMW E46",?,?,55491
"Ingrid van Bergen",?,?,55488
"Clint Eastwood",?,?,55469
"Pest",?,?,55442
"Deutsche Sprache",?,?,55399
"Avocado",?,?,55392
"Lisa und Lena",?,?,55345
"Das Streben nach Glück",?,?,55297
"Syphilis",?,?,55228
"Sezessionskrieg",?,?,55213
"Topinambur",?,?,55202
"Gaius Iulius Caesar",?,?,55162
"Watt (Einheit)",?,?,55124
"Watergate-Affäre",?,?,55081
"Android (Betriebssystem)",?,?,55062
"Vitamin D",?,?,55061
"Bremen",?,?,55031
"Jim Parsons",?,?,54960
"Schlecker",?,?,54879
"Schleswig-Holstein",?,?,54757
"Nuklearkatastrophe von Fukushima",?,?,54722
"Mila Kunis",?,?,54694
"Downton Abbey",?,?,54693
"Bürgerkrieg in Syrien",?,?,54589
"Agnostizismus",?,?,54531
"Joule",?,?,54510
"Litauen",?,?,54481
"Janet Leigh",?,?,54412
"Figuren aus Star Wars",?,?,54321
"Ottomotor",?,?,54310
"AC/DC",?,?,54307
"Navy CIS",?,?,54252
"Doctor Who",?,?,54226
"Gefragt – Gejagt",?,?,54062
"Metamizol",?,?,54050
"In Time – Deine Zeit läuft ab",?,?,54014
"Serbien",?,?,53967
"Liste der Länder nach Bruttoinlandsprodukt",?,?,53953
"Colour",?,?,53946
"O. J. Simpson",?,?,53941
"Miroslav Klose",?,?,53823
"Thüringen",?,?,53794
"Fußball-Weltmeisterschaft 2018/Qualifikation",?,?,53775
"John Michael Kelly",?,?,53765
"Christian Lohse",?,?,53616
"Chorea Huntington",?,?,53611
"Joan Baez",?,?,53582
"PlayStation 4",?,?,53518
"VW Golf",?,?,53504
"Mesut Özil",?,?,53371
"Bernhard Grzimek",?,?,53366
"Amazon.com",?,?,53360
"Verstehen Sie die Béliers?",?,?,53300
"Jennifer Lawrence",?,?,53279
"Kontinent",?,?,53271
"Liste türkischer Bevölkerungsanteile nach Staat",?,?,53200
"Angelina Kirsch",?,?,53029
"Deadpool (Film)",?,?,52987
"Primzahl",?,?,52959
"Emilia Schüle",?,?,52949
"Leopard 2",?,?,52915
"John D. Rockefeller",?,?,52914
"Ferdinand Sauerbruch",?,?,52891
"Mercedes-Benz Baureihe 204",?,?,52885
"RAID",?,?,52876
"Alicia von Rittberg",?,?,52866
"Monaco",?,?,52865
"Wentworth Miller",?,?,52799
"Zypern",?,?,52758
"DVB-T2",?,?,52702
"Aluminium",?,?,52672
"Kaley Cuoco",?,?,52667
"Lichtgeschwindigkeit",?,?,52643
"BMW 3er",?,?,52598
"Alicia Vikander",?,?,52592
"Wolf",?,?,52554
"Mel Gibson",?,?,52509
"Emilia Clarke",?,?,52481
"Hannover",?,?,52391
"Dagi Bee",?,?,52305
"Goldene Kamera 2017",?,?,52300
"Lethal Weapon (Fernsehserie)",?,?,52277
"Hella von Sinnen",?,?,52271
"Netflix",?,?,52263
"Bettys Diagnose",?,?,52237
"Assassin’s Creed",?,?,52150
"Renaissance",?,?,52141
"Weltbevölkerung",?,?,52071
"Barock",?,?,52066
"Chris A. Williams",?,?,51969
"BMW F30",?,?,51860
"Hugo Egon Balder",?,?,51794
"Sia (Sängerin)",?,?,51782
"Kurden",?,?,51771
"Griechische Mythologie",?,?,51750
"Index der menschlichen Entwicklung",?,?,51724
"Stranger Things",?,?,51724
"Die Linke",?,?,51678
"Game of Thrones/Staffel 6",?,?,51659
"Volkswagen",?,?,51589
"Mond",?,?,51580
"Pablo Picasso",?,?,51539
"Anke Rehlinger",?,?,51537
"Maria Theresia",?,?,51527
"Shia LaBeouf",?,?,51401
"Stephen King",?,?,51365
"Sachsen",?,?,51242
"Standardabweichung",?,?,51225
"Saudi-Arabien",?,?,51191
"Jennifer Aniston",?,?,51187
"Bonn-Center",?,?,51184
"Natalie Portman",?,?,51174
"Apple",?,?,51109
"Patrick Stewart",?,?,51086
"Brandenburg",?,?,51075
"Sieben (Film)",?,?,51035
"Brad Pitt",?,?,51030
"FC Schalke 04",?,?,51024
"Bosnien und Herzegowina",?,?,50952
"Bill Kaulitz",?,?,50933
"Rügerrieth",?,?,50879
"Arthrose",?,?,50875
"Aufklärung",?,?,50847
"Josef Hader",?,?,50809
"Manuel Neuer",?,?,50806
"Ernst Ogris",?,?,50782
"Tupac Shakur",?,?,50761
"Annette Frier",?,?,50726
"Romantik",?,?,50665
"Kevin Costner",?,?,50625
"Rote Armee Fraktion",?,?,50595
"Arsène Wenger",?,?,50594
"Swastika",?,?,50569
"Tourette-Syndrom",?,?,50539
"Georgien",?,?,50513
"Wolverine (Comicfigur)",?,?,50504
"Lion – Der lange Weg nach Hause",?,?,50485
"Mercedes-Benz",?,?,50479
"Manchester by the Sea",?,?,50470
"Prostitution",?,?,50448
"Halle Berry",?,?,50423
"Bill Paxton",?,?,50379
"Maria Stuart",?,?,50363
"Porsche",?,?,50337
"Hennes & Mauritz",?,?,50314
"Bilderbuch (Band)",?,?,50302
"Amsterdam",?,?,50269
"Mayim Bialik",?,?,50259
"Good Wife",?,?,50224
"Elton John",?,?,50139
"Joy Denalane",?,?,50115
"Nastassja Kinski",?,?,50102
"Melania Trump",?,?,50093
"Attentat vom 20. Juli 1944",?,?,50056
"Klaus Kinski",?,?,50049
"Liste der standardisierten Ports",?,?,50048
"Hauskatze",?,?,50027
"Volkspartij voor Vrijheid en Democratie",?,?,50008
"Metrisches ISO-Gewinde",?,?,49978
"Die Schöne und das Biest (2014)",?,?,49961
"The Flash (Fernsehserie)",?,?,49920
"WhatsApp",?,?,49910
"Get Out",?,?,49885
