Page,Edits,Editors,Views
"187 Strassenbande",?,?,63831
"Blues Brothers",?,?,63701
"Römisches Reich",?,?,63641
"Kiss (Band)",?,?,63607
"Wincent Weiss",?,?,63584
"Recep Tayyip Erdoğan",?,?,63350
"Kosovo",?,?,63234
"Pippa Middleton",?,?,63192
"Bodensee",?,?,62965
"BMW",?,?,62813
"Ausgangswiderstand",?,?,62743
"Ukraine",?,?,62736
"Two and a Half Men",?,?,62677
"Homo-, Bi- und Transsexualität im Metal",?,?,62492
"Liste mathematischer Symbole",?,?,62422
"Sag niemals nie",?,?,62344
"Aliens – Die Rückkehr",?,?,62130
"Fußball-Weltmeisterschaft 2018",?,?,62056
"Shirin David",?,?,62005
"Klitoris",?,?,61933
"Emma Watson",?,?,61907
"Jared Kushner",?,?,61844
"Stefanie Kloß",?,?,61586
"Sex",?,?,61418
"Airbus A380",?,?,61396
"Blindschleiche",?,?,61327
"Rhein",?,?,61263
"Heinz Keßler",?,?,61233
"RB Leipzig",?,?,61151
"Scharlach",?,?,61137
"Selena Gomez",?,?,61033
"Masturbation",?,?,60991
"Hawaii",?,?,60988
"Wolfgang Bosbach",?,?,60982
"Pfeiffer-Drüsenfieber",?,?,60981
"Brad Pitt",?,?,60928
"Scrum",?,?,60764
"Universal Serial Bus",?,?,60581
"Fußball-Bundesliga 2016/17",?,?,60551
"O. J. Simpson",?,?,60469
"Ivanka Trump",?,?,60445
"Montenegro",?,?,60423
"Jason Statham",?,?,60391
"Newton (Einheit)",?,?,60343
"Dresden",?,?,60256
"Identitäre Bewegung",?,?,60233
"Ungarn",?,?,60156
"Südschleswigscher Wählerverband",?,?,60139
"Angelina Kirsch",?,?,60077
"Ringelnatter",?,?,60064
"Kalter Krieg",?,?,60017
"Münch-4 TTS 1200",?,?,59932
"Vin Diesel",?,?,59857
"UEFA Europa League",?,?,59827
"BMW E90",?,?,59754
"Depression",?,?,59642
"Rheinland-Pfalz",?,?,59593
"Marokko",?,?,59549
"SC Sand",?,?,59524
"David Bennent",?,?,59454
"Ägypten",?,?,59392
"SSV Jahn Regensburg",?,?,59385
"Campino",?,?,59374
"Maikäfer",?,?,59296
"Sardinien",?,?,59244
"Gewöhnlicher Löwenzahn",?,?,59195
"2 Broke Girls",?,?,59161
"Janine Kunze",?,?,59128
"Down-Syndrom",?,?,59119
"Los Angeles",?,?,59014
"Harry Styles",?,?,58987
"Finnland",?,?,58951
"Bruce Springsteen",?,?,58938
"Ruth Moschner",?,?,58900
"Deutschland beim Eurovision Song Contest",?,?,58894
"Enie van de Meiklokjes",?,?,58805
"James B. Comey",?,?,58789
"Staatspräsident (Frankreich)",?,?,58692
"Christoph Kolumbus",?,?,58679
"Shakira",?,?,58672
"Jakobsweg",?,?,58629
"Sophia Thomalla",?,?,58588
"Ludwig van Beethoven",?,?,58508
"Liechtenstein",?,?,58462
"Arrow (Fernsehserie)",?,?,58421
"Thomas Anders",?,?,58399
"Mallorca",?,?,58319
"The Blacklist",?,?,58307
"Miley Cyrus",?,?,58290
"PH-Wert",?,?,58268
"Rudolf von Österreich-Ungarn",?,?,58172
"Düsseldorf",?,?,58123
"Kuba",?,?,58107
"Mexiko",?,?,58063
"Amphetamin",?,?,57907
"Liste von Terroranschlägen",?,?,57808
"Sonnyboy",?,?,57682
"Liste der größten Metropolregionen der Welt",?,?,57647
"Bourne (Filmreihe)",?,?,57624
"Tesla (Unternehmen)",?,?,57616
"Prometheus",?,?,57551
"Richard Nixon",?,?,57483
"John Wick",?,?,57439
"Mauritius",?,?,57426
"Mathias Rust",?,?,57423
"Bushido (Rapper)",?,?,57306
"England",?,?,57264
"Masern",?,?,57262
"Eintracht Frankfurt",?,?,57249
"Netflix",?,?,57226
"Leonardo da Vinci",?,?,57213
"The Flash (Fernsehserie)",?,?,57208
"The Fast and the Furious (Filmreihe)",?,?,57158
"Mick Jagger",?,?,57141
"Hummeln",?,?,57102
"Liste von Pornodarstellerinnen",?,?,57097
"Die Linke",?,?,57072
"Sherlock (Fernsehserie)",?,?,56975
"Miguel Ferrer",?,?,56906
"Hannover",?,?,56859
"Euro",?,?,56845
"Venedig",?,?,56805
"Gangs of New York",?,?,56745
"Sezessionskrieg",?,?,56682
"Türkisch für Anfänger",?,?,56678
"The Middle",?,?,56652
"Kokain",?,?,56624
"Populismus",?,?,56608
"Morbus Crohn",?,?,56567
"Katja Bienert",?,?,56535
"Thomas Gottschalk",?,?,56517
"Pacific Rim",?,?,56430
"Heiliges Römisches Reich",?,?,56414
"Vertrag zwischen dem Deutschen Reich und dem Vereinigten Königreich über die Kolonien und Helgoland",?,?,56323
"Goldener Schnitt",?,?,56137
"Zac Efron",?,?,56121
"Kim Jong-un",?,?,56018
"James Bond 007 – Moonraker – Streng geheim",?,?,55961
"Erdbeeren",?,?,55871
"Dexter (Fernsehserie)",?,?,55798
"Karl Marx",?,?,55722
"Donau",?,?,55613
"Schottland",?,?,55401
"Waldmeister",?,?,55389
"Wehrmacht",?,?,55325
"Fibromyalgie",?,?,55303
"Depeche Mode",?,?,55295
"Judy Winter",?,?,55286
"Cornfield Bomber",?,?,55263
"West Memphis Three",?,?,55187
"Bulgarien",?,?,55150
"Hasan Ismaik",?,?,55094
"Catweazle",?,?,55084
"Corinne Erhel",?,?,55069
"Dab (Tanzfigur)",?,?,55053
"Gaius Iulius Caesar",?,?,55034
"Tupac Shakur",?,?,54957
"Penis",?,?,54930
"Barcelona",?,?,54884
"Anne Frank",?,?,54814
"Volkswagen AG",?,?,54803
"Diabetes mellitus",?,?,54682
"Joule",?,?,54655
"Estadio Vicente Calderón",?,?,54596
"Blutgruppe",?,?,54582
"Rebecca Mir",?,?,54557
"Eurovision Song Contest 2016",?,?,54550
"Normalverteilung",?,?,54535
"Franz Joseph I.",?,?,54495
"HTTP-Statuscode",?,?,54460
"Downton Abbey",?,?,54332
"Faust. Eine Tragödie.",?,?,54317
"Navy CIS: L.A.",?,?,54314
"Andreas Gabalier",?,?,54250
"Paul Hogan",?,?,54112
"Buchsbaumzünsler",?,?,54086
"Magnetresonanztomographie",?,?,54035
"Deutsches Kaiserreich",?,?,54034
"Weltbevölkerung",?,?,54030
"Assassin’s Creed",?,?,54025
"Faschismus",?,?,54021
"Kasachstan",?,?,53903
"Erde",?,?,53875
"Syrien",?,?,53861
"Eintracht Braunschweig",?,?,53854
"Methamphetamin",?,?,53764
"Tom Cruise",?,?,53741
"Kalifornien",?,?,53690
"Mannheim",?,?,53635
"Christlich Demokratische Union Deutschlands",?,?,53560
"Vera F. Birkenbihl",?,?,53442
"Lichtgeschwindigkeit",?,?,53441
"Riesenhai",?,?,53438
"Audrey Hepburn",?,?,53416
"Nuklearkatastrophe von Tschernobyl",?,?,53402
"Walpurgisnacht",?,?,53400
"St. Helena (Insel)",?,?,53304
"Mensch",?,?,53262
"Lyme-Borreliose",?,?,53229
"Nürnberg",?,?,53187
"Erwin Rommel",?,?,53178
"AC/DC",?,?,53153
"Non-Stop (Film)",?,?,53134
"Schallgeschwindigkeit",?,?,53118
"Viskosität",?,?,53047
"Pester Power",?,?,53026
"Slowenien",?,?,53012
"Quentin Tarantino",?,?,53001
"Polyamorie",?,?,52993
"Amyotrophe Lateralsklerose",?,?,52975
"Adel Tawil",?,?,52970
"Dagmar Rosenfeld-Lindner",?,?,52932
"Meghan Markle",?,?,52913
"Tauwetter-Periode",?,?,52905
"Airbus-A320-Familie",?,?,52860
"Bertolt Brecht",?,?,52821
"Tyrannei",?,?,52810
"Philippinen",?,?,52763
"Sagittarius A*",?,?,52638
"Hongkong",?,?,52422
"Oxymoron",?,?,52366
"Sri Lanka",?,?,52256
"Bundesregierung (Deutschland)",?,?,52255
"Agnostizismus",?,?,52156
"Deutsche Sprache",?,?,52135
"Lorazepam",?,?,52113
"Florianer Psalter",?,?,52109
"Deutsche Nationalhymne",?,?,52105
"Sechzehn Reiche",?,?,52055
"Dortmund",?,?,52054
"Vietnam",?,?,52051
"1220er",?,?,52042
"Wladimir Wladimirowitsch Putin",?,?,51988
"Carlos Pedro Zilli",?,?,51986
"Zehn Gebote",?,?,51901
"Südkorea",?,?,51849
"Herrenlose Sache",?,?,51812
"Cholera",?,?,51802
"Metrisches ISO-Gewinde",?,?,51800
"Ailinginae",?,?,51784
"Titus Lucretius Tricipitinus",?,?,51758
"Seung Sahn",?,?,51737
"Marie Antoinette",?,?,51734
"Doctor Who",?,?,51716
"Passage tomb",?,?,51696
"Grunderwerbsteuer (Deutschland)",?,?,51657
"Chinesische Mauer",?,?,51647
"Liste in Deutschland vorhandener Dampflokomotiven",?,?,51558
"Österreichische Volkspartei",?,?,51558
"Barbara Schöneberger",?,?,51531
"Independence Day: Wiederkehr",?,?,51530
"Modern Family",?,?,51529
"Hashimoto-Thyreoiditis",?,?,51498
"Biche",?,?,51467
"Fuselage Styling",?,?,51445
"Deutscher Bundestag",?,?,51403
"Afrika",?,?,51384
"Freiburg im Breisgau",?,?,51320
"Liste der standardisierten Ports",?,?,51281
"Figuren der Harry-Potter-Romane",?,?,51266
"Thüringen",?,?,51263
"Lobotomie",?,?,51238
"Sonne",?,?,51146
"Armenien",?,?,51064
"Kurt Russell",?,?,51027
"Zeugen Jehovas",?,?,51023
"Muhammad Ali",?,?,50998
"Liste der Staatsoberhäupter Frankreichs",?,?,50992
"Helmut Schmidt",?,?,50974
"Zecken",?,?,50972
"Marta Arndt",?,?,50972
"Bremen",?,?,50968
"Liste der Länder nach Bruttoinlandsprodukt",?,?,50952
"Watt (Einheit)",?,?,50892
"Scarlett Johansson",?,?,50881
"Vereinigte Arabische Emirate",?,?,50828
"Max Giesinger",?,?,50817
"Rote Armee Fraktion",?,?,50799
"Black Mirror (Fernsehserie)",?,?,50778
"Mecklenburg-Vorpommern",?,?,50770
"Primzahl",?,?,50730
"Nelson Mandela",?,?,50643
"Glucose",?,?,50565
"Parkinson-Krankheit",?,?,50551
"Leopard 2",?,?,50550
"Koreakrieg",?,?,50528
"Estadio de Madrid",?,?,50515
"Herpes Zoster",?,?,50390
"Joachim Llambi",?,?,50387
"Globalisierung",?,?,50382
"C&A",?,?,50379
"Warren Buffett",?,?,50348
"Pirates of the Caribbean",?,?,50334
"Emilia Clarke",?,?,50308
"Renaissance",?,?,50271
"Baywatch (Film)",?,?,50255
"Kanarische Inseln",?,?,50176
"Prag",?,?,50172
"Aluminium",?,?,50162
"Relegation (Sport)",?,?,50122
"BMW E46",?,?,50109
"Marcus Pretzell",?,?,50063
"WhatsApp",?,?,50053
"Heidelberg",?,?,50039
"Osmanisches Reich",?,?,49933
"Gluten",?,?,49922
"Aminosäuren",?,?,49892
"Klaas Heufer-Umlauf",?,?,49880
"Kreta",?,?,49847
"Sonja Gerhardt",?,?,49802
"VfL Wolfsburg",?,?,49794
"Liste der Tatort-Folgen",?,?,49787
"Gossip Girl",?,?,49740
"Jan Böhmermann",?,?,49718
"Sonnensystem",?,?,49702
"Lupus erythematodes",?,?,49641
"Watchmen – Die Wächter",?,?,49626
"Murphys Gesetz",?,?,49605
"Krätze",?,?,49583
"Apple",?,?,49579
"Brandenburg",?,?,49557
"Zinédine Zidane",?,?,49493
"Nikola Tesla",?,?,49439
"Helmut Kohl",?,?,49408
"Liste der Ministerpräsidenten der deutschen Länder",?,?,49391
"Dubai",?,?,49385
"Litauen",?,?,49379
"Android (Betriebssystem)",?,?,49366
"Yves Saint Laurent",?,?,49365
"Zoe Saldana",?,?,49327
"Chemtrail",?,?,49325
"Der Pate (Film)",?,?,49286
"Kollegah",?,?,49172
"Syphilis",?,?,49165
"Hindenburg (2011)",?,?,49162
"Blade Runner",?,?,49118
"Shawn Mendes",?,?,49117
"Gardasee",?,?,49104
"Atlético Madrid",?,?,49098
"The 100",?,?,49082
"Logarithmus",?,?,49072
"Zehnzylindermotor",?,?,49071
"Ibuprofen",?,?,49055
"Frederick Lau",?,?,49053
"9. Mai",?,?,49021
"The Royals (Fernsehserie)",?,?,49003
"Serbien",?,?,48994
"Liste der deutschen Fußballmeister",?,?,48993
"Weißrussland",?,?,48976
"Madeira",?,?,48970
"Sin City (Film)",?,?,48955
"Schweizer Franken",?,?,48936
"Venezuela",?,?,48926
"Ralf Stegner",?,?,48870
"Assassin’s Creed (Film)",?,?,48867
"Jacqueline Kennedy Onassis",?,?,48837
"Anne Gesthuysen",?,?,48810
"Charlie Sheen",?,?,48704
"Stefan Raab",?,?,48666
"Hamburger SV",?,?,48651
"Marlene Dietrich",?,?,48639
"Wolf",?,?,48625
"Navy CIS",?,?,48623
"Monuments Men – Ungewöhnliche Helden",?,?,48605
"Barock",?,?,48497
"Wilhelm II. (Deutsches Reich)",?,?,48475
"Drei Geheimnisse von Fátima",?,?,48470
"Snapchat",?,?,48425
"Die Tribute von Panem – The Hunger Games",?,?,48353
"Josef Stalin",?,?,48335
"Heiko Maas",?,?,48306
"Czorneboh (Gottheit)",?,?,48283
"Johann Sebastian Bach",?,?,48234
"Pizzagate",?,?,48210
