country,rank,timestamp,total.total,month,timeRange.start,timeRange.end
BS,147,1572566400000,7000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
GM,148,1572566400000,7000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
TJ,149,1572566400000,7000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
BW,150,1572566400000,7000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
ZW,151,1572566400000,6000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
PF,152,1572566400000,6000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
AW,153,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
AX,154,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
LY,155,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
VA,156,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
XK,157,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
BQ,158,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
NE,159,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
MW,160,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
IM,161,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
TT,162,1572566400000,5000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
SO,163,1572566400000,4000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
BF,164,1572566400000,4000,2019-11-01T00:00:00.000Z,2019-11-01T00:00:00.000Z,2019-12-01T00:00:00.000Z
